start,end,duration,state,phase
0.0,3.375,3.375,STARTUP,Startup
3.375,3.6410000000032596,0.26600000000325963,PRECHECK,Startup
3.6410000000032596,3.85999999998603,0.21899999998277053,SEARCH_SWEEP,Acquire Pallet
3.85999999998603,6.671999999991385,2.812000000005355,ACQUIRE_VERIFY,Acquire Pallet
6.671999999991385,7.812999999994645,1.1410000000032596,STANDOFF_VERIFY,Set Standoff
7.812999999994645,13.73499999998603,5.921999999991385,STANDOFF_MOVE,Set Standoff
13.73499999998603,16.953999999997905,3.2190000000118744,STANDOFF_SETTLE,Set Standoff
16.953999999997905,18.171999999991385,1.2179999999934807,STANDOFF_VERIFY,Set Standoff
18.171999999991385,19.5,1.3280000000086147,STAGING_PLAN,Plan Approach
19.5,23.421999999991385,3.9219999999913853,WAYPOINT_DRIVE,Execute Approach
23.421999999991385,26.703999999997905,3.2820000000065193,WAYPOINT_DRIVE_SETTLE,Execute Approach
26.703999999997905,27.89100000000326,1.187000000005355,STAGING_PLAN,Plan Approach
27.89100000000326,32.078999999997905,4.187999999994645,WAYPOINT_DRIVE,Execute Approach
32.078999999997905,38.125,6.0460000000020955,WAYPOINT_DRIVE_SETTLE,Execute Approach
38.125,40.937999999994645,2.812999999994645,STAGING_PLAN,Plan Approach
40.937999999994645,42.51600000000326,1.5780000000086147,WAYPOINT_TURN,Execute Approach
42.51600000000326,45.687999999994645,3.1719999999913853,WAYPOINT_TURN_SETTLE,Execute Approach
45.687999999994645,47.796999999991385,2.1089999999967404,WAYPOINT_DRIVE,Execute Approach
47.796999999991385,51.046999999991385,3.25,WAYPOINT_DRIVE_SETTLE,Execute Approach
51.046999999991385,52.094000000011874,1.047000000020489,FINAL_POSE_LOCK,Execute Approach
52.094000000011874,53.78200000000652,1.687999999994645,FINAL_ROTATE,Execute Approach
53.78200000000652,56.969000000011874,3.187000000005355,FINAL_SETTLE,Execute Approach
56.969000000011874,58.094000000011874,1.125,FINAL_POSE_LOCK,Execute Approach
58.094000000011874,58.203999999997905,0.10999999998603016,READY_TO_INSERT,Insert Forks
58.203999999997905,64.93799999999464,6.73399999999674,INSERT_DRIVE,Insert Forks
64.93799999999464,65.90700000000652,0.9690000000118744,RECOVER_VISUAL,Insert Forks
