start,end,duration,state,phase
0.0,2.4679999999934807,2.4679999999934807,STARTUP,Startup
2.4679999999934807,2.6089999999967404,0.14100000000325963,PRECHECK,Startup
2.6089999999967404,2.75,0.14100000000325963,SEARCH_SWEEP,Acquire Pallet
2.75,30.0,27.25,INITIAL_VISIBILITY_SWEEP,Acquire Pallet
30.0,34.155999999988126,4.155999999988126,ACQUIRE_VERIFY,Acquire Pallet
34.155999999988126,36.062000000005355,1.9060000000172295,FACE_ROTATE,Acquire Pallet
36.062000000005355,40.375,4.312999999994645,FACE_SETTLE,Acquire Pallet
40.375,41.625,1.25,STANDOFF_VERIFY,Set Standoff
41.625,43.82799999997951,2.202999999979511,STANDOFF_MOVE,Set Standoff
43.82799999997951,48.155999999988126,4.328000000008615,STANDOFF_SETTLE,Set Standoff
48.155999999988126,49.405999999988126,1.25,STANDOFF_VERIFY,Set Standoff
49.405999999988126,50.639999999984866,1.2339999999967404,STANDOFF_MOVE,Set Standoff
50.639999999984866,54.780999999988126,4.14100000000326,STANDOFF_SETTLE,Set Standoff
54.780999999988126,56.030999999988126,1.25,STANDOFF_VERIFY,Set Standoff
56.030999999988126,57.35899999999674,1.3280000000086147,STAGING_PLAN,Plan Approach
57.35899999999674,59.546999999991385,2.187999999994645,WAYPOINT_TURN,Execute Approach
59.546999999991385,63.73399999999674,4.187000000005355,WAYPOINT_TURN_SETTLE,Execute Approach
63.73399999999674,66.79699999999139,3.062999999994645,WAYPOINT_DRIVE,Execute Approach
66.79699999999139,71.06200000000536,4.26500000001397,WAYPOINT_DRIVE_SETTLE,Execute Approach
71.06200000000536,72.23399999999674,1.1719999999913853,STAGING_PLAN,Plan Approach
72.23399999999674,74.5,2.2660000000032596,RECENTER_ROTATE,Execute Approach
74.5,78.81200000000536,4.312000000005355,RECENTER_SETTLE,Execute Approach
78.81200000000536,80.125,1.312999999994645,STAGING_PLAN,Plan Approach
80.125,82.34299999999348,2.2179999999934807,WAYPOINT_TURN,Execute Approach
82.34299999999348,86.53099999998813,4.187999999994645,WAYPOINT_TURN_SETTLE,Execute Approach
86.53099999998813,89.84299999999348,3.312000000005355,WAYPOINT_DRIVE,Execute Approach
89.84299999999348,94.06200000000536,4.219000000011874,WAYPOINT_DRIVE_SETTLE,Execute Approach
94.06200000000536,95.20299999997951,1.1409999999741558,STAGING_PLAN,Plan Approach
95.20299999997951,97.31200000000536,2.109000000025844,RECENTER_ROTATE,Execute Approach
97.31200000000536,101.53099999998813,4.2189999999827705,RECENTER_SETTLE,Execute Approach
101.53099999998813,102.82799999997951,1.2969999999913853,STAGING_PLAN,Plan Approach
102.82799999997951,104.85899999999674,2.0310000000172295,WAYPOINT_TURN,Execute Approach
104.85899999999674,109.13999999998487,4.280999999988126,WAYPOINT_TURN_SETTLE,Execute Approach
109.13999999998487,112.17199999999139,3.0320000000065193,WAYPOINT_DRIVE,Execute Approach
112.17199999999139,116.43700000000536,4.26500000001397,WAYPOINT_DRIVE_SETTLE,Execute Approach
116.43700000000536,117.59299999999348,1.1559999999881256,STAGING_PLAN,Plan Approach
117.59299999999348,119.53099999998813,1.937999999994645,RECENTER_ROTATE,Execute Approach
119.53099999998813,123.81200000000536,4.2810000000172295,RECENTER_SETTLE,Execute Approach
123.81200000000536,125.06200000000536,1.25,STAGING_PLAN,Plan Approach
125.06200000000536,126.70299999997951,1.6409999999741558,WAYPOINT_TURN,Execute Approach
126.70299999997951,130.90599999998813,4.203000000008615,WAYPOINT_TURN_SETTLE,Execute Approach
130.90599999998813,132.51499999998487,1.6089999999967404,WAYPOINT_DRIVE,Execute Approach
132.51499999998487,136.75,4.235000000015134,WAYPOINT_DRIVE_SETTLE,Execute Approach
136.75,137.93700000000536,1.187000000005355,FINAL_POSE_LOCK,Execute Approach
137.93700000000536,139.73399999999674,1.7969999999913853,FINAL_ROTATE,Execute Approach
139.73399999999674,144.03099999998813,4.296999999991385,FINAL_SETTLE,Execute Approach
144.03099999998813,145.13999999998487,1.1089999999967404,FINAL_POSE_LOCK,Execute Approach
145.13999999998487,145.25,0.11000000001513399,READY_TO_INSERT,Insert Forks
145.25,151.98399999999674,6.73399999999674,INSERT_DRIVE,Insert Forks
151.98399999999674,152.93700000000536,0.9530000000086147,RECOVER_VISUAL,Insert Forks
