start,end,duration,command
0.0,7.7039999999979045,7.7039999999979045,STOP
7.7039999999979045,13.60999999998603,5.905999999988126,FWD
13.60999999998603,19.375,5.76500000001397,STOP
19.375,23.296999999991385,3.9219999999913853,FWD
23.296999999991385,27.78200000000652,4.485000000015134,STOP
27.78200000000652,31.969000000011874,4.187000000005355,FWD
31.969000000011874,40.828999999997905,8.85999999998603,STOP
40.828999999997905,42.39100000000326,1.562000000005355,ROT_LEFT
42.39100000000326,45.578999999997905,3.187999999994645,STOP
45.578999999997905,47.687999999994645,2.1089999999967404,FWD
47.687999999994645,51.98499999998603,4.296999999991385,STOP
51.98499999998603,53.671999999991385,1.687000000005355,ROT_RIGHT
53.671999999991385,58.094000000011874,4.422000000020489,STOP
58.094000000011874,64.8289999999979,6.73499999998603,FWD
64.8289999999979,65.90700000000652,1.0780000000086147,STOP
