start,end,duration,command
0.0,3.265999999974156,3.265999999974156,STOP
3.265999999974156,5.48499999998603,2.2190000000118744,ROT_RIGHT
5.48499999998603,9.890999999974156,4.405999999988126,STOP
9.890999999974156,15.312999999994645,5.422000000020489,FWD
15.312999999994645,21.015999999974156,5.702999999979511,STOP
21.015999999974156,22.95299999997951,1.937000000005355,ROT_RIGHT
22.95299999997951,26.765999999974156,3.812999999994645,STOP
26.765999999974156,30.125,3.359000000025844,FWD
30.125,34.546999999991385,4.421999999991385,STOP
34.546999999991385,36.687999999994645,2.1410000000032596,ROT_LEFT
36.687999999994645,41.187999999994645,4.5,STOP
41.187999999994645,42.70299999997951,1.514999999984866,ROT_RIGHT
42.70299999997951,46.48499999998603,3.7820000000065193,STOP
46.48499999998603,50.5,4.01500000001397,FWD
50.5,54.921999999991385,4.421999999991385,STOP
54.921999999991385,56.45299999997951,1.5309999999881256,ROT_LEFT
56.45299999997951,60.890999999974156,4.437999999994645,STOP
60.890999999974156,63.562999999994645,2.672000000020489,FWD
63.562999999994645,67.92199999999139,4.35899999999674,STOP
67.92199999999139,69.375,1.4530000000086147,ROT_LEFT
69.375,73.84399999998277,4.4689999999827705,STOP
73.84399999998277,75.17199999999139,1.3280000000086147,ROT_RIGHT
75.17199999999139,79.64099999997416,4.4689999999827705,STOP
79.64099999997416,85.875,6.234000000025844,FWD
85.875,86.90599999998813,1.0309999999881256,STOP
