t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-04T15:06:29.173,1,PRECHECK,PRECHECK,3,,1788501987142.961,,timestamp_domain.system_time,4213968.000,,1,4213968.000,4215875.000,1907.000,1907.000,4215875.000,1907.000,0,0,,,,,,,
2026-09-04T15:06:29.676,2,SEARCH_SWEEP,SEARCH_SWEEP,76,73,1788501989578.695,2435.734,timestamp_domain.system_time,4216281.000,2313.000,1,4216281.000,4216375.000,94.000,94.000,4216375.000,94.000,1,1,pnp_visible_ransac,7,2.827,-38.8404,0.631982,3.644805,9.8369
2026-09-04T15:06:29.786,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,81,5,1788501989745.286,166.590,timestamp_domain.system_time,4216453.000,172.000,1,4216453.000,4216468.000,15.000,15.000,4216484.000,31.000,1,1,pnp_visible_ransac,7,2.457,-31.7152,0.959403,5.013534,10.8333
2026-09-04T15:06:29.907,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,84,3,1788501989845.273,99.987,timestamp_domain.system_time,4216578.000,125.000,1,4216578.000,4216609.000,31.000,31.000,4216609.000,31.000,1,1,pnp_visible_ransac,7,2.728,-19.1885,0.686150,4.251005,9.1690
2026-09-04T15:06:30.049,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,88,4,1788501989978.711,133.438,timestamp_domain.system_time,4216687.000,109.000,1,4216687.000,4216750.000,63.000,63.000,4216750.000,63.000,0,0,,,,,,,
2026-09-04T15:06:30.136,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,91,3,1788501990077.721,99.010,timestamp_domain.system_time,4216812.000,125.000,1,4216812.000,4216828.000,16.000,16.000,4216828.000,16.000,0,0,,,,,,,
2026-09-04T15:06:30.228,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,94,3,1788501990178.524,100.803,timestamp_domain.system_time,4216890.000,78.000,1,4216890.000,4216921.000,31.000,31.000,4216921.000,31.000,0,0,,,,,,,
2026-09-04T15:06:30.494,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,98,4,1788501990311.926,133.402,timestamp_domain.system_time,4217031.000,141.000,1,4217031.000,4217187.000,156.000,156.000,4217187.000,156.000,1,1,pnp_visible_ransac,9,1.390,7.2436,0.347059,4.494741,4.4153
2026-09-04T15:06:30.650,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,106,8,1788501990577.684,265.759,timestamp_domain.system_time,4217312.000,281.000,1,4217312.000,4217343.000,31.000,31.000,4217343.000,31.000,1,1,pnp_visible_ransac,8,4.639,12.1686,0.339845,3.807147,5.1010
2026-09-04T15:06:30.920,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,113,7,1788501990812.749,235.065,timestamp_domain.system_time,4217546.000,234.000,1,4217546.000,4217609.000,63.000,63.000,4217625.000,79.000,1,1,pnp_visible_ransac,7,3.504,1.7688,0.380544,3.446932,6.3000
2026-09-04T15:06:31.223,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,121,8,1788501991079.074,266.325,timestamp_domain.system_time,4217796.000,250.000,1,4217796.000,4217921.000,125.000,125.000,4217921.000,125.000,1,1,pnp_visible_ransac,7,1.673,5.8116,0.392909,3.660418,6.1267
2026-09-04T15:06:31.463,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,127,6,1788501991278.246,199.172,timestamp_domain.system_time,4218000.000,204.000,1,4218000.000,4218140.000,140.000,140.000,4218156.000,156.000,1,1,pnp_visible_ransac,7,1.398,6.9073,0.386836,3.698070,5.9717
2026-09-04T15:06:31.704,13,ACQUIRE_VERIFY,ACQUIRE_VERIFY,137,10,1788501991611.758,333.512,timestamp_domain.system_time,4218328.000,328.000,1,4218328.000,4218390.000,62.000,62.000,4218406.000,78.000,1,1,pnp_visible_ransac,7,1.512,7.1566,0.385882,3.686402,5.9758
