frame_i,t_mono,fsm_state,det_ok,yaw4_deg,x4,y4,z4,reproj4_px,yawm_deg,xm,ym,zm,reprojm_px,n_used
54,21615.218,SEARCH_SWEEP,0,,,,,,,,,,,
55,21615.328,SEARCH_SWEEP,0,,,,,,,,,,,
56,21615.421,SEARCH_SWEEP,0,,,,,,,,,,,
57,21615.515,SEARCH_SWEEP,0,,,,,,,,,,,
58,21615.609,SEARCH_SWEEP,0,,,,,,,,,,,
59,21615.703,SEARCH_SWEEP,0,,,,,,,,,,,
60,21615.796,SEARCH_SWEEP,0,,,,,,,,,,,
61,21615.89,SEARCH_SWEEP,0,,,,,,,,,,,
62,21615.968,SEARCH_SWEEP,0,,,,,,,,,,,
63,21616.078,SEARCH_SWEEP,0,,,,,,,,,,,
64,21616.171,SEARCH_SWEEP,0,,,,,,,,,,,
65,21616.25,SEARCH_SWEEP,0,,,,,,,,,,,
66,21616.343,SEARCH_SWEEP,0,,,,,,,,,,,
67,21616.437,SEARCH_SWEEP,0,,,,,,,,,,,
68,21616.546,SEARCH_SWEEP,0,,,,,,,,,,,
69,21616.671,SEARCH_SWEEP,0,,,,,,,,,,,
70,21616.765,SEARCH_SWEEP,0,,,,,,,,,,,
71,21616.859,SEARCH_SWEEP,0,,,,,,,,,,,
72,21616.968,SEARCH_SWEEP,0,,,,,,,,,,,
73,21617.046,SEARCH_SWEEP,0,,,,,,,,,,,
74,21617.14,SEARCH_SWEEP,0,,,,,,,,,,,
75,21617.25,SEARCH_SWEEP,0,,,,,,,,,,,
76,21617.343,SEARCH_SWEEP,0,,,,,,,,,,,
77,21617.421,SEARCH_SWEEP,0,,,,,,,,,,,
78,21617.515,SEARCH_SWEEP,0,,,,,,,,,,,
79,21617.609,SEARCH_SWEEP,0,,,,,,,,,,,
80,21617.718,SEARCH_SWEEP,0,,,,,,,,,,,
81,21617.796,SEARCH_SWEEP,0,,,,,,,,,,,
82,21617.906,SEARCH_SWEEP,0,,,,,,,,,,,
83,21618.0,SEARCH_SWEEP,0,,,,,,,,,,,
84,21618.093,SEARCH_SWEEP,0,,,,,,,,,,,
85,21618.187,SEARCH_SWEEP,0,,,,,,,,,,,
86,21618.296,SEARCH_SWEEP,0,,,,,,,,,,,
87,21618.39,SEARCH_SWEEP,0,,,,,,,,,,,
88,21618.515,SEARCH_SWEEP,0,,,,,,,,,,,
89,21618.609,ACQUIRE_VERIFY,0,,,,,,,,,,,
90,21618.718,ACQUIRE_VERIFY,0,,,,,,,,,,,
91,21618.812,ACQUIRE_VERIFY,0,,,,,,,,,,,
92,21618.921,ACQUIRE_VERIFY,0,,,,,,,,,,,
93,21619.015,ACQUIRE_VERIFY,0,,,,,,,,,,,
94,21619.109,ACQUIRE_VERIFY,0,,,,,,,,,,,
95,21619.218,ACQUIRE_VERIFY,0,,,,,,,,,,,
96,21619.296,ACQUIRE_VERIFY,0,,,,,,,,,,,
97,21619.406,ACQUIRE_VERIFY,0,,,,,,,,,,,
98,21619.5,ACQUIRE_VERIFY,0,,,,,,,,,,,
99,21619.593,ACQUIRE_VERIFY,0,,,,,,,,,,,
100,21619.687,ACQUIRE_VERIFY,0,,,,,,,,,,,
