t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-04T15:09:47.568,1,PRECHECK,PRECHECK,4,,1788502186283.484,,timestamp_domain.system_time,4413000.000,,1,4413000.000,4414265.000,1265.000,1265.000,4414265.000,1265.000,0,0,,,,,,,
2026-09-04T15:09:47.792,2,SEARCH_SWEEP,SEARCH_SWEEP,48,44,1788502187749.920,1466.435,timestamp_domain.system_time,4414453.000,1453.000,1,4414453.000,4414484.000,31.000,31.000,4414484.000,31.000,1,1,pnp_visible_ransac,9,1.025,-2.0211,-0.198457,4.110953,-2.7638
2026-09-04T15:09:47.897,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,51,3,1788502187849.868,99.948,timestamp_domain.system_time,4414578.000,125.000,1,4414578.000,4414593.000,15.000,15.000,4414593.000,15.000,1,1,pnp_visible_ransac,9,1.013,-1.8666,-0.199089,4.102462,-2.7783
2026-09-04T15:09:47.994,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,54,3,1788502187949.424,99.556,timestamp_domain.system_time,4414671.000,93.000,1,4414671.000,4414687.000,16.000,16.000,4414687.000,16.000,1,1,pnp_visible_ransac,9,0.995,-1.9992,-0.198985,4.113189,-2.7697
2026-09-04T15:09:48.092,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,57,3,1788502188049.407,99.983,timestamp_domain.system_time,4414765.000,94.000,1,4414765.000,4414796.000,31.000,31.000,4414796.000,31.000,1,1,pnp_visible_ransac,9,0.993,-2.1556,-0.197937,4.113348,-2.7550
2026-09-04T15:09:48.176,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,58,1,1788502188083.379,33.972,timestamp_domain.system_time,4414859.000,94.000,1,4414859.000,4414875.000,16.000,16.000,4414875.000,16.000,1,1,pnp_visible_ransac,9,0.999,-2.0559,-0.198774,4.126527,-2.7578
2026-09-04T15:09:48.269,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,62,4,1788502188216.884,133.505,timestamp_domain.system_time,4414953.000,94.000,1,4414953.000,4414968.000,15.000,15.000,4414968.000,15.000,1,1,pnp_visible_ransac,9,0.973,-1.9778,-0.197618,4.115644,-2.7490
2026-09-04T15:09:48.360,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,65,3,1788502188316.488,99.604,timestamp_domain.system_time,4415031.000,78.000,1,4415031.000,4415062.000,31.000,31.000,4415062.000,31.000,1,1,pnp_visible_ransac,9,0.989,-1.7356,-0.198321,4.108869,-2.7633
2026-09-04T15:09:48.446,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,68,3,1788502188416.711,100.223,timestamp_domain.system_time,4415125.000,94.000,1,4415125.000,4415140.000,15.000,15.000,4415140.000,15.000,1,1,pnp_visible_ransac,9,1.001,-1.9769,-0.196146,4.108860,-2.7331
2026-09-04T15:09:48.528,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,70,2,1788502188483.356,66.645,timestamp_domain.system_time,4415203.000,78.000,1,4415203.000,4415234.000,31.000,31.000,4415234.000,31.000,1,1,pnp_visible_ransac,9,0.992,-2.0320,-0.196804,4.104844,-2.7449
