t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-03T19:22:56.114,1,PRECHECK,PRECHECK,1,,1788430975343.121,,timestamp_domain.system_time,28109031.000,,1,28109031.000,28109781.000,750.000,750.000,28109781.000,750.000,0,0,,,,,,,
2026-09-03T19:22:56.266,2,SEARCH_SWEEP,SEARCH_SWEEP,28,27,1788430976242.744,899.624,timestamp_domain.system_time,28109921.000,890.000,1,28109921.000,28109921.000,0.000,0.000,28109921.000,0.000,0,0,,,,,,,
2026-09-03T19:22:56.316,3,SEARCH_SWEEP,SEARCH_SWEEP,29,1,1788430976275.790,33.046,timestamp_domain.system_time,28109968.000,47.000,1,28109968.000,28109968.000,0.000,0.000,28109968.000,0.000,1,1,pnp_visible_ransac,9,1.898,-89.2076,0.365935,4.753066,4.4025
2026-09-03T19:22:56.375,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,30,1,1788430976309.324,33.534,timestamp_domain.system_time,28110015.000,47.000,1,28110015.000,28110031.000,16.000,16.000,28110031.000,16.000,0,0,,,,,,,
2026-09-03T19:22:56.455,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,31,1,1788430976342.542,33.218,timestamp_domain.system_time,28110109.000,94.000,1,28110109.000,28110109.000,0.000,0.000,28110109.000,0.000,0,0,,,,,,,
2026-09-03T19:22:56.519,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,35,4,1788430976475.994,133.452,timestamp_domain.system_time,28110156.000,47.000,1,28110156.000,28110171.000,15.000,15.000,28110171.000,15.000,1,1,pnp_visible_ransac,9,1.551,-88.6205,0.349064,4.853748,4.1134
2026-09-03T19:22:56.632,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,3,1788430976576.892,100.898,timestamp_domain.system_time,28110265.000,109.000,1,28110265.000,28110296.000,31.000,31.000,28110296.000,31.000,1,1,pnp_visible_ransac,9,1.448,-88.0044,0.336887,4.851726,3.9720
2026-09-03T19:22:56.702,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,40,2,1788430976642.839,65.947,timestamp_domain.system_time,28110328.000,63.000,1,28110328.000,28110359.000,31.000,31.000,28110359.000,31.000,1,1,pnp_visible_ransac,9,1.110,-88.8516,0.339317,4.871111,3.9847
2026-09-03T19:22:56.749,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,2,1788430976709.536,66.698,timestamp_domain.system_time,28110390.000,62.000,1,28110390.000,28110406.000,16.000,16.000,28110406.000,16.000,1,1,pnp_visible_ransac,9,1.810,-87.6570,0.334742,4.894716,3.9123
2026-09-03T19:22:56.800,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,44,2,1788430976776.481,66.945,timestamp_domain.system_time,28110437.000,47.000,1,28110437.000,28110453.000,16.000,16.000,28110453.000,16.000,1,1,pnp_visible_ransac,9,1.568,-87.2159,0.331027,4.894442,3.8692
2026-09-03T19:22:56.850,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,45,1,1788430976809.801,33.320,timestamp_domain.system_time,28110484.000,47.000,1,28110484.000,28110515.000,31.000,31.000,28110515.000,31.000,1,1,pnp_visible_ransac,9,1.508,-88.6967,0.335571,4.843129,3.9636
2026-09-03T19:22:56.900,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,47,2,1788430976876.627,66.826,timestamp_domain.system_time,28110546.000,62.000,1,28110546.000,28110562.000,16.000,16.000,28110562.000,16.000,1,1,pnp_visible_ransac,9,0.868,-88.3973,0.338952,4.835518,4.0097
