t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-04T15:06:29.173,4215.875000,1,PRECHECK,PRECHECK,0,,,,,,,1.56,,,,,,,
2026-09-04T15:06:29.676,4216.375000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,0.631982,0.342403,3.644805,-38.8404,-38.8404,1.0000,0.43,,,,,,,
2026-09-04T15:06:29.786,4216.484000,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.959403,0.452242,5.013534,-31.7152,-31.7152,1.0000,0.43,,,,,,,
2026-09-04T15:06:29.907,4216.609000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.686150,0.395218,4.251005,-19.1885,-19.1885,1.0000,0.43,,,,,,,
2026-09-04T15:06:30.049,4216.750000,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,0.43,,,,,,,
2026-09-04T15:06:30.228,4216.921000,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,7.74,,,,,,,
2026-09-04T15:06:30.494,4217.187000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.347059,0.450964,4.494741,7.2436,7.2436,1.1000,7.74,,,,,,,
2026-09-04T15:06:30.650,4217.343000,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.339845,0.371924,3.807147,12.1686,12.1686,1.1000,5.99,,,,,,,
2026-09-04T15:06:30.920,4217.625000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.380544,0.336763,3.446932,1.7688,1.7688,1.1000,5.99,,,,,,,
2026-09-04T15:06:31.223,4217.921000,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.392909,0.351789,3.660418,5.8116,5.8116,1.1000,5.99,,,,,,,
2026-09-04T15:06:31.484,4218.187000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.386836,0.353094,3.698070,6.9073,6.9073,1.1000,4.29,,,,,,,
2026-09-04T15:06:31.720,4218.421000,13,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.385882,0.352384,3.686402,7.1566,7.1566,1.1000,4.29,,,,,,,
2026-09-04T15:06:31.868,4218.562000,14,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.348464,0.390012,4.162765,19.2461,19.2461,1.1000,3.84,,,,,,,
2026-09-04T15:06:32.007,4218.703000,15,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.378198,0.368084,3.875797,11.6031,11.6031,1.1000,3.84,,,,,,,
2026-09-04T15:06:32.326,4219.031000,16,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.370105,0.374630,3.968011,14.0568,14.0568,1.1000,3.84,,,,,,,
2026-09-04T15:06:32.567,4219.265000,17,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.389029,0.355863,3.712414,7.7540,7.7540,1.1000,5.03,,,,,,,
2026-09-04T15:06:32.721,4219.421000,18,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.360393,0.373852,3.977166,14.9494,14.9494,1.1000,5.03,,,,,,,
2026-09-04T15:06:33.245,4219.937000,19,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.375554,0.365433,3.859643,11.3330,11.3330,1.1000,3.61,,,,,,,
2026-09-04T15:06:33.695,4220.390000,20,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.397110,0.347681,3.608890,4.0224,4.0224,1.1000,1.70,,,,,,,
2026-09-04T15:06:33.989,4220.687000,21,SEARCH_SWEEP,SEARCH_SWEEP,1,0.381014,0.338414,3.465086,3.2723,3.2723,1.1000,1.70,,,,,,,
