t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-06T16:29:49.637,182013.953000,1,PRECHECK,PRECHECK,1,0.226191,0.406864,4.887115,-6.7340,-6.7340,1.1000,1.89,,,,,,,
2026-09-06T16:29:49.764,182014.078000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,0.231220,0.421865,4.986760,-7.0482,-7.0482,1.1000,1.06,,,,,,,
2026-09-06T16:29:49.875,182014.187000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.232859,0.420825,4.974437,-7.2249,-7.2249,1.1000,1.06,,,,,,,
2026-09-06T16:29:49.989,182014.312000,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.232344,0.421748,4.974697,-7.2739,-7.2739,1.1000,1.06,,,,,,,
2026-09-06T16:29:50.097,182014.421000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.234025,0.422342,4.981739,-7.3594,-7.3594,1.1000,1.06,,,,,,,
2026-09-06T16:29:50.207,182014.531000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.234359,0.421129,4.970447,-7.4651,-7.4651,1.1000,1.06,,,,,,,
2026-09-06T16:29:50.376,182014.687000,13,FACE_ROTATE,FACE_ROTATE,1,0.235623,0.421904,4.970448,-7.6669,-7.6669,1.1000,18.23,,,,,,,
2026-09-06T16:29:50.485,182014.796000,15,FACE_ROTATE,FACE_ROTATE,1,0.234919,0.421794,4.976841,-7.7811,-7.7811,1.1000,18.23,,,,,,,
2026-09-06T16:29:50.587,182014.906000,17,FACE_ROTATE,FACE_ROTATE,1,0.235106,0.421340,4.971224,-7.6795,-7.6795,1.1000,18.23,,,,,,,
2026-09-06T16:29:50.778,182015.093000,18,FACE_ROTATE,FACE_ROTATE,1,0.234821,0.421810,4.977973,-7.6975,-7.6975,1.1000,18.23,,,,,,,
2026-09-06T16:29:50.908,182015.234000,20,FACE_ROTATE,FACE_ROTATE,1,0.226654,0.420961,4.973404,-7.8212,-7.8212,1.1000,13.35,,,,,,,
2026-09-06T16:29:51.065,182015.390000,23,FACE_ROTATE,FACE_ROTATE,1,0.232142,0.424147,4.979896,-8.1727,-8.1727,1.1000,13.35,,,,,,,
2026-09-06T16:29:51.179,182015.500000,25,FACE_ROTATE,FACE_ROTATE,1,0.222997,0.419520,4.965763,-7.6320,-7.6320,1.1000,13.35,,,,,,,
2026-09-06T16:29:51.289,182015.609000,27,FACE_ROTATE,FACE_ROTATE,1,0.227365,0.423150,4.977098,-7.7813,-7.7813,1.1000,13.35,,,,,,,
2026-09-06T16:29:51.402,182015.718000,29,FACE_ROTATE,FACE_ROTATE,1,0.224893,0.422042,4.978549,-7.7252,-7.7252,1.1000,17.61,,,,,,,
2026-09-06T16:29:51.507,182015.828000,31,FACE_ROTATE,FACE_ROTATE,1,0.220532,0.423741,4.991910,-7.7130,-7.7130,1.1000,17.61,,,,,,,
2026-09-06T16:29:51.611,182015.937000,33,FACE_ROTATE,FACE_ROTATE,1,0.216244,0.424975,4.988089,-7.6198,-7.6198,1.1000,17.61,,,,,,,
2026-09-06T16:29:51.765,182016.078000,34,FACE_ROTATE,FACE_ROTATE,1,0.211834,0.424428,4.999046,-7.6471,-7.6471,1.1000,17.61,,,,,,,
2026-09-06T16:29:51.961,182016.281000,36,FACE_SETTLE,FACE_SETTLE,1,0.146395,0.427088,4.967943,-8.8369,-8.8369,1.1000,14.02,ROT_RIGHT,face,-4.7666,-4.7666,1.9784,0.0000,0.0000
2026-09-06T16:29:52.130,182016.453000,38,FACE_SETTLE,FACE_SETTLE,1,0.012212,0.434455,4.951416,-9.7701,-9.7701,1.1000,14.02,ROT_RIGHT,face,-4.7666,-4.7666,1.9784,0.9033,0.9033
2026-09-06T16:29:52.326,182016.640000,40,FACE_SETTLE,FACE_SETTLE,1,0.062145,0.436588,4.986235,-9.4252,-9.4252,1.1000,14.02,ROT_RIGHT,face,-4.7666,-4.7666,1.9784,1.9718,1.9718
2026-09-06T16:29:52.498,182016.812000,42,FACE_SETTLE,FACE_SETTLE,1,0.069663,0.434007,4.962801,-9.1667,-9.1667,1.1000,10.40,ROT_RIGHT,face,-4.7666,-4.7666,1.9784,0.9310,1.9718
