t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-03T19:04:10.700,1,PRECHECK,PRECHECK,1,,1788429849923.020,,timestamp_domain.system_time,26983640.000,,1,26983640.000,26984359.000,719.000,719.000,26984359.000,719.000,0,0,,,,,,,
2026-09-03T19:04:10.901,2,PRECHECK,PRECHECK,29,28,1788429850858.588,935.568,timestamp_domain.system_time,26984531.000,891.000,1,26984531.000,26984562.000,31.000,31.000,26984562.000,31.000,1,1,pnp_visible_ransac,9,1.565,-8.2812,-0.137259,3.383393,-2.3231
2026-09-03T19:04:10.977,3,PRECHECK,PRECHECK,32,3,1788429850955.051,96.463,timestamp_domain.system_time,26984625.000,94.000,1,26984625.000,26984640.000,15.000,15.000,26984640.000,15.000,1,1,pnp_visible_ransac,9,1.496,-8.6960,-0.132276,3.389207,-2.2350
2026-09-03T19:04:11.045,4,PRECHECK,PRECHECK,33,1,1788429850988.732,33.681,timestamp_domain.system_time,26984687.000,62.000,1,26984687.000,26984703.000,16.000,16.000,26984703.000,16.000,1,1,pnp_visible_ransac,9,1.669,-8.5696,-0.131819,3.378595,-2.2343
2026-09-03T19:04:11.116,5,PRECHECK,PRECHECK,36,3,1788429851088.632,99.900,timestamp_domain.system_time,26984750.000,63.000,1,26984750.000,26984781.000,31.000,31.000,26984781.000,31.000,1,1,pnp_visible_ransac,9,1.423,-8.5337,-0.137335,3.390819,-2.3193
2026-09-03T19:04:11.178,6,PRECHECK,PRECHECK,38,2,1788429851155.076,66.444,timestamp_domain.system_time,26984828.000,78.000,1,26984828.000,26984843.000,15.000,15.000,26984843.000,15.000,1,1,pnp_visible_ransac,9,1.461,-8.1825,-0.136320,3.407261,-2.2911
2026-09-03T19:04:11.236,7,PRECHECK,PRECHECK,39,1,1788429851188.515,33.438,timestamp_domain.system_time,26984875.000,47.000,1,26984875.000,26984890.000,15.000,15.000,26984890.000,15.000,1,1,pnp_visible_ransac,9,1.521,-8.1597,-0.138910,3.406729,-2.3349
2026-09-03T19:04:11.298,8,PRECHECK,PRECHECK,41,2,1788429851255.316,66.802,timestamp_domain.system_time,26984937.000,62.000,1,26984937.000,26984953.000,16.000,16.000,26984953.000,16.000,1,1,pnp_visible_ransac,9,1.490,-8.6584,-0.134827,3.387453,-2.2793
2026-09-03T19:04:11.358,9,PRECHECK,PRECHECK,43,2,1788429851322.088,66.771,timestamp_domain.system_time,26985000.000,63.000,1,26985000.000,26985015.000,15.000,15.000,26985015.000,15.000,1,1,pnp_visible_ransac,9,1.523,-8.0418,-0.136999,3.385938,-2.3170
2026-09-03T19:04:11.415,10,PRECHECK,PRECHECK,45,2,1788429851388.813,66.725,timestamp_domain.system_time,26985062.000,62.000,1,26985062.000,26985078.000,16.000,16.000,26985078.000,16.000,1,1,pnp_visible_ransac,9,1.510,-7.6827,-0.138160,3.397322,-2.3288
2026-09-03T19:04:11.467,11,PRECHECK,PRECHECK,46,1,1788429851422.181,33.368,timestamp_domain.system_time,26985109.000,47.000,1,26985109.000,26985125.000,16.000,16.000,26985125.000,16.000,1,1,pnp_visible_ransac,9,1.619,-7.6802,-0.137481,3.368114,-2.3374
2026-09-03T19:04:11.518,12,PRECHECK,PRECHECK,48,2,1788429851488.753,66.572,timestamp_domain.system_time,26985156.000,47.000,1,26985156.000,26985171.000,15.000,15.000,26985171.000,15.000,1,1,pnp_visible_ransac,9,1.429,-8.5005,-0.133320,3.403833,-2.2430
2026-09-03T19:04:11.574,13,PRECHECK,PRECHECK,49,1,1788429851522.146,33.393,timestamp_domain.system_time,26985218.000,62.000,1,26985218.000,26985234.000,16.000,16.000,26985234.000,16.000,1,1,pnp_visible_ransac,9,1.545,-8.4260,-0.134356,3.401644,-2.2618
2026-09-03T19:04:11.630,14,PRECHECK,PRECHECK,51,2,1788429851588.858,66.711,timestamp_domain.system_time,26985281.000,63.000,1,26985281.000,26985281.000,0.000,0.000,26985296.000,15.000,1,1,pnp_visible_ransac,9,1.493,-8.1721,-0.137373,3.400264,-2.3135
2026-09-03T19:04:11.683,15,PRECHECK,PRECHECK,53,2,1788429851655.809,66.951,timestamp_domain.system_time,26985328.000,47.000,1,26985328.000,26985343.000,15.000,15.000,26985343.000,15.000,1,1,pnp_visible_ransac,9,1.441,-8.3522,-0.136328,3.402381,-2.2945
2026-09-03T19:04:11.836,16,PRECHECK,PRECHECK,56,3,1788429851756.225,100.416,timestamp_domain.system_time,26985468.000,140.000,1,26985468.000,26985500.000,32.000,32.000,26985500.000,32.000,1,1,pnp_visible_ransac,9,1.504,-9.2014,-0.133299,3.412996,-2.2366
2026-09-03T19:04:11.892,17,PRECHECK,PRECHECK,59,3,1788429851855.720,99.496,timestamp_domain.system_time,26985531.000,63.000,1,26985531.000,26985546.000,15.000,15.000,26985546.000,15.000,1,1,pnp_visible_ransac,9,1.451,-8.4005,-0.133673,3.391405,-2.2572
2026-09-03T19:04:11.942,18,PRECHECK,PRECHECK,61,2,1788429851922.481,66.761,timestamp_domain.system_time,26985593.000,62.000,1,26985593.000,26985593.000,0.000,0.000,26985609.000,16.000,1,1,pnp_visible_ransac,9,1.525,-9.0116,-0.132818,3.401375,-2.2362
2026-09-03T19:04:11.994,19,PRECHECK,PRECHECK,62,1,1788429851955.817,33.336,timestamp_domain.system_time,26985640.000,47.000,1,26985640.000,26985656.000,16.000,16.000,26985656.000,16.000,1,1,pnp_visible_ransac,9,1.412,-8.8374,-0.135591,3.386986,-2.2925
2026-09-03T19:04:12.044,20,PRECHECK,PRECHECK,64,2,1788429852022.506,66.689,timestamp_domain.system_time,26985687.000,47.000,1,26985687.000,26985703.000,16.000,16.000,26985703.000,16.000,1,1,pnp_visible_ransac,9,1.541,-8.4175,-0.138404,3.403064,-2.3290
2026-09-03T19:04:12.094,21,PRECHECK,PRECHECK,65,1,1788429852055.928,33.422,timestamp_domain.system_time,26985734.000,47.000,1,26985734.000,26985750.000,16.000,16.000,26985750.000,16.000,1,1,pnp_visible_ransac,9,1.414,-8.0020,-0.138030,3.386533,-2.3340
2026-09-03T19:04:12.144,22,PRECHECK,PRECHECK,67,2,1788429852122.617,66.689,timestamp_domain.system_time,26985796.000,62.000,1,26985796.000,26985796.000,0.000,0.000,26985796.000,0.000,1,1,pnp_visible_ransac,9,1.411,-8.5901,-0.136597,3.396727,-2.3029
2026-09-03T19:04:12.196,23,PRECHECK,PRECHECK,68,1,1788429852155.966,33.350,timestamp_domain.system_time,26985843.000,47.000,1,26985843.000,26985859.000,16.000,16.000,26985859.000,16.000,1,1,pnp_visible_ransac,9,1.422,-8.0650,-0.136356,3.383153,-2.3080
2026-09-03T19:04:12.246,24,PRECHECK,PRECHECK,70,2,1788429852222.663,66.697,timestamp_domain.system_time,26985890.000,47.000,1,26985890.000,26985906.000,16.000,16.000,26985906.000,16.000,1,1,pnp_visible_ransac,9,1.599,-8.3748,-0.137134,3.400406,-2.3094
2026-09-03T19:04:12.296,25,PRECHECK,PRECHECK,71,1,1788429852256.019,33.356,timestamp_domain.system_time,26985937.000,47.000,1,26985937.000,26985953.000,16.000,16.000,26985953.000,16.000,1,1,pnp_visible_ransac,9,1.458,-8.1245,-0.135716,3.379893,-2.2994
2026-09-03T19:04:12.346,26,PRECHECK,PRECHECK,73,2,1788429852322.913,66.894,timestamp_domain.system_time,26986000.000,63.000,1,26986000.000,26986000.000,0.000,0.000,26986000.000,0.000,1,1,pnp_visible_ransac,9,1.405,-8.3467,-0.135318,3.393094,-2.2838
2026-09-03T19:04:12.402,27,PRECHECK,PRECHECK,74,1,1788429852355.878,32.965,timestamp_domain.system_time,26986046.000,46.000,1,26986046.000,26986062.000,16.000,16.000,26986062.000,16.000,1,1,pnp_visible_ransac,9,1.440,-8.2964,-0.135583,3.382940,-2.2951
2026-09-03T19:04:12.461,28,PRECHECK,PRECHECK,76,2,1788429852422.668,66.790,timestamp_domain.system_time,26986109.000,63.000,1,26986109.000,26986125.000,16.000,16.000,26986125.000,16.000,1,1,pnp_visible_ransac,9,1.555,-8.8042,-0.135250,3.416336,-2.2671
2026-09-03T19:04:12.522,29,PRECHECK,PRECHECK,78,2,1788429852489.607,66.939,timestamp_domain.system_time,26986171.000,62.000,1,26986171.000,26986187.000,16.000,16.000,26986187.000,16.000,1,1,pnp_visible_ransac,9,1.419,-8.8084,-0.135148,3.411922,-2.2683
2026-09-03T19:04:12.584,30,PRECHECK,PRECHECK,80,2,1788429852556.317,66.710,timestamp_domain.system_time,26986218.000,47.000,1,26986218.000,26986250.000,32.000,32.000,26986250.000,32.000,1,1,pnp_visible_ransac,9,1.504,-7.8109,-0.141333,3.375964,-2.3973
2026-09-03T19:04:12.642,31,PRECHECK,PRECHECK,81,1,1788429852589.717,33.400,timestamp_domain.system_time,26986281.000,63.000,1,26986281.000,26986296.000,15.000,15.000,26986296.000,15.000,1,1,pnp_visible_ransac,9,1.513,-8.5712,-0.134243,3.383003,-2.2724
2026-09-03T19:04:12.698,32,PRECHECK,PRECHECK,83,2,1788429852656.484,66.767,timestamp_domain.system_time,26986343.000,62.000,1,26986343.000,26986359.000,16.000,16.000,26986359.000,16.000,1,1,pnp_visible_ransac,9,1.587,-8.1209,-0.136926,3.379198,-2.3204
2026-09-03T19:04:12.820,33,PRECHECK,PRECHECK,86,3,1788429852756.719,100.235,timestamp_domain.system_time,26986468.000,125.000,1,26986468.000,26986484.000,16.000,16.000,26986484.000,16.000,1,1,pnp_visible_ransac,9,1.531,-8.4966,-0.131965,3.412354,-2.2147
2026-09-03T19:04:12.871,34,PRECHECK,PRECHECK,88,2,1788429852822.968,66.249,timestamp_domain.system_time,26986515.000,47.000,1,26986515.000,26986531.000,16.000,16.000,26986531.000,16.000,1,1,pnp_visible_ransac,9,1.509,-8.5853,-0.138266,3.401655,-2.3276
2026-09-03T19:04:12.922,35,PRECHECK,PRECHECK,90,2,1788429852889.885,66.918,timestamp_domain.system_time,26986562.000,47.000,1,26986562.000,26986578.000,16.000,16.000,26986578.000,16.000,1,1,pnp_visible_ransac,9,1.443,-7.6871,-0.133144,3.390326,-2.2489
2026-09-03T19:04:12.980,36,PRECHECK,PRECHECK,91,1,1788429852923.241,33.355,timestamp_domain.system_time,26986625.000,63.000,1,26986625.000,26986640.000,15.000,15.000,26986640.000,15.000,1,1,pnp_visible_ransac,9,1.499,-7.9055,-0.139244,3.379700,-2.3593
2026-09-03T19:04:13.055,37,PRECHECK,PRECHECK,94,3,1788429853023.437,100.196,timestamp_domain.system_time,26986703.000,78.000,1,26986703.000,26986718.000,15.000,15.000,26986718.000,15.000,1,1,pnp_visible_ransac,9,1.468,-8.0535,-0.137025,3.406052,-2.3038
2026-09-03T19:04:13.152,38,PRECHECK,PRECHECK,97,3,1788429853123.427,99.990,timestamp_domain.system_time,26986796.000,93.000,1,26986796.000,26986812.000,16.000,16.000,26986812.000,16.000,1,1,pnp_visible_ransac,9,1.469,-8.1667,-0.139983,3.398790,-2.3585
2026-09-03T19:04:13.225,39,PRECHECK,PRECHECK,99,2,1788429853190.366,66.939,timestamp_domain.system_time,26986859.000,63.000,1,26986875.000,26986875.000,0.000,16.000,26986890.000,31.000,1,1,pnp_visible_ransac,9,1.484,-8.2045,-0.133038,3.396342,-2.2432
2026-09-03T19:04:13.309,40,PRECHECK,PRECHECK,101,2,1788429853256.744,66.378,timestamp_domain.system_time,26986953.000,94.000,1,26986953.000,26986968.000,15.000,15.000,26986968.000,15.000,1,1,pnp_visible_ransac,9,1.570,-8.2787,-0.140284,3.386741,-2.3719
2026-09-03T19:04:13.385,41,PRECHECK,PRECHECK,104,3,1788429853357.011,100.267,timestamp_domain.system_time,26987031.000,78.000,1,26987031.000,26987046.000,15.000,15.000,26987046.000,15.000,1,1,pnp_visible_ransac,9,1.497,-8.4641,-0.130167,3.397999,-2.1938
2026-09-03T19:04:13.461,42,PRECHECK,PRECHECK,106,2,1788429853423.663,66.652,timestamp_domain.system_time,26987093.000,62.000,1,26987109.000,26987125.000,16.000,32.000,26987125.000,32.000,1,1,pnp_visible_ransac,9,1.452,-7.9504,-0.135784,3.382156,-2.2990
2026-09-03T19:04:13.552,43,PRECHECK,PRECHECK,108,2,1788429853490.202,66.539,timestamp_domain.system_time,26987171.000,78.000,1,26987187.000,26987203.000,16.000,32.000,26987218.000,47.000,1,1,pnp_visible_ransac,9,1.433,-8.0180,-0.137616,3.380401,-2.3312
2026-09-03T19:04:13.633,44,PRECHECK,PRECHECK,111,3,1788429853590.352,100.151,timestamp_domain.system_time,26987265.000,94.000,1,26987265.000,26987296.000,31.000,31.000,26987296.000,31.000,1,1,pnp_visible_ransac,9,1.395,-8.4573,-0.133204,3.397439,-2.2453
2026-09-03T19:04:13.708,45,PRECHECK,PRECHECK,113,2,1788429853657.947,67.594,timestamp_domain.system_time,26987343.000,78.000,1,26987359.000,26987359.000,0.000,16.000,26987375.000,32.000,1,1,pnp_visible_ransac,9,1.472,-9.1395,-0.131710,3.405784,-2.2147
2026-09-03T19:04:13.860,46,PRECHECK,PRECHECK,117,4,1788429853792.167,134.221,timestamp_domain.system_time,26987500.000,157.000,1,26987500.000,26987515.000,15.000,15.000,26987515.000,15.000,1,1,pnp_visible_ransac,9,1.459,-9.0874,-0.132097,3.380681,-2.2376
2026-09-03T19:04:13.937,47,PRECHECK,PRECHECK,120,3,1788429853890.432,98.264,timestamp_domain.system_time,26987578.000,78.000,1,26987578.000,26987593.000,15.000,15.000,26987593.000,15.000,1,1,pnp_visible_ransac,9,1.418,-8.8297,-0.130338,3.396035,-2.1979
2026-09-03T19:04:14.021,48,PRECHECK,PRECHECK,122,2,1788429853957.198,66.767,timestamp_domain.system_time,26987656.000,78.000,1,26987656.000,26987671.000,15.000,15.000,26987687.000,31.000,1,1,pnp_visible_ransac,9,1.434,-7.9119,-0.135038,3.392401,-2.2795
2026-09-03T19:04:14.098,49,PRECHECK,PRECHECK,125,3,1788429854057.405,100.207,timestamp_domain.system_time,26987734.000,78.000,1,26987734.000,26987750.000,16.000,16.000,26987765.000,31.000,1,1,pnp_visible_ransac,9,1.597,-8.1404,-0.139263,3.398886,-2.3463
2026-09-03T19:04:14.174,50,PRECHECK,PRECHECK,127,2,1788429854124.143,66.738,timestamp_domain.system_time,26987812.000,78.000,1,26987812.000,26987828.000,16.000,16.000,26987828.000,16.000,1,1,pnp_visible_ransac,9,1.596,-8.2184,-0.141210,3.396272,-2.3809
2026-09-03T19:04:14.250,51,PRECHECK,PRECHECK,130,3,1788429854224.149,100.006,timestamp_domain.system_time,26987890.000,78.000,1,26987890.000,26987906.000,16.000,16.000,26987906.000,16.000,1,1,pnp_visible_ransac,9,1.424,-7.5821,-0.139122,3.376713,-2.3593
2026-09-03T19:04:14.327,52,PRECHECK,PRECHECK,132,2,1788429854290.922,66.773,timestamp_domain.system_time,26987968.000,78.000,1,26987968.000,26987984.000,16.000,16.000,26987984.000,16.000,1,1,pnp_visible_ransac,9,1.464,-8.0168,-0.136390,3.396107,-2.2998
2026-09-03T19:04:14.402,53,PRECHECK,PRECHECK,134,2,1788429854357.751,66.829,timestamp_domain.system_time,26988046.000,78.000,1,26988046.000,26988062.000,16.000,16.000,26988062.000,16.000,1,1,pnp_visible_ransac,9,1.412,-7.9933,-0.140102,3.395297,-2.3629
2026-09-03T19:04:14.482,54,PRECHECK,PRECHECK,136,2,1788429854424.183,66.432,timestamp_domain.system_time,26988125.000,79.000,1,26988125.000,26988140.000,15.000,15.000,26988140.000,15.000,1,1,pnp_visible_ransac,9,1.401,-8.0578,-0.138446,3.386155,-2.3413
2026-09-03T19:04:14.557,55,PRECHECK,PRECHECK,139,3,1788429854524.631,100.448,timestamp_domain.system_time,26988203.000,78.000,1,26988203.000,26988218.000,15.000,15.000,26988218.000,15.000,1,1,pnp_visible_ransac,9,1.515,-8.1208,-0.132171,3.382152,-2.2379
2026-09-03T19:04:14.639,56,PRECHECK,PRECHECK,141,2,1788429854590.824,66.193,timestamp_domain.system_time,26988265.000,62.000,1,26988281.000,26988296.000,15.000,31.000,26988296.000,31.000,1,1,pnp_visible_ransac,9,1.434,-8.2131,-0.135991,3.401677,-2.2893
2026-09-03T19:04:14.713,57,PRECHECK,PRECHECK,143,2,1788429854658.342,67.518,timestamp_domain.system_time,26988359.000,94.000,1,26988359.000,26988375.000,16.000,16.000,26988375.000,16.000,1,1,pnp_visible_ransac,9,1.554,-9.4176,-0.131751,3.405836,-2.2153
2026-09-03T19:04:14.789,58,PRECHECK,PRECHECK,144,1,1788429854690.756,32.415,timestamp_domain.system_time,26988421.000,62.000,1,26988437.000,26988453.000,16.000,32.000,26988453.000,32.000,1,1,pnp_visible_ransac,9,1.491,-8.0221,-0.135913,3.380391,-2.3024
2026-09-03T19:04:14.865,59,PRECHECK,PRECHECK,148,4,1788429854824.750,133.994,timestamp_domain.system_time,26988500.000,79.000,1,26988500.000,26988515.000,15.000,15.000,26988531.000,31.000,1,1,pnp_visible_ransac,9,1.473,-7.7299,-0.136203,3.382340,-2.3060
2026-09-03T19:04:14.941,60,PRECHECK,PRECHECK,150,2,1788429854891.260,66.510,timestamp_domain.system_time,26988578.000,78.000,1,26988578.000,26988593.000,15.000,15.000,26988593.000,15.000,1,1,pnp_visible_ransac,9,1.389,-7.9230,-0.137569,3.369798,-2.3378
2026-09-03T19:04:15.033,61,PRECHECK,PRECHECK,153,3,1788429854991.403,100.142,timestamp_domain.system_time,26988656.000,78.000,1,26988671.000,26988687.000,16.000,31.000,26988687.000,31.000,1,1,pnp_visible_ransac,9,1.531,-8.2093,-0.137066,3.381961,-2.3208
2026-09-03T19:04:15.108,62,PRECHECK,PRECHECK,155,2,1788429855057.736,66.333,timestamp_domain.system_time,26988750.000,94.000,1,26988750.000,26988765.000,15.000,15.000,26988765.000,15.000,1,1,pnp_visible_ransac,9,1.406,-8.1020,-0.132927,3.406028,-2.2350
