t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-06T16:24:01.644,181665.968000,1,PRECHECK,PRECHECK,1,0.415959,0.403930,5.187838,-6.2993,-6.2993,1.1000,1.70,,,,,,,
2026-09-06T16:24:01.787,181666.109000,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.417199,0.416692,5.295035,-5.5348,-5.5348,1.1000,1.24,,,,,,,
2026-09-06T16:24:01.908,181666.234000,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.417302,0.416231,5.280391,-5.4966,-5.4966,1.1000,1.24,,,,,,,
2026-09-06T16:24:02.030,181666.359000,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.417689,0.416203,5.280235,-5.7214,-5.7214,1.1000,1.24,,,,,,,
2026-09-06T16:24:02.191,181666.515000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.417426,0.416023,5.277786,-5.6735,-5.6735,1.1000,1.24,,,,,,,
2026-09-06T16:24:02.332,181666.656000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.417426,0.416023,5.277786,-5.6735,-5.6735,1.1000,16.72,,,,,,,
2026-09-06T16:24:02.460,181666.781000,14,FACE_ROTATE,FACE_ROTATE,1,0.417510,0.415375,5.268854,-5.7421,-5.7421,1.1000,16.72,,,,,,,
2026-09-06T16:24:02.562,181666.890000,16,FACE_ROTATE,FACE_ROTATE,1,0.416504,0.415011,5.265025,-5.6980,-5.6980,1.1000,16.72,,,,,,,
2026-09-06T16:24:02.683,181667.000000,18,FACE_ROTATE,FACE_ROTATE,1,0.414415,0.413941,5.251389,-5.4598,-5.4598,1.1000,16.72,,,,,,,
2026-09-06T16:24:02.792,181667.109000,20,FACE_ROTATE,FACE_ROTATE,1,0.415845,0.414836,5.262714,-5.4251,-5.4251,1.1000,16.72,,,,,,,
2026-09-06T16:24:02.899,181667.218000,22,FACE_ROTATE,FACE_ROTATE,1,0.417231,0.415023,5.265350,-5.5535,-5.5535,1.1000,17.64,,,,,,,
2026-09-06T16:24:03.003,181667.328000,24,FACE_ROTATE,FACE_ROTATE,1,0.416470,0.414454,5.257692,-5.4517,-5.4517,1.1000,17.64,,,,,,,
2026-09-06T16:24:03.121,181667.437000,26,FACE_ROTATE,FACE_ROTATE,1,0.415151,0.414022,5.252036,-5.4964,-5.4964,1.1000,17.64,,,,,,,
