t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-03T19:24:20.240,1,PRECHECK,PRECHECK,1,,1788431059330.378,,timestamp_domain.system_time,28193046.000,,1,28193046.000,28193906.000,860.000,860.000,28193906.000,860.000,0,0,,,,,,,
2026-09-03T19:24:20.384,2,SEARCH_SWEEP,SEARCH_SWEEP,31,30,1788431060328.447,998.069,timestamp_domain.system_time,28194015.000,969.000,1,28194015.000,28194046.000,31.000,31.000,28194046.000,31.000,1,1,pnp_visible_ransac,9,2.043,-83.6175,0.579737,5.185098,6.3796
2026-09-03T19:24:20.463,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,33,2,1788431060395.455,67.008,timestamp_domain.system_time,28194078.000,63.000,1,28194078.000,28194109.000,31.000,31.000,28194125.000,47.000,1,1,pnp_visible_ransac,9,1.553,-87.0489,0.548496,4.895424,6.3929
2026-09-03T19:24:20.534,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,3,1788431060495.017,99.562,timestamp_domain.system_time,28194156.000,78.000,1,28194156.000,28194187.000,31.000,31.000,28194187.000,31.000,1,1,pnp_visible_ransac,9,2.167,-82.9278,0.562347,5.210308,6.1601
2026-09-03T19:24:20.618,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,2,1788431060561.969,66.952,timestamp_domain.system_time,28194250.000,94.000,1,28194250.000,28194281.000,31.000,31.000,28194281.000,31.000,1,1,pnp_visible_ransac,7,2.719,-51.4495,0.446468,6.663074,3.8335
2026-09-03T19:24:20.685,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,40,2,1788431060628.456,66.487,timestamp_domain.system_time,28194312.000,62.000,1,28194312.000,28194343.000,31.000,31.000,28194343.000,31.000,1,1,pnp_visible_ransac,9,2.003,-85.6087,0.578764,4.979362,6.6299
2026-09-03T19:24:20.751,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,43,3,1788431060728.302,99.847,timestamp_domain.system_time,28194375.000,63.000,1,28194375.000,28194406.000,31.000,31.000,28194406.000,31.000,1,1,pnp_visible_ransac,9,1.261,-87.6771,0.549144,4.970498,6.3045
2026-09-03T19:24:20.828,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,45,2,1788431060795.677,67.374,timestamp_domain.system_time,28194468.000,93.000,1,28194468.000,28194484.000,16.000,16.000,28194484.000,16.000,1,1,pnp_visible_ransac,9,3.546,-74.7479,0.583213,5.763140,5.7785
2026-09-03T19:24:20.901,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,47,2,1788431060861.993,66.316,timestamp_domain.system_time,28194531.000,63.000,1,28194531.000,28194546.000,15.000,15.000,28194562.000,31.000,1,1,pnp_visible_ransac,9,3.672,-60.2055,0.515249,6.395463,4.6061
2026-09-03T19:24:20.956,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,49,2,1788431060928.781,66.788,timestamp_domain.system_time,28194593.000,62.000,1,28194593.000,28194609.000,16.000,16.000,28194609.000,16.000,1,1,pnp_visible_ransac,9,2.293,-27.4767,0.259839,6.098585,2.4397
2026-09-03T19:24:21.034,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,51,2,1788431060995.742,66.960,timestamp_domain.system_time,28194656.000,63.000,1,28194656.000,28194671.000,15.000,15.000,28194687.000,31.000,1,1,pnp_visible_ransac,8,4.024,-54.4885,0.524256,6.650144,4.5075
2026-09-03T19:24:21.101,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,53,2,1788431061062.376,66.635,timestamp_domain.system_time,28194734.000,78.000,1,28194734.000,28194750.000,16.000,16.000,28194765.000,31.000,1,1,pnp_visible_ransac,8,4.846,-49.8715,0.499039,6.412737,4.4498
2026-09-03T19:24:21.242,13,ACQUIRE_VERIFY,ACQUIRE_VERIFY,56,3,1788431061163.031,100.655,timestamp_domain.system_time,28194859.000,125.000,1,28194859.000,28194906.000,47.000,47.000,28194906.000,47.000,1,1,pnp_visible_ransac,9,2.789,-76.5176,0.569937,5.537112,5.8768
2026-09-03T19:24:21.322,14,ACQUIRE_VERIFY,ACQUIRE_VERIFY,59,3,1788431061262.528,99.496,timestamp_domain.system_time,28194953.000,94.000,1,28194953.000,28194984.000,31.000,31.000,28194984.000,31.000,1,1,pnp_visible_ransac,8,4.190,-81.2776,0.526209,5.563859,5.4027
2026-09-03T19:24:21.386,15,ACQUIRE_VERIFY,ACQUIRE_VERIFY,62,3,1788431061362.464,99.937,timestamp_domain.system_time,28195015.000,62.000,1,28195015.000,28195046.000,31.000,31.000,28195046.000,31.000,1,1,pnp_visible_ransac,9,1.649,-83.6959,0.558487,5.231761,6.0932
2026-09-03T19:24:21.453,16,ACQUIRE_VERIFY,ACQUIRE_VERIFY,64,2,1788431061429.377,66.913,timestamp_domain.system_time,28195078.000,63.000,1,28195078.000,28195109.000,31.000,31.000,28195109.000,31.000,1,1,pnp_visible_ransac,7,1.746,-72.6522,0.536633,6.165981,4.9740
2026-09-03T19:24:21.520,17,ACQUIRE_VERIFY,ACQUIRE_VERIFY,65,1,1788431061462.455,33.078,timestamp_domain.system_time,28195156.000,78.000,1,28195156.000,28195171.000,15.000,15.000,28195171.000,15.000,1,1,pnp_visible_ransac,9,1.980,-1.1606,-0.011952,3.954324,-0.1732
2026-09-03T19:24:21.590,18,ACQUIRE_VERIFY,ACQUIRE_VERIFY,67,2,1788431061529.385,66.930,timestamp_domain.system_time,28195218.000,62.000,1,28195218.000,28195250.000,32.000,32.000,28195250.000,32.000,1,1,pnp_visible_ransac,9,2.135,-85.1934,0.571171,5.065771,6.4330
2026-09-03T19:24:21.656,19,ACQUIRE_VERIFY,ACQUIRE_VERIFY,69,2,1788431061595.915,66.530,timestamp_domain.system_time,28195281.000,63.000,1,28195281.000,28195312.000,31.000,31.000,28195312.000,31.000,1,1,pnp_visible_ransac,9,2.494,-23.1674,0.238036,5.793660,2.3527
2026-09-03T19:24:21.727,20,ACQUIRE_VERIFY,ACQUIRE_VERIFY,71,2,1788431061662.511,66.596,timestamp_domain.system_time,28195359.000,78.000,1,28195359.000,28195390.000,31.000,31.000,28195390.000,31.000,1,1,pnp_visible_ransac,9,2.042,-6.1873,0.074709,4.547808,0.9411
2026-09-03T19:24:21.788,21,ACQUIRE_VERIFY,ACQUIRE_VERIFY,73,2,1788431061729.262,66.751,timestamp_domain.system_time,28195421.000,62.000,1,28195421.000,28195453.000,32.000,32.000,28195453.000,32.000,1,1,pnp_visible_ransac,9,2.887,-9.5297,0.106018,4.765382,1.2745
2026-09-03T19:24:21.853,22,ACQUIRE_VERIFY,ACQUIRE_VERIFY,75,2,1788431061795.926,66.664,timestamp_domain.system_time,28195484.000,63.000,1,28195484.000,28195515.000,31.000,31.000,28195515.000,31.000,1,1,pnp_visible_ransac,9,1.011,-84.9593,0.556305,5.011478,6.3343
2026-09-03T19:24:21.920,23,ACQUIRE_VERIFY,ACQUIRE_VERIFY,77,2,1788431061862.918,66.992,timestamp_domain.system_time,28195546.000,62.000,1,28195546.000,28195578.000,32.000,32.000,28195578.000,32.000,1,1,pnp_visible_ransac,9,2.851,-75.9003,0.563475,5.626693,5.7187
2026-09-03T19:24:21.988,24,ACQUIRE_VERIFY,ACQUIRE_VERIFY,79,2,1788431061929.595,66.677,timestamp_domain.system_time,28195625.000,79.000,1,28195625.000,28195640.000,15.000,15.000,28195640.000,15.000,1,1,pnp_visible_ransac,9,1.004,-90.6871,0.559387,4.755599,6.7087
2026-09-03T19:24:22.054,25,ACQUIRE_VERIFY,ACQUIRE_VERIFY,81,2,1788431061996.239,66.644,timestamp_domain.system_time,28195687.000,62.000,1,28195687.000,28195718.000,31.000,31.000,28195718.000,31.000,1,1,pnp_visible_ransac,9,1.990,-7.3954,0.074087,4.594499,0.9238
2026-09-03T19:24:22.121,26,ACQUIRE_VERIFY,ACQUIRE_VERIFY,83,2,1788431062062.815,66.576,timestamp_domain.system_time,28195750.000,63.000,1,28195750.000,28195781.000,31.000,31.000,28195781.000,31.000,1,1,pnp_visible_ransac,9,1.226,-89.3253,0.556222,4.751953,6.6762
2026-09-03T19:24:22.239,27,ACQUIRE_VERIFY,ACQUIRE_VERIFY,84,1,1788431062096.280,33.465,timestamp_domain.system_time,28195859.000,109.000,1,28195859.000,28195890.000,31.000,31.000,28195890.000,31.000,1,1,pnp_visible_ransac,9,4.057,-40.2819,0.401137,6.575592,3.4909
2026-09-03T19:24:22.306,28,ACQUIRE_VERIFY,ACQUIRE_VERIFY,89,5,1788431062262.957,166.677,timestamp_domain.system_time,28195937.000,78.000,1,28195937.000,28195968.000,31.000,31.000,28195968.000,31.000,1,1,pnp_visible_ransac,9,4.616,-21.5898,0.249947,5.579587,2.5649
2026-09-03T19:24:22.373,29,ACQUIRE_VERIFY,ACQUIRE_VERIFY,91,2,1788431062329.849,66.892,timestamp_domain.system_time,28196000.000,63.000,1,28196000.000,28196031.000,31.000,31.000,28196031.000,31.000,1,1,pnp_visible_ransac,9,1.517,-4.7039,0.038997,4.354906,0.5131
2026-09-03T19:24:22.439,30,ACQUIRE_VERIFY,ACQUIRE_VERIFY,93,2,1788431062396.456,66.606,timestamp_domain.system_time,28196062.000,62.000,1,28196062.000,28196093.000,31.000,31.000,28196093.000,31.000,1,1,pnp_visible_ransac,9,2.847,-80.9493,0.567069,5.385703,6.0106
2026-09-03T19:24:22.507,31,ACQUIRE_VERIFY,ACQUIRE_VERIFY,95,2,1788431062463.287,66.832,timestamp_domain.system_time,28196140.000,78.000,1,28196140.000,28196171.000,31.000,31.000,28196171.000,31.000,1,1,pnp_visible_ransac,8,5.053,-17.2488,0.209162,5.359582,2.2349
2026-09-03T19:24:22.573,32,ACQUIRE_VERIFY,ACQUIRE_VERIFY,97,2,1788431062530.122,66.834,timestamp_domain.system_time,28196203.000,63.000,1,28196203.000,28196234.000,31.000,31.000,28196234.000,31.000,1,1,pnp_visible_ransac,9,1.406,-2.3194,0.008211,4.075903,0.1154
2026-09-03T19:24:22.640,33,ACQUIRE_VERIFY,ACQUIRE_VERIFY,99,2,1788431062596.519,66.397,timestamp_domain.system_time,28196265.000,62.000,1,28196265.000,28196296.000,31.000,31.000,28196296.000,31.000,1,1,pnp_visible_ransac,9,3.497,-38.1359,0.379365,6.414455,3.3847
2026-09-03T19:24:22.723,34,ACQUIRE_VERIFY,ACQUIRE_VERIFY,102,3,1788431062696.578,100.059,timestamp_domain.system_time,28196343.000,78.000,1,28196343.000,28196375.000,32.000,32.000,28196375.000,32.000,1,1,pnp_visible_ransac,9,1.250,-89.9457,0.541273,4.811031,6.4192
2026-09-03T19:24:22.791,35,ACQUIRE_VERIFY,ACQUIRE_VERIFY,104,2,1788431062763.557,66.979,timestamp_domain.system_time,28196421.000,78.000,1,28196421.000,28196453.000,32.000,32.000,28196453.000,32.000,1,1,pnp_visible_ransac,9,1.359,-89.2288,0.549386,4.839452,6.4766
2026-09-03T19:24:22.876,36,ACQUIRE_VERIFY,ACQUIRE_VERIFY,105,1,1788431062796.411,32.854,timestamp_domain.system_time,28196484.000,63.000,1,28196500.000,28196531.000,31.000,47.000,28196531.000,47.000,1,1,pnp_visible_ransac,9,3.314,-84.2594,0.578750,5.107920,6.4643
