t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-06T15:53:53.768,179858.109000,1,PRECHECK,PRECHECK,1,0.219579,0.387474,3.583378,-8.9324,-8.9324,1.1000,1.93,,,,,,,
2026-09-06T15:53:53.877,179858.218000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,0.227697,0.398231,3.633104,-8.4108,-8.4108,1.1000,1.30,,,,,,,
2026-09-06T15:53:53.982,179858.328000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.228920,0.398306,3.625790,-8.5413,-8.5413,1.1000,1.30,,,,,,,
2026-09-06T15:53:54.130,179858.468000,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.229658,0.398429,3.626928,-8.5372,-8.5372,1.1000,1.30,,,,,,,
2026-09-06T15:53:54.286,179858.625000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.229826,0.399853,3.631438,-8.5116,-8.5116,1.1000,1.30,,,,,,,
2026-09-06T15:53:54.394,179858.734000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.228138,0.399379,3.626997,-8.2462,-8.2462,1.1000,15.01,,,,,,,
2026-09-06T15:53:54.526,179858.875000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.229615,0.400324,3.631276,-8.3078,-8.3078,1.1000,15.01,,,,,,,
2026-09-06T15:53:54.653,179859.000000,14,FACE_ROTATE,FACE_ROTATE,1,0.227642,0.400467,3.637121,-8.1806,-8.1806,1.1000,15.01,,,,,,,
2026-09-06T15:53:54.769,179859.109000,16,FACE_ROTATE,FACE_ROTATE,1,0.228961,0.399710,3.628983,-8.2734,-8.2734,1.1000,15.01,,,,,,,
2026-09-06T15:53:54.876,179859.218000,18,FACE_ROTATE,FACE_ROTATE,1,0.228961,0.399710,3.628983,-8.2734,-8.2734,1.1000,15.01,,,,,,,
2026-09-06T15:53:54.989,179859.328000,20,FACE_ROTATE,FACE_ROTATE,1,0.228195,0.400342,3.630603,-8.0815,-8.0815,1.1000,17.09,,,,,,,
2026-09-06T15:53:55.127,179859.468000,22,FACE_ROTATE,FACE_ROTATE,1,0.229065,0.400817,3.634820,-8.1828,-8.1828,1.1000,17.09,,,,,,,
2026-09-06T15:53:55.241,179859.578000,24,FACE_ROTATE,FACE_ROTATE,1,0.229693,0.400995,3.636597,-8.2159,-8.2159,1.1000,17.09,,,,,,,
2026-09-06T15:53:55.348,179859.687000,26,FACE_ROTATE,FACE_ROTATE,1,0.229033,0.400578,3.632858,-8.2131,-8.2131,1.1000,17.09,,,,,,,
2026-09-06T15:53:55.458,179859.796000,28,FACE_ROTATE,FACE_ROTATE,1,0.227510,0.401806,3.635771,-8.1456,-8.1456,1.1000,16.77,,,,,,,
