t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-04T10:42:15.161,1673.875000,1,PRECHECK,PRECHECK,0,,,,,,,1.64,,,,,,,
2026-09-04T10:42:15.319,1674.031000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,0.261323,0.250442,4.777174,-11.7188,-11.7188,1.0000,0.91,,,,,,,
2026-09-04T10:42:15.461,1674.171000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.249046,0.248481,4.703055,-10.7043,-10.7043,1.0000,0.91,,,,,,,
2026-09-04T10:42:15.605,1674.312000,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.251011,0.249364,4.717480,-10.9755,-10.9755,1.0000,0.91,,,,,,,
2026-09-04T10:42:15.744,1674.453000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.250108,0.249730,4.718351,-11.0811,-11.0811,1.0000,0.91,,,,,,,
2026-09-04T10:42:15.880,1674.593000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.248460,0.249171,4.705584,-11.0977,-11.0977,1.0000,14.25,,,,,,,
2026-09-04T10:42:16.013,1674.718000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.245761,0.248246,4.687713,-10.6291,-10.6291,1.0000,14.25,,,,,,,
2026-09-04T10:42:16.152,1674.859000,14,FACE_ROTATE,FACE_ROTATE,1,0.249885,0.249661,4.714664,-11.1724,-11.1724,1.0000,14.25,,,,,,,
2026-09-04T10:42:16.287,1675.000000,16,FACE_ROTATE,FACE_ROTATE,1,0.249385,0.249364,4.708827,-10.9040,-10.9040,1.0000,14.25,,,,,,,
2026-09-04T10:42:16.416,1675.125000,18,FACE_ROTATE,FACE_ROTATE,1,0.246262,0.248746,4.697488,-10.6527,-10.6527,1.0000,14.93,,,,,,,
