t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-04T19:07:02.608,18649.312000,1,PRECHECK,PRECHECK,0,,,,,,,1.93,,,,,,,
2026-09-04T19:07:02.809,18649.515000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,-0.216820,0.382937,6.021969,27.3614,27.3614,1.1000,0.91,,,,,,,
2026-09-04T19:07:02.955,18649.656000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.367907,0.399385,6.227674,-34.9733,-34.9733,1.1000,0.91,,,,,,,
2026-09-04T19:07:03.111,18649.812000,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.282626,0.390158,6.154166,36.7632,36.7632,1.1000,0.91,,,,,,,
2026-09-04T19:07:03.240,18649.937000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.119216,0.360735,5.207127,-12.1456,-12.1456,1.1000,0.91,,,,,,,
2026-09-04T19:07:03.384,18650.078000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.202355,0.382625,5.730954,-17.5025,-17.5025,1.1000,13.87,,,,,,,
2026-09-04T19:07:03.528,18650.234000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.143717,0.370940,5.458364,-13.0713,-13.0713,1.1000,13.87,,,,,,,
2026-09-04T19:07:03.676,18650.375000,14,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.299563,0.396253,6.044532,-26.8197,-26.8197,1.1000,13.87,,,,,,,
2026-09-04T19:07:03.814,18650.515000,16,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.131497,0.364788,5.343113,-11.9208,-11.9208,1.1000,13.87,,,,,,,
2026-09-04T19:07:03.950,18650.656000,18,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.175128,0.377305,5.605811,-15.3792,-15.3792,1.1000,14.24,,,,,,,
2026-09-04T19:07:04.081,18650.781000,20,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.108333,0.356192,5.193253,-9.8162,-9.8162,1.1000,14.24,,,,,,,
2026-09-04T19:07:04.225,18650.921000,22,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.200201,0.378357,5.946963,25.7530,25.7530,1.1000,14.24,,,,,,,
2026-09-04T19:07:04.359,18651.062000,24,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.223333,0.385887,5.798125,-19.0354,-19.0354,1.1000,14.24,,,,,,,
2026-09-04T19:07:04.488,18651.187000,26,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.070360,0.352035,5.080099,-8.8470,-8.8470,1.1000,14.64,,,,,,,
2026-09-04T19:07:04.615,18651.312000,27,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.255981,0.400862,6.017625,-22.8498,-22.8498,1.1000,14.64,,,,,,,
2026-09-04T19:07:04.759,18651.453000,29,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.151396,0.357624,5.615465,20.4783,20.4783,1.1000,14.64,,,,,,,
2026-09-04T19:07:04.895,18651.593000,31,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.284575,0.407745,6.129399,-24.9651,-24.9651,1.1000,14.64,,,,,,,
2026-09-04T19:07:05.068,18651.765000,33,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.108662,0.364945,5.282103,-11.1443,-11.1443,1.1000,12.28,,,,,,,
2026-09-04T19:07:05.221,18651.921000,35,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.053390,0.323531,5.044570,7.7346,7.7346,1.1000,12.28,,,,,,,
2026-09-04T19:07:05.410,18652.109000,37,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.174265,0.383627,5.681253,-15.4277,-15.4277,1.1000,12.28,,,,,,,
2026-09-04T19:07:05.609,18652.312000,39,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.179880,0.364674,5.726924,21.8755,21.8755,1.1000,11.03,,,,,,,
2026-09-04T19:07:05.765,18652.468000,41,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.198806,0.383824,5.711146,-17.1860,-17.1860,1.1000,11.03,,,,,,,
2026-09-04T19:07:05.871,18652.578000,42,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.338672,0.406923,6.188388,-29.7145,-29.7145,1.1000,11.03,,,,,,,
2026-09-04T19:07:06.033,18652.734000,44,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.264608,0.403791,6.087919,-22.2140,-22.2140,1.1000,11.03,,,,,,,
2026-09-04T19:07:06.191,18652.890000,46,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.419860,0.413661,6.418998,-41.8130,-41.8130,1.1000,12.07,,,,,,,
2026-09-04T19:07:06.358,18653.062000,48,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.416398,0.406118,6.321491,-39.3781,-39.3781,1.1000,12.07,,,,,,,
2026-09-04T19:07:06.519,18653.218000,50,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.284749,0.404942,6.135771,-25.1906,-25.1906,1.1000,12.07,,,,,,,
2026-09-04T19:07:06.703,18653.406000,52,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.073821,0.353248,5.088353,-7.9871,-7.9871,1.1000,11.93,,,,,,,
2026-09-04T19:07:06.858,18653.562000,54,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.222418,0.400048,5.989647,-19.0192,-19.0192,1.1000,11.93,,,,,,,
2026-09-04T19:07:07.041,18653.734000,56,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.205612,0.390173,5.799304,-17.9378,-17.9378,1.1000,11.93,,,,,,,
2026-09-04T19:07:07.206,18653.906000,58,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.136207,0.375980,5.524086,-12.5402,-12.5402,1.1000,11.75,,,,,,,
2026-09-04T19:07:07.363,18654.062000,60,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.051207,0.326759,5.068974,6.5383,6.5383,1.1000,11.75,,,,,,,
2026-09-04T19:07:07.516,18654.218000,62,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.073615,0.347008,4.998839,-7.8551,-7.8551,1.1000,11.75,,,,,,,
2026-09-04T19:07:07.690,18654.390000,64,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.123007,0.366537,5.362046,-10.8413,-10.8413,1.1000,11.75,,,,,,,
2026-09-04T19:07:07.848,18654.546000,66,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.070534,0.351828,5.083929,-8.1519,-8.1519,1.1000,12.47,,,,,,,
2026-09-04T19:07:08.010,18654.703000,68,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.089081,0.362418,5.261264,-10.8866,-10.8866,1.1000,12.47,,,,,,,
2026-09-04T19:07:08.166,18654.859000,70,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.345600,0.413995,6.317963,-31.9914,-31.9914,1.1000,12.47,,,,,,,
2026-09-04T19:07:08.330,18655.031000,72,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.289812,0.401112,6.049303,-25.1267,-25.1267,1.1000,12.52,,,,,,,
2026-09-04T19:07:08.489,18655.187000,74,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.256471,0.389075,6.161359,31.1910,31.1910,1.1000,12.52,,,,,,,
2026-09-04T19:07:08.618,18655.312000,75,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.265874,0.388169,6.169703,33.2786,33.2786,1.1000,12.52,,,,,,,
2026-09-04T19:07:08.768,18655.468000,77,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.314636,0.404512,6.124918,-27.5263,-27.5263,1.1000,12.52,,,,,,,
2026-09-04T19:07:08.933,18655.640000,79,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.225413,0.383414,6.068166,28.0850,28.0850,1.1000,11.27,,,,,,,
2026-09-04T19:07:09.092,18655.796000,81,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.259723,0.401346,6.058023,-22.1272,-22.1272,1.1000,11.27,,,,,,,
2026-09-04T19:07:09.238,18655.937000,83,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.160186,0.375991,5.552416,-13.6446,-13.6446,1.1000,11.27,,,,,,,
2026-09-04T19:07:09.401,18656.093000,85,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.266727,0.396284,6.020108,-22.6856,-22.6856,1.1000,12.76,,,,,,,
2026-09-04T19:07:09.619,18656.312000,87,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.130602,0.366766,5.367455,-12.7047,-12.7047,1.1000,12.76,,,,,,,
2026-09-04T19:07:09.786,18656.484000,89,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.106017,0.362909,5.339252,-8.4611,-8.4611,1.1000,12.76,,,,,,,
