t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-04T14:30:00.229,1,PRECHECK,PRECHECK,1,,1788499799455.377,,timestamp_domain.system_time,2026171.000,,1,2026171.000,2026921.000,750.000,750.000,2026921.000,750.000,0,0,,,,,,,
2026-09-04T14:30:00.338,2,SEARCH_SWEEP,SEARCH_SWEEP,22,21,1788499800156.190,700.813,timestamp_domain.system_time,2027000.000,829.000,1,2027015.000,2027031.000,16.000,31.000,2027031.000,31.000,1,1,pnp_visible_ransac,9,2.178,-79.3751,1.010336,4.161573,13.6461
2026-09-04T14:30:00.405,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,28,6,1788499800355.190,199.000,timestamp_domain.system_time,2027078.000,78.000,1,2027078.000,2027109.000,31.000,31.000,2027109.000,31.000,1,1,pnp_visible_ransac,9,1.068,-76.4333,1.019881,4.112321,13.9287
2026-09-04T14:30:00.472,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,30,2,1788499800422.014,66.824,timestamp_domain.system_time,2027140.000,62.000,1,2027140.000,2027171.000,31.000,31.000,2027171.000,31.000,1,1,pnp_visible_ransac,9,1.068,-76.2144,1.018361,4.103645,13.9370
2026-09-04T14:30:00.523,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,32,2,1788499800488.608,66.594,timestamp_domain.system_time,2027203.000,63.000,1,2027203.000,2027218.000,15.000,15.000,2027218.000,15.000,1,1,pnp_visible_ransac,9,1.217,-75.9798,1.017167,4.096461,13.9447
2026-09-04T14:30:00.600,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,34,2,1788499800555.292,66.684,timestamp_domain.system_time,2027265.000,62.000,1,2027265.000,2027296.000,31.000,31.000,2027296.000,31.000,1,1,pnp_visible_ransac,9,1.409,-75.8333,1.017253,4.110348,13.9006
2026-09-04T14:30:00.672,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,36,2,1788499800622.530,67.238,timestamp_domain.system_time,2027343.000,78.000,1,2027343.000,2027375.000,32.000,32.000,2027375.000,32.000,1,1,pnp_visible_ransac,9,1.267,-76.4472,1.015880,4.099553,13.9177
2026-09-04T14:30:00.737,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,2,1788499800688.885,66.355,timestamp_domain.system_time,2027406.000,63.000,1,2027406.000,2027437.000,31.000,31.000,2027437.000,31.000,1,1,pnp_visible_ransac,9,1.158,-76.5618,1.014578,4.087189,13.9410
2026-09-04T14:30:00.798,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,40,2,1788499800755.677,66.792,timestamp_domain.system_time,2027468.000,62.000,1,2027468.000,2027500.000,32.000,32.000,2027500.000,32.000,1,1,pnp_visible_ransac,9,1.181,-76.7371,1.013274,4.074230,13.9663
2026-09-04T14:30:00.859,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,2,1788499800822.459,66.782,timestamp_domain.system_time,2027531.000,63.000,1,2027531.000,2027562.000,31.000,31.000,2027562.000,31.000,1,1,pnp_visible_ransac,9,1.319,-76.4318,1.013446,4.072756,13.9734
