t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-04T10:25:07.072,1,PRECHECK,PRECHECK,1,,1788485106098.337,,timestamp_domain.system_time,644781.000,,1,644781.000,645734.000,953.000,953.000,645734.000,953.000,0,0,,,,,,,
2026-09-04T10:25:07.285,2,SEARCH_SWEEP,SEARCH_SWEEP,35,34,1788485107233.034,1134.697,timestamp_domain.system_time,645906.000,1125.000,1,645906.000,645937.000,31.000,31.000,645937.000,31.000,1,1,pnp_visible_ransac,9,1.507,-20.8177,-0.564812,3.950844,-8.1359
2026-09-04T10:25:07.416,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,39,4,1788485107365.879,132.845,timestamp_domain.system_time,646046.000,140.000,1,646046.000,646078.000,32.000,32.000,646078.000,32.000,1,1,pnp_visible_ransac,9,1.472,-20.8339,-0.563183,3.929584,-8.1560
2026-09-04T10:25:07.580,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,40,1,1788485107399.627,33.748,timestamp_domain.system_time,646171.000,125.000,1,646171.000,646218.000,47.000,47.000,646234.000,63.000,1,1,pnp_visible_ransac,9,1.266,-20.4235,-0.562402,3.918939,-8.1667
2026-09-04T10:25:07.711,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,47,7,1788485107632.294,232.667,timestamp_domain.system_time,646328.000,157.000,1,646328.000,646359.000,31.000,31.000,646375.000,47.000,1,1,pnp_visible_ransac,9,1.251,-20.0356,-0.561629,3.909588,-8.1749
2026-09-04T10:25:07.813,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,50,3,1788485107732.440,100.146,timestamp_domain.system_time,646421.000,93.000,1,646421.000,646468.000,47.000,47.000,646468.000,47.000,0,0,,,,,,,
2026-09-04T10:25:07.898,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,53,3,1788485107832.667,100.227,timestamp_domain.system_time,646531.000,110.000,1,646531.000,646562.000,31.000,31.000,646562.000,31.000,0,0,,,,,,,
2026-09-04T10:25:07.998,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,56,3,1788485107932.682,100.015,timestamp_domain.system_time,646625.000,94.000,1,646625.000,646656.000,31.000,31.000,646656.000,31.000,1,1,pnp_visible_ransac,9,1.290,-20.2578,-0.559619,3.907797,-8.1497
2026-09-04T10:25:08.085,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,59,3,1788485108032.539,99.857,timestamp_domain.system_time,646703.000,78.000,1,646718.000,646750.000,32.000,47.000,646750.000,47.000,0,0,,,,,,,
2026-09-04T10:25:08.172,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,62,3,1788485108132.696,100.156,timestamp_domain.system_time,646796.000,93.000,1,646796.000,646828.000,32.000,32.000,646828.000,32.000,1,1,pnp_visible_ransac,9,1.424,-20.1996,-0.562161,3.918237,-8.1647
2026-09-04T10:25:08.266,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,64,2,1788485108199.417,66.722,timestamp_domain.system_time,646890.000,94.000,1,646890.000,646921.000,31.000,31.000,646921.000,31.000,1,1,pnp_visible_ransac,9,1.250,-20.3341,-0.556979,3.901301,-8.1251
2026-09-04T10:25:08.373,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,67,3,1788485108299.548,100.131,timestamp_domain.system_time,646984.000,94.000,1,646984.000,647031.000,47.000,47.000,647031.000,47.000,1,1,pnp_visible_ransac,9,1.208,-20.0866,-0.559749,3.912481,-8.1419
2026-09-04T10:25:08.472,13,ACQUIRE_VERIFY,ACQUIRE_VERIFY,70,3,1788485108400.246,100.698,timestamp_domain.system_time,647093.000,109.000,1,647093.000,647125.000,32.000,32.000,647125.000,32.000,1,1,pnp_visible_ransac,9,1.027,-19.9402,-0.557869,3.902211,-8.1360
