frame_i,t_mono,fsm_state,det_ok,yaw4_deg,x4,y4,z4,reproj4_px,yawm_deg,xm,ym,zm,reprojm_px,n_used
36,21319.171,PRECHECK,1,-11.744173482124385,-0.06605314282862272,0.4149909185245325,4.410562987554954,0.2087382781076358,2.3251914690782294,-0.0833934023976326,0.4212212562561035,4.486593723297119,0.7547120613844085,9.0
37,21319.281,PRECHECK,1,-11.716237942656713,-0.06559323257039218,0.41572926994161,4.41681379533741,0.20677731558377554,2.2436830279620885,-0.08277439326047897,0.4221106171607971,4.493896484375,0.7668845329915293,9.0
38,21319.375,PRECHECK,1,-11.707862226405986,-0.06441669755934173,0.41721474699783284,4.42704055181314,0.2136939563660057,2.2504081763080164,-0.08156140893697739,0.42375612258911133,4.505168914794922,0.7754471103061004,9.0
39,21319.484,PRECHECK,1,-11.17138010105681,-0.06665119572338896,0.4174883294740845,4.4309452060559185,0.2165416351956618,2.1734943280768046,-0.0830523893237114,0.42362532019615173,4.504394054412842,0.802939656163507,9.0
40,21319.578,PRECHECK,1,-10.981978006964788,-0.06615163218620541,0.4165817968827212,4.423229502787175,0.2143309684931093,1.8573241181250113,-0.0819588303565979,0.42251577973365784,4.493546009063721,0.7638480007575679,9.0
41,21319.687,PRECHECK,1,-11.369047267916715,-0.06570258316969473,0.41649085036350636,4.4252906940564465,0.21039079312174072,1.9231000430354177,-0.08212698996067047,0.42328646779060364,4.503637790679932,0.8336321572021719,9.0
42,21319.781,PRECHECK,1,-10.295929992879563,-0.06631936524017489,0.4175879047831999,4.427974524253652,0.23976896542525455,1.8858415420310723,-0.08124104887247086,0.4230711758136749,4.489274978637695,0.727491153301814,9.0
43,21319.89,PRECHECK,1,-10.0777452354845,-0.06731431131423664,0.41881796808656613,4.438701216862262,0.24076940613575004,1.7939182284324593,-0.08178391307592392,0.42404603958129883,4.4971699714660645,0.7138657619063228,9.0
44,21319.984,PRECHECK,1,-11.044458511240743,-0.06753712585939645,0.41900852896157736,4.448344974033315,0.21864523986678316,2.198086965423245,-0.08385816961526871,0.42564553022384644,4.5245795249938965,0.8787192580741595,9.0
45,21320.078,PRECHECK,1,-11.86029874414611,-0.06716788957635324,0.41715692094550144,4.433710138576025,0.21122908340987534,2.253370741554666,-0.08478669077157974,0.42480361461639404,4.522147178649902,0.9416761030474049,9.0
46,21320.156,PRECHECK,1,-12.0441472150853,-0.06644187974075985,0.41753062230008586,4.442228479582052,0.18794729850817937,2.069883143697512,-0.0840640440583229,0.42541179060935974,4.5354695320129395,0.9735244662351163,9.0
47,21320.281,PRECHECK,1,-11.960086659145656,-0.06685690022921258,0.41740133197747104,4.441414035921739,0.1882247177063122,2.044240695870745,-0.08435971289873123,0.4252851605415344,4.534397125244141,0.992405704305279,9.0
48,21320.359,PRECHECK,1,-9.298552516731718,-0.07094743879783787,0.4219619870759394,4.464285122739683,0.2616802015071239,2.1725990697549613,-0.08490292727947235,0.4267977476119995,4.518205165863037,0.7909586441341713,9.0
49,21320.484,PRECHECK,1,-9.670825036459174,-0.07098186687136357,0.4220326522264379,4.470425859739649,0.25649563432408745,2.2319494672988007,-0.08563869446516037,0.42778125405311584,4.534250259399414,0.9288482885408583,9.0
50,21320.578,PRECHECK,0,,,,,,,,,,,
51,21320.671,PRECHECK,0,,,,,,,,,,,
52,21320.765,PRECHECK,0,,,,,,,,,,,
53,21320.859,PRECHECK,1,-11.23783850216811,-0.06669328273399432,0.4179624849097556,4.449914376154086,0.19270888567965935,1.7864880722706225,-0.08288923650979996,0.4250217378139496,4.532154560089111,0.9192463968736065,9.0
54,21320.953,PRECHECK,0,,,,,,,,,,,
55,21321.062,PRECHECK,1,-12.500268611690773,-0.06393692663547984,0.4147197613818632,4.422712672962382,0.17884359645525427,2.074985681264284,-0.08239070326089859,0.42362749576568604,4.526562213897705,1.0686739218306178,9.0
56,21321.171,PRECHECK,1,-12.897805904191683,-0.06236856410701187,0.41660266644917715,4.439153040916837,0.17511961105708368,2.3721519205317656,-0.08157702535390854,0.4259042739868164,4.549060344696045,1.0863155668139393,9.0
57,21321.281,PRECHECK,0,,,,,,,,,,,
