t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-01T17:54:26.158,39,SEARCH_SWEEP,SEARCH_SWEEP,144,3,1788252866113.973,99.975,timestamp_domain.system_time,21613781.000,94.000,1,21613781.000,21613796.000,15.000,15.000,21613796.000,15.000,0,0,,,,
2026-09-01T17:54:26.254,40,SEARCH_SWEEP,SEARCH_SWEEP,147,3,1788252866213.858,99.884,timestamp_domain.system_time,21613875.000,94.000,1,21613875.000,21613890.000,15.000,15.000,21613890.000,15.000,0,0,,,,
2026-09-01T17:54:26.354,41,SEARCH_SWEEP,SEARCH_SWEEP,150,3,1788252866313.902,100.044,timestamp_domain.system_time,21613968.000,93.000,1,21613984.000,21614000.000,16.000,32.000,21614000.000,32.000,0,0,,,,
2026-09-01T17:54:26.447,42,SEARCH_SWEEP,SEARCH_SWEEP,153,3,1788252866413.971,100.070,timestamp_domain.system_time,21614062.000,94.000,1,21614078.000,21614093.000,15.000,31.000,21614093.000,31.000,0,0,,,,
2026-09-01T17:54:26.547,43,SEARCH_SWEEP,SEARCH_SWEEP,156,3,1788252866514.095,100.124,timestamp_domain.system_time,21614171.000,109.000,1,21614171.000,21614187.000,16.000,16.000,21614187.000,16.000,0,0,,,,
2026-09-01T17:54:26.638,44,SEARCH_SWEEP,SEARCH_SWEEP,158,2,1788252866580.966,66.870,timestamp_domain.system_time,21614250.000,79.000,1,21614265.000,21614281.000,16.000,31.000,21614281.000,31.000,0,0,,,,
2026-09-01T17:54:26.723,45,SEARCH_SWEEP,SEARCH_SWEEP,161,3,1788252866680.863,99.897,timestamp_domain.system_time,21614343.000,93.000,1,21614343.000,21614359.000,16.000,16.000,21614359.000,16.000,0,0,,,,
2026-09-01T17:54:26.819,46,SEARCH_SWEEP,SEARCH_SWEEP,164,3,1788252866780.882,100.019,timestamp_domain.system_time,21614437.000,94.000,1,21614437.000,21614468.000,31.000,31.000,21614468.000,31.000,0,0,,,,
2026-09-01T17:54:26.906,47,SEARCH_SWEEP,SEARCH_SWEEP,166,2,1788252866847.793,66.911,timestamp_domain.system_time,21614515.000,78.000,1,21614515.000,21614546.000,31.000,31.000,21614546.000,31.000,0,0,,,,
2026-09-01T17:54:26.994,48,SEARCH_SWEEP,SEARCH_SWEEP,167,1,1788252866881.044,33.250,timestamp_domain.system_time,21614625.000,110.000,1,21614625.000,21614640.000,15.000,15.000,21614640.000,15.000,0,0,,,,
2026-09-01T17:54:27.110,49,SEARCH_SWEEP,SEARCH_SWEEP,172,5,1788252867047.864,166.820,timestamp_domain.system_time,21614718.000,93.000,1,21614718.000,21614750.000,32.000,32.000,21614750.000,32.000,0,0,,,,
2026-09-01T17:54:27.210,50,SEARCH_SWEEP,SEARCH_SWEEP,175,3,1788252867147.939,100.075,timestamp_domain.system_time,21614828.000,110.000,1,21614828.000,21614859.000,31.000,31.000,21614859.000,31.000,0,0,,,,
2026-09-01T17:54:27.322,51,SEARCH_SWEEP,SEARCH_SWEEP,179,4,1788252867281.563,133.625,timestamp_domain.system_time,21614937.000,109.000,1,21614937.000,21614968.000,31.000,31.000,21614968.000,31.000,0,0,,,,
2026-09-01T17:54:27.422,52,SEARCH_SWEEP,SEARCH_SWEEP,182,3,1788252867381.472,99.908,timestamp_domain.system_time,21615031.000,94.000,1,21615031.000,21615062.000,31.000,31.000,21615062.000,31.000,0,0,,,,
2026-09-01T17:54:27.517,53,SEARCH_SWEEP,SEARCH_SWEEP,185,3,1788252867481.419,99.948,timestamp_domain.system_time,21615140.000,109.000,1,21615140.000,21615156.000,16.000,16.000,21615156.000,16.000,0,0,,,,
2026-09-01T17:54:27.610,54,SEARCH_SWEEP,SEARCH_SWEEP,188,3,1788252867581.504,100.085,timestamp_domain.system_time,21615218.000,78.000,1,21615234.000,21615250.000,16.000,32.000,21615250.000,32.000,0,0,,,,
2026-09-01T17:54:27.710,55,SEARCH_SWEEP,SEARCH_SWEEP,191,3,1788252867681.662,100.158,timestamp_domain.system_time,21615328.000,110.000,1,21615328.000,21615359.000,31.000,31.000,21615359.000,31.000,0,0,,,,
2026-09-01T17:54:27.808,56,SEARCH_SWEEP,SEARCH_SWEEP,193,2,1788252867748.503,66.841,timestamp_domain.system_time,21615421.000,93.000,1,21615421.000,21615453.000,32.000,32.000,21615453.000,32.000,0,0,,,,
2026-09-01T17:54:27.898,57,SEARCH_SWEEP,SEARCH_SWEEP,196,3,1788252867848.420,99.917,timestamp_domain.system_time,21615515.000,94.000,1,21615515.000,21615546.000,31.000,31.000,21615546.000,31.000,0,0,,,,
2026-09-01T17:54:27.991,58,SEARCH_SWEEP,SEARCH_SWEEP,197,1,1788252867882.118,33.698,timestamp_domain.system_time,21615609.000,94.000,1,21615609.000,21615640.000,31.000,31.000,21615640.000,31.000,0,0,,,,
2026-09-01T17:54:28.077,59,SEARCH_SWEEP,SEARCH_SWEEP,202,5,1788252868048.406,166.288,timestamp_domain.system_time,21615703.000,94.000,1,21615703.000,21615718.000,15.000,15.000,21615718.000,15.000,0,0,,,,
2026-09-01T17:54:28.174,60,SEARCH_SWEEP,SEARCH_SWEEP,204,2,1788252868115.206,66.800,timestamp_domain.system_time,21615796.000,93.000,1,21615796.000,21615812.000,16.000,16.000,21615812.000,16.000,0,0,,,,
2026-09-01T17:54:28.265,61,SEARCH_SWEEP,SEARCH_SWEEP,207,3,1788252868215.174,99.968,timestamp_domain.system_time,21615890.000,94.000,1,21615890.000,21615906.000,16.000,16.000,21615906.000,16.000,0,0,,,,
2026-09-01T17:54:28.364,62,SEARCH_SWEEP,SEARCH_SWEEP,210,3,1788252868315.189,100.016,timestamp_domain.system_time,21615968.000,78.000,1,21615984.000,21616000.000,16.000,32.000,21616000.000,32.000,0,0,,,,
2026-09-01T17:54:28.458,63,SEARCH_SWEEP,SEARCH_SWEEP,213,3,1788252868415.490,100.300,timestamp_domain.system_time,21616078.000,110.000,1,21616078.000,21616093.000,15.000,15.000,21616093.000,15.000,0,0,,,,
2026-09-01T17:54:28.548,64,SEARCH_SWEEP,SEARCH_SWEEP,216,3,1788252868515.503,100.014,timestamp_domain.system_time,21616171.000,93.000,1,21616171.000,21616187.000,16.000,16.000,21616187.000,16.000,0,0,,,,
2026-09-01T17:54:28.632,65,SEARCH_SWEEP,SEARCH_SWEEP,218,2,1788252868582.194,66.691,timestamp_domain.system_time,21616250.000,79.000,1,21616265.000,21616281.000,16.000,31.000,21616281.000,31.000,0,0,,,,
2026-09-01T17:54:28.737,66,SEARCH_SWEEP,SEARCH_SWEEP,221,3,1788252868682.231,100.037,timestamp_domain.system_time,21616343.000,93.000,1,21616359.000,21616375.000,16.000,32.000,21616375.000,32.000,0,0,,,,
2026-09-01T17:54:28.833,67,SEARCH_SWEEP,SEARCH_SWEEP,224,3,1788252868782.379,100.148,timestamp_domain.system_time,21616437.000,94.000,1,21616453.000,21616468.000,15.000,31.000,21616468.000,31.000,0,0,,,,
2026-09-01T17:54:28.932,68,SEARCH_SWEEP,SEARCH_SWEEP,227,3,1788252868882.790,100.411,timestamp_domain.system_time,21616546.000,109.000,1,21616546.000,21616578.000,32.000,32.000,21616578.000,32.000,0,0,,,,
2026-09-01T17:54:29.050,69,SEARCH_SWEEP,SEARCH_SWEEP,229,2,1788252868949.408,66.618,timestamp_domain.system_time,21616671.000,125.000,1,21616671.000,21616687.000,16.000,16.000,21616687.000,16.000,0,0,,,,
2026-09-01T17:54:29.150,70,SEARCH_SWEEP,SEARCH_SWEEP,234,5,1788252869115.803,166.395,timestamp_domain.system_time,21616765.000,94.000,1,21616765.000,21616796.000,31.000,31.000,21616796.000,31.000,0,0,,,,
2026-09-01T17:54:29.239,71,SEARCH_SWEEP,SEARCH_SWEEP,237,3,1788252869216.257,100.454,timestamp_domain.system_time,21616859.000,94.000,1,21616859.000,21616875.000,16.000,16.000,21616875.000,16.000,0,0,,,,
2026-09-01T17:54:29.338,72,SEARCH_SWEEP,SEARCH_SWEEP,239,2,1788252869282.731,66.474,timestamp_domain.system_time,21616968.000,109.000,1,21616968.000,21616984.000,16.000,16.000,21616984.000,16.000,0,0,,,,
2026-09-01T17:54:29.439,73,SEARCH_SWEEP,SEARCH_SWEEP,242,3,1788252869382.880,100.149,timestamp_domain.system_time,21617046.000,78.000,1,21617062.000,21617078.000,16.000,32.000,21617078.000,32.000,0,0,,,,
2026-09-01T17:54:29.535,74,SEARCH_SWEEP,SEARCH_SWEEP,245,3,1788252869482.867,99.987,timestamp_domain.system_time,21617140.000,94.000,1,21617156.000,21617171.000,15.000,31.000,21617171.000,31.000,0,0,,,,
2026-09-01T17:54:29.622,75,SEARCH_SWEEP,SEARCH_SWEEP,248,3,1788252869582.868,100.001,timestamp_domain.system_time,21617250.000,110.000,1,21617250.000,21617265.000,15.000,15.000,21617265.000,15.000,0,0,,,,
2026-09-01T17:54:29.722,76,SEARCH_SWEEP,SEARCH_SWEEP,251,3,1788252869682.895,100.026,timestamp_domain.system_time,21617343.000,93.000,1,21617343.000,21617359.000,16.000,16.000,21617359.000,16.000,0,0,,,,
2026-09-01T17:54:29.817,77,SEARCH_SWEEP,SEARCH_SWEEP,254,3,1788252869783.073,100.179,timestamp_domain.system_time,21617421.000,78.000,1,21617421.000,21617453.000,32.000,32.000,21617453.000,32.000,0,0,,,,
2026-09-01T17:54:29.908,78,SEARCH_SWEEP,SEARCH_SWEEP,256,2,1788252869849.837,66.764,timestamp_domain.system_time,21617515.000,94.000,1,21617515.000,21617546.000,31.000,31.000,21617546.000,31.000,0,0,,,,
2026-09-01T17:54:30.003,79,SEARCH_SWEEP,SEARCH_SWEEP,257,1,1788252869883.193,33.355,timestamp_domain.system_time,21617609.000,94.000,1,21617609.000,21617640.000,31.000,31.000,21617640.000,31.000,0,0,,,,
2026-09-01T17:54:30.090,80,SEARCH_SWEEP,SEARCH_SWEEP,262,5,1788252870050.083,166.890,timestamp_domain.system_time,21617718.000,109.000,1,21617718.000,21617734.000,16.000,16.000,21617734.000,16.000,0,0,,,,
2026-09-01T17:54:30.190,81,SEARCH_SWEEP,SEARCH_SWEEP,265,3,1788252870150.062,99.980,timestamp_domain.system_time,21617796.000,78.000,1,21617812.000,21617828.000,16.000,32.000,21617828.000,32.000,0,0,,,,
2026-09-01T17:54:30.280,82,SEARCH_SWEEP,SEARCH_SWEEP,268,3,1788252870249.948,99.885,timestamp_domain.system_time,21617906.000,110.000,1,21617906.000,21617921.000,15.000,15.000,21617921.000,15.000,0,0,,,,
2026-09-01T17:54:30.384,83,SEARCH_SWEEP,SEARCH_SWEEP,271,3,1788252870350.365,100.418,timestamp_domain.system_time,21618000.000,94.000,1,21618000.000,21618031.000,31.000,31.000,21618031.000,31.000,0,0,,,,
2026-09-01T17:54:30.477,84,SEARCH_SWEEP,SEARCH_SWEEP,273,2,1788252870416.904,66.538,timestamp_domain.system_time,21618093.000,93.000,1,21618093.000,21618125.000,32.000,32.000,21618125.000,32.000,0,0,,,,
2026-09-01T17:54:30.578,85,SEARCH_SWEEP,SEARCH_SWEEP,277,4,1788252870550.284,133.381,timestamp_domain.system_time,21618187.000,94.000,1,21618203.000,21618218.000,15.000,31.000,21618218.000,31.000,0,0,,,,
2026-09-01T17:54:30.678,86,SEARCH_SWEEP,SEARCH_SWEEP,279,2,1788252870616.951,66.667,timestamp_domain.system_time,21618296.000,109.000,1,21618296.000,21618312.000,16.000,16.000,21618312.000,16.000,0,0,,,,
2026-09-01T17:54:30.794,87,SEARCH_SWEEP,SEARCH_SWEEP,282,3,1788252870717.158,100.207,timestamp_domain.system_time,21618390.000,94.000,1,21618406.000,21618437.000,31.000,47.000,21618437.000,47.000,0,0,,,,
2026-09-01T17:54:30.895,88,SEARCH_SWEEP,SEARCH_SWEEP,286,4,1788252870850.689,133.532,timestamp_domain.system_time,21618515.000,125.000,1,21618515.000,21618531.000,16.000,16.000,21618531.000,16.000,1,1,9.0636,1.935601,4.744680,22.1931
2026-09-01T17:54:30.993,89,ACQUIRE_VERIFY,ACQUIRE_VERIFY,287,1,1788252870883.850,33.161,timestamp_domain.system_time,21618609.000,94.000,1,21618609.000,21618640.000,31.000,31.000,21618640.000,31.000,1,1,13.3646,1.861124,4.630079,21.8983
2026-09-01T17:54:31.099,90,ACQUIRE_VERIFY,ACQUIRE_VERIFY,292,5,1788252871050.601,166.751,timestamp_domain.system_time,21618718.000,109.000,1,21618718.000,21618734.000,16.000,16.000,21618734.000,16.000,1,1,22.5173,1.531241,4.137072,20.3109
2026-09-01T17:54:31.193,91,ACQUIRE_VERIFY,ACQUIRE_VERIFY,295,3,1788252871150.698,100.097,timestamp_domain.system_time,21618812.000,94.000,1,21618812.000,21618828.000,16.000,16.000,21618828.000,16.000,0,0,,,,
2026-09-01T17:54:31.300,92,ACQUIRE_VERIFY,ACQUIRE_VERIFY,298,3,1788252871250.608,99.910,timestamp_domain.system_time,21618921.000,109.000,1,21618921.000,21618937.000,16.000,16.000,21618937.000,16.000,1,1,16.4958,1.264017,4.207458,16.7215
2026-09-01T17:54:31.398,93,ACQUIRE_VERIFY,ACQUIRE_VERIFY,301,3,1788252871350.767,100.159,timestamp_domain.system_time,21619015.000,94.000,1,21619015.000,21619046.000,31.000,31.000,21619046.000,31.000,1,1,15.5937,1.233258,4.172307,16.4667
2026-09-01T17:54:31.498,94,ACQUIRE_VERIFY,ACQUIRE_VERIFY,304,3,1788252871450.834,100.067,timestamp_domain.system_time,21619109.000,94.000,1,21619109.000,21619140.000,31.000,31.000,21619140.000,31.000,1,1,15.9153,1.304294,4.159224,17.4109
2026-09-01T17:54:31.590,95,ACQUIRE_VERIFY,ACQUIRE_VERIFY,307,3,1788252871550.946,100.112,timestamp_domain.system_time,21619218.000,109.000,1,21619218.000,21619234.000,16.000,16.000,21619234.000,16.000,1,1,15.9625,1.353816,4.134019,18.1327
2026-09-01T17:54:31.681,96,ACQUIRE_VERIFY,ACQUIRE_VERIFY,310,3,1788252871650.953,100.007,timestamp_domain.system_time,21619296.000,78.000,1,21619296.000,21619328.000,32.000,32.000,21619328.000,32.000,1,1,16.7439,1.340077,4.163629,17.8409
2026-09-01T17:54:31.791,97,ACQUIRE_VERIFY,ACQUIRE_VERIFY,313,3,1788252871751.153,100.200,timestamp_domain.system_time,21619406.000,110.000,1,21619406.000,21619437.000,31.000,31.000,21619437.000,31.000,1,1,16.3149,1.302514,4.170856,17.3430
2026-09-01T17:54:31.876,98,ACQUIRE_VERIFY,ACQUIRE_VERIFY,316,3,1788252871851.081,99.928,timestamp_domain.system_time,21619500.000,94.000,1,21619500.000,21619515.000,15.000,15.000,21619515.000,15.000,1,1,16.1338,1.307939,4.160437,17.4519
2026-09-01T17:54:31.987,99,ACQUIRE_VERIFY,ACQUIRE_VERIFY,318,2,1788252871917.969,66.887,timestamp_domain.system_time,21619593.000,93.000,1,21619609.000,21619625.000,16.000,32.000,21619625.000,32.000,1,1,17.6182,1.320193,4.176690,17.5410
2026-09-01T17:54:32.078,100,ACQUIRE_VERIFY,ACQUIRE_VERIFY,321,3,1788252872018.030,100.062,timestamp_domain.system_time,21619687.000,94.000,1,21619687.000,21619718.000,31.000,31.000,21619718.000,31.000,1,1,16.3632,1.318557,4.180354,17.5062
2026-09-01T17:54:32.173,101,ACQUIRE_VERIFY,ACQUIRE_VERIFY,324,3,1788252872117.898,99.868,timestamp_domain.system_time,21619781.000,94.000,1,21619781.000,21619812.000,31.000,31.000,21619812.000,31.000,1,1,15.8908,1.310683,4.168570,17.4542
2026-09-01T17:54:32.264,102,ACQUIRE_VERIFY,ACQUIRE_VERIFY,327,3,1788252872218.159,100.261,timestamp_domain.system_time,21619890.000,109.000,1,21619890.000,21619906.000,16.000,16.000,21619906.000,16.000,1,1,16.0471,1.308438,4.156950,17.4719
2026-09-01T17:54:32.365,103,ACQUIRE_VERIFY,ACQUIRE_VERIFY,330,3,1788252872318.223,100.064,timestamp_domain.system_time,21619984.000,94.000,1,21619984.000,21620000.000,16.000,16.000,21620000.000,16.000,1,1,17.3112,1.311050,4.173939,17.4377
2026-09-01T17:54:32.465,104,ACQUIRE_VERIFY,ACQUIRE_VERIFY,333,3,1788252872418.207,99.984,timestamp_domain.system_time,21620078.000,94.000,1,21620078.000,21620109.000,31.000,31.000,21620109.000,31.000,1,1,15.9093,1.308512,4.156680,17.4739
2026-09-01T17:54:32.566,105,ACQUIRE_VERIFY,ACQUIRE_VERIFY,336,3,1788252872518.286,100.079,timestamp_domain.system_time,21620171.000,93.000,1,21620171.000,21620203.000,32.000,32.000,21620203.000,32.000,1,1,15.7623,1.308584,4.156325,17.4762
2026-09-01T17:54:32.657,106,ACQUIRE_VERIFY,ACQUIRE_VERIFY,339,3,1788252872618.542,100.256,timestamp_domain.system_time,21620265.000,94.000,1,21620265.000,21620296.000,31.000,31.000,21620296.000,31.000,1,1,16.5192,1.309835,4.173027,17.4261
2026-09-01T17:54:32.748,107,ACQUIRE_VERIFY,ACQUIRE_VERIFY,342,3,1788252872718.546,100.004,timestamp_domain.system_time,21620359.000,94.000,1,21620375.000,21620390.000,15.000,31.000,21620390.000,31.000,1,1,15.8926,1.310680,4.168539,17.4543
2026-09-01T17:54:32.849,108,ACQUIRE_VERIFY,ACQUIRE_VERIFY,345,3,1788252872818.504,99.958,timestamp_domain.system_time,21620468.000,109.000,1,21620468.000,21620484.000,16.000,16.000,21620484.000,16.000,1,1,18.1153,1.305417,4.153183,17.4488
2026-09-01T17:54:32.962,109,ACQUIRE_VERIFY,ACQUIRE_VERIFY,348,3,1788252872918.608,100.104,timestamp_domain.system_time,21620578.000,110.000,1,21620578.000,21620609.000,31.000,31.000,21620609.000,31.000,1,1,17.3164,1.308406,4.165032,17.4396
2026-09-01T17:54:33.084,110,ACQUIRE_VERIFY,ACQUIRE_VERIFY,351,3,1788252873018.743,100.135,timestamp_domain.system_time,21620687.000,109.000,1,21620687.000,21620718.000,31.000,31.000,21620718.000,31.000,1,1,16.9794,1.305469,4.160823,17.4194
2026-09-01T17:54:33.184,111,ACQUIRE_VERIFY,ACQUIRE_VERIFY,355,4,1788252873152.232,133.489,timestamp_domain.system_time,21620796.000,109.000,1,21620796.000,21620828.000,32.000,32.000,21620828.000,32.000,1,1,15.6822,1.316689,4.180998,17.4804
2026-09-01T17:54:33.275,112,ACQUIRE_VERIFY,ACQUIRE_VERIFY,357,2,1788252873218.796,66.564,timestamp_domain.system_time,21620890.000,94.000,1,21620890.000,21620921.000,31.000,31.000,21620921.000,31.000,1,1,17.1859,1.308217,4.167422,17.4279
