t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-03T19:24:20.240,28193.906000,1,PRECHECK,PRECHECK,0,,,,,,,1.90,,,,,,,
2026-09-03T19:24:20.384,28194.046000,2,SEARCH_SWEEP,SEARCH_SWEEP,1,0.579737,0.448396,5.185098,-83.6175,-83.6175,1.0000,1.03,,,,,,,
2026-09-03T19:24:20.534,28194.187000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.562347,0.448294,5.210308,-82.9278,-82.9278,1.0000,1.03,,,,,,,
2026-09-03T19:24:20.685,28194.343000,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.578764,0.432505,4.979362,-85.6087,-85.6087,1.0000,1.03,,,,,,,
2026-09-03T19:24:20.828,28194.484000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.583213,0.508157,5.763140,-74.7479,-74.7479,1.0000,1.03,,,,,,,
2026-09-03T19:24:20.968,28194.625000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.259839,0.562598,6.098585,-27.4767,-27.4767,1.0000,13.67,,,,,,,
2026-09-03T19:24:21.101,28194.765000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.499039,0.592164,6.412737,-49.8715,-49.8715,1.0000,13.67,,,,,,,
2026-09-03T19:24:21.242,28194.906000,13,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.569937,0.489023,5.537112,-76.5176,-76.5176,1.0000,13.67,,,,,,,
2026-09-03T19:24:21.386,28195.046000,15,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.558487,0.452475,5.231761,-83.6959,-83.6959,1.0000,13.67,,,,,,,
2026-09-03T19:24:21.520,28195.171000,17,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,-0.011952,0.390428,3.954324,-1.1606,-1.1606,1.0000,12.70,,,,,,,
2026-09-03T19:24:21.656,28195.312000,19,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.238036,0.532066,5.793660,-23.1674,-23.1674,1.0000,12.70,,,,,,,
2026-09-03T19:24:21.788,28195.453000,21,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.106018,0.453917,4.765382,-9.5297,-9.5297,1.0000,12.70,,,,,,,
2026-09-03T19:24:21.920,28195.578000,23,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.563475,0.493961,5.626693,-75.9003,-75.9003,1.0000,12.70,,,,,,,
2026-09-03T19:24:22.054,28195.718000,25,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.074087,0.439250,4.594499,-7.3954,-7.3954,1.0000,14.80,,,,,,,
2026-09-03T19:24:22.239,28195.890000,27,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.401137,0.589260,6.575592,-40.2819,-40.2819,1.0000,14.80,,,,,,,
2026-09-03T19:24:22.373,28196.031000,29,ACQUIRE_VERIFY,ACQUIRE_VERIFY,1,0.038997,0.419252,4.354906,-4.7039,-4.7039,1.0000,14.80,,,,,,,
