t_iso,t_mono,frame_i,fsm_state,align_sub,det_ok,pos_x,pos_y,pos_z,yaw_deg,yaw_model_raw_deg,width_m,fps,rot_stop_command,rot_stop_mode,rot_stop_measured_rate_deg_s,rot_stop_effective_rate_deg_s,rot_stop_error_deg,rot_post_stop_deg,rot_post_stop_peak_abs_deg
2026-09-06T15:13:47.747,177452.109000,1,PRECHECK,PRECHECK,0,,,,,,,1.63,,,,,,,
2026-09-06T15:13:47.879,177452.250000,2,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,0.76,,,,,,,
2026-09-06T15:13:48.014,177452.375000,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,0.76,,,,,,,
2026-09-06T15:13:48.131,177452.500000,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,0.76,,,,,,,
2026-09-06T15:13:48.236,177452.609000,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,0.76,,,,,,,
2026-09-06T15:13:48.359,177452.734000,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,0.76,,,,,,,
2026-09-06T15:13:48.471,177452.843000,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.84,,,,,,,
2026-09-06T15:13:48.638,177453.000000,15,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.84,,,,,,,
2026-09-06T15:13:48.750,177453.125000,17,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.84,,,,,,,
2026-09-06T15:13:48.862,177453.234000,19,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.84,,,,,,,
2026-09-06T15:13:48.993,177453.359000,21,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,17.15,,,,,,,
2026-09-06T15:13:49.107,177453.468000,23,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,17.15,,,,,,,
2026-09-06T15:13:49.242,177453.609000,25,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,17.15,,,,,,,
2026-09-06T15:13:49.354,177453.718000,27,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,17.15,,,,,,,
2026-09-06T15:13:49.488,177453.859000,29,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.42,,,,,,,
2026-09-06T15:13:49.625,177454.000000,31,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.42,,,,,,,
2026-09-06T15:13:49.741,177454.109000,33,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.42,,,,,,,
2026-09-06T15:13:49.845,177454.218000,35,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.42,,,,,,,
2026-09-06T15:13:49.965,177454.328000,36,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,16.42,,,,,,,
2026-09-06T15:13:50.106,177454.468000,38,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.75,,,,,,,
2026-09-06T15:13:50.236,177454.609000,40,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.75,,,,,,,
2026-09-06T15:13:50.363,177454.734000,42,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.75,,,,,,,
2026-09-06T15:13:50.490,177454.859000,44,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.75,,,,,,,
2026-09-06T15:13:50.633,177455.000000,46,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,15.09,,,,,,,
2026-09-06T15:13:50.762,177455.125000,48,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,15.09,,,,,,,
2026-09-06T15:13:50.925,177455.296000,50,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,15.09,,,,,,,
2026-09-06T15:13:51.056,177455.421000,52,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,15.09,,,,,,,
2026-09-06T15:13:51.193,177455.562000,54,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.27,,,,,,,
2026-09-06T15:13:51.344,177455.718000,56,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.27,,,,,,,
2026-09-06T15:13:51.482,177455.843000,58,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,14.27,,,,,,,
2026-09-06T15:13:51.634,177456.000000,60,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,13.70,,,,,,,
2026-09-06T15:13:51.760,177456.125000,62,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,13.70,,,,,,,
2026-09-06T15:13:51.895,177456.265000,64,ACQUIRE_VERIFY,ACQUIRE_VERIFY,0,,,,,,,13.70,,,,,,,
2026-09-06T15:13:52.043,177456.406000,66,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,13.70,,,,,,,
2026-09-06T15:13:52.178,177456.546000,68,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.62,,,,,,,
2026-09-06T15:13:52.310,177456.671000,70,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.62,,,,,,,
2026-09-06T15:13:52.443,177456.812000,72,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.62,,,,,,,
2026-09-06T15:13:52.578,177456.953000,74,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.62,,,,,,,
2026-09-06T15:13:52.711,177457.078000,76,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,15.28,,,,,,,
2026-09-06T15:13:52.833,177457.203000,78,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,15.28,,,,,,,
2026-09-06T15:13:52.968,177457.343000,80,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,15.28,,,,,,,
2026-09-06T15:13:53.116,177457.484000,82,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,15.28,,,,,,,
2026-09-06T15:13:53.248,177457.609000,84,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.80,,,,,,,
2026-09-06T15:13:53.380,177457.750000,86,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.80,,,,,,,
2026-09-06T15:13:53.505,177457.875000,88,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.80,,,,,,,
2026-09-06T15:13:53.632,177458.000000,90,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.80,,,,,,,
2026-09-06T15:13:53.770,177458.140000,92,SEARCH_SWEEP,SEARCH_SWEEP,0,,,,,,,14.97,,,,,,,
