t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg
2026-09-04T15:03:38.018,1,PRECHECK,PRECHECK,1,,1788501817029.756,,timestamp_domain.system_time,4043781.000,,1,4043781.000,4044703.000,922.000,922.000,4044718.000,937.000,1,1,pnp_visible_ransac,9,1.323,-12.0482,-0.425746,3.600119,-6.7444
2026-09-04T15:03:38.139,2,SEARCH_SWEEP,SEARCH_SWEEP,33,32,1788501818094.850,1065.094,timestamp_domain.system_time,4044812.000,1031.000,1,4044812.000,4044843.000,31.000,31.000,4044843.000,31.000,1,1,pnp_visible_ransac,9,1.145,-11.7007,-0.426255,3.604414,-6.7444
2026-09-04T15:03:38.207,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,35,2,1788501818161.450,66.600,timestamp_domain.system_time,4044875.000,63.000,1,4044875.000,4044906.000,31.000,31.000,4044906.000,31.000,1,1,pnp_visible_ransac,9,1.215,-11.7539,-0.425987,3.605517,-6.7382
2026-09-04T15:03:38.273,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,37,2,1788501818228.161,66.711,timestamp_domain.system_time,4044953.000,78.000,1,4044953.000,4044968.000,15.000,15.000,4044968.000,15.000,1,1,pnp_visible_ransac,9,1.201,-11.5091,-0.425984,3.597827,-6.7524
2026-09-04T15:03:38.352,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,39,2,1788501818294.930,66.769,timestamp_domain.system_time,4045015.000,62.000,1,4045015.000,4045046.000,31.000,31.000,4045046.000,31.000,1,1,pnp_visible_ransac,9,1.167,-11.7668,-0.423113,3.591828,-6.7184
2026-09-04T15:03:38.434,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,3,1788501818395.305,100.375,timestamp_domain.system_time,4045109.000,94.000,1,4045109.000,4045140.000,31.000,31.000,4045140.000,31.000,1,1,pnp_visible_ransac,9,1.174,-11.6750,-0.424796,3.599991,-6.7297
2026-09-04T15:03:38.505,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,44,2,1788501818462.048,66.743,timestamp_domain.system_time,4045171.000,62.000,1,4045171.000,4045203.000,32.000,32.000,4045203.000,32.000,1,1,pnp_visible_ransac,9,1.127,-11.6770,-0.424244,3.591092,-6.7376
2026-09-04T15:03:38.585,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,46,2,1788501818528.669,66.621,timestamp_domain.system_time,4045250.000,79.000,1,4045250.000,4045281.000,31.000,31.000,4045281.000,31.000,1,1,pnp_visible_ransac,9,1.112,-11.5246,-0.424139,3.590632,-6.7368
2026-09-04T15:03:38.660,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,48,2,1788501818595.839,67.170,timestamp_domain.system_time,4045328.000,78.000,1,4045328.000,4045359.000,31.000,31.000,4045359.000,31.000,1,1,pnp_visible_ransac,9,1.121,-11.7294,-0.423783,3.595572,-6.7220
2026-09-04T15:03:38.742,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,51,3,1788501818695.242,99.403,timestamp_domain.system_time,4045406.000,78.000,1,4045406.000,4045437.000,31.000,31.000,4045437.000,31.000,1,1,pnp_visible_ransac,9,1.129,-11.7720,-0.422421,3.593982,-6.7035
2026-09-04T15:03:38.820,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,53,2,1788501818762.247,67.005,timestamp_domain.system_time,4045484.000,78.000,1,4045484.000,4045515.000,31.000,31.000,4045515.000,31.000,1,1,pnp_visible_ransac,9,1.129,-11.7882,-0.422335,3.590282,-6.7090
2026-09-04T15:03:38.901,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,56,3,1788501818862.608,100.361,timestamp_domain.system_time,4045562.000,78.000,1,4045562.000,4045593.000,31.000,31.000,4045593.000,31.000,1,1,pnp_visible_ransac,9,1.162,-11.6223,-0.423883,3.600612,-6.7143
2026-09-04T15:03:38.963,13,STANDOFF_VERIFY,STANDOFF_VERIFY,57,1,1788501818895.674,33.066,timestamp_domain.system_time,4045625.000,63.000,1,4045625.000,4045656.000,31.000,31.000,4045656.000,31.000,1,1,pnp_visible_ransac,9,1.148,-11.8858,-0.421531,3.588375,-6.6999
2026-09-04T15:03:39.054,14,STANDOFF_VERIFY,STANDOFF_VERIFY,60,3,1788501818995.648,99.974,timestamp_domain.system_time,4045718.000,93.000,1,4045718.000,4045750.000,32.000,32.000,4045750.000,32.000,1,1,pnp_visible_ransac,9,1.200,-11.6921,-0.423375,3.596164,-6.7145
2026-09-04T15:03:39.145,15,STANDOFF_VERIFY,STANDOFF_VERIFY,63,3,1788501819095.780,100.132,timestamp_domain.system_time,4045812.000,94.000,1,4045812.000,4045843.000,31.000,31.000,4045843.000,31.000,1,1,pnp_visible_ransac,9,1.158,-11.8291,-0.421881,3.595371,-6.6925
2026-09-04T15:03:39.220,16,STANDOFF_VERIFY,STANDOFF_VERIFY,65,2,1788501819162.542,66.762,timestamp_domain.system_time,4045890.000,78.000,1,4045890.000,4045921.000,31.000,31.000,4045921.000,31.000,1,1,pnp_visible_ransac,9,1.157,-11.5751,-0.424257,3.600051,-6.7212
2026-09-04T15:03:39.297,17,STANDOFF_VERIFY,STANDOFF_VERIFY,68,3,1788501819262.578,100.037,timestamp_domain.system_time,4045968.000,78.000,1,4045968.000,4046000.000,32.000,32.000,4046000.000,32.000,1,1,pnp_visible_ransac,9,1.145,-11.7711,-0.422313,3.593818,-6.7021
2026-09-04T15:03:39.373,18,STANDOFF_VERIFY,STANDOFF_VERIFY,70,2,1788501819329.323,66.745,timestamp_domain.system_time,4046046.000,78.000,1,4046046.000,4046078.000,32.000,32.000,4046078.000,32.000,1,1,pnp_visible_ransac,9,1.191,-11.5600,-0.421597,3.590834,-6.6964
2026-09-04T15:03:39.450,19,STANDOFF_VERIFY,STANDOFF_VERIFY,72,2,1788501819396.100,66.777,timestamp_domain.system_time,4046125.000,79.000,1,4046125.000,4046140.000,15.000,15.000,4046156.000,31.000,1,1,pnp_visible_ransac,9,1.170,-11.8008,-0.420990,3.586635,-6.6946
2026-09-04T15:03:39.522,20,STANDOFF_VERIFY,STANDOFF_VERIFY,74,2,1788501819462.615,66.515,timestamp_domain.system_time,4046187.000,62.000,1,4046187.000,4046203.000,16.000,16.000,4046218.000,31.000,1,1,pnp_visible_ransac,9,1.198,-11.6571,-0.422673,3.596795,-6.7023
