frame_i,t_mono,fsm_state,det_ok,yaw4_deg,x4,y4,z4,reproj4_px,yawm_deg,xm,ym,zm,reprojm_px,n_used
36,20840.875,PRECHECK,0,,,,,,,,,,,
37,20841.0,PRECHECK,0,,,,,,,,,,,
38,20841.093,PRECHECK,0,,,,,,,,,,,
39,20841.187,PRECHECK,0,,,,,,,,,,,
40,20841.281,PRECHECK,0,,,,,,,,,,,
41,20841.359,PRECHECK,0,,,,,,,,,,,
42,20841.468,SEARCH_SWEEP,0,,,,,,,,,,,
43,20841.562,SEARCH_SWEEP,0,,,,,,,,,,,
44,20841.656,SEARCH_SWEEP,0,,,,,,,,,,,
45,20841.734,SEARCH_SWEEP,0,,,,,,,,,,,
46,20841.843,SEARCH_SWEEP,0,,,,,,,,,,,
47,20841.921,SEARCH_SWEEP,0,,,,,,,,,,,
48,20842.015,SEARCH_SWEEP,0,,,,,,,,,,,
49,20842.109,SEARCH_SWEEP,0,,,,,,,,,,,
50,20842.203,SEARCH_SWEEP,0,,,,,,,,,,,
51,20842.281,SEARCH_SWEEP,0,,,,,,,,,,,
52,20842.39,SEARCH_SWEEP,0,,,,,,,,,,,
53,20842.468,SEARCH_SWEEP,0,,,,,,,,,,,
54,20842.562,SEARCH_SWEEP,0,,,,,,,,,,,
55,20842.671,SEARCH_SWEEP,0,,,,,,,,,,,
56,20842.765,SEARCH_SWEEP,0,,,,,,,,,,,
57,20842.859,SEARCH_SWEEP,0,,,,,,,,,,,
58,20842.953,SEARCH_SWEEP,0,,,,,,,,,,,
59,20843.031,SEARCH_SWEEP,0,,,,,,,,,,,
60,20843.109,SEARCH_SWEEP,0,,,,,,,,,,,
61,20843.203,SEARCH_SWEEP,0,,,,,,,,,,,
62,20843.296,SEARCH_SWEEP,0,,,,,,,,,,,
63,20843.39,SEARCH_SWEEP,0,,,,,,,,,,,
64,20843.468,SEARCH_SWEEP,0,,,,,,,,,,,
65,20843.562,SEARCH_SWEEP,0,,,,,,,,,,,
66,20843.656,SEARCH_SWEEP,0,,,,,,,,,,,
67,20843.765,SEARCH_SWEEP,0,,,,,,,,,,,
68,20843.843,SEARCH_SWEEP,0,,,,,,,,,,,
69,20843.921,SEARCH_SWEEP,0,,,,,,,,,,,
70,20844.031,SEARCH_SWEEP,0,,,,,,,,,,,
71,20844.109,SEARCH_SWEEP,0,,,,,,,,,,,
72,20844.203,SEARCH_SWEEP,0,,,,,,,,,,,
73,20844.296,SEARCH_SWEEP,0,,,,,,,,,,,
74,20844.375,SEARCH_SWEEP,0,,,,,,,,,,,
75,20844.468,SEARCH_SWEEP,0,,,,,,,,,,,
76,20844.562,SEARCH_SWEEP,0,,,,,,,,,,,
