distance_m,lateral_m,facing,success,state,elapsed,reasons,trace_hash
3.0,0.2485547,True,True,DONE,25.030000000001344,[],95eab895bb7c6cce5e3860bd6294dc0112e350190f783713067f89c5220a88cb
3.0,-0.1,True,True,DONE,24.78666666666797,[],ae433c1b8268fdfb51294cb885b7b524d67e269a1c651bf7a3d85c0f761aed8c
3.0,-0.2,True,True,DONE,25.006666666668007,[],be72865f0fb95acad5224f00b259d918a12937eea2f4141dcec66eaf3be089c8
3.0,-0.4,True,False,FAILED,16.199999999999964,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],80a9299323a1ae2794c8aee9b704ac3fceca04ace0142cda08c3192dcc2a3738
3.0,-0.3,True,True,DONE,29.0166666666682,[],91b0d9e3a1217bb1030e5449e9692e2ddfbad3790fe5b01daae1890edef122df
3.0,-0.35,True,True,DONE,29.036666666668204,[],0972ca84242b451674417ec1e5c5e2dc7ede959c773bb2de134c15a4e25c758c
3.0,-0.375,True,True,DONE,29.056666666668207,[],6c585633bc8a80335e104559929791b31d553770ba29868a1f4ecc2b05a54fa0
3.0,-0.3875,True,False,DONE,29.06666666666821,['fork/slot geometry collision'],8702c35a61ba6636d4a22a0209ec980923c07cf96c13b5d5cc13eb3009bef2b1
3.0,-0.38125,True,False,DONE,29.056666666668207,['fork/slot geometry collision'],1af05aafc22ce8113c861bec668e0a418e1e7c474b84052a2b2e5520d676dd4e
3.0,-0.09375,True,True,DONE,24.78666666666797,[],0e945d6b6d49d6f75e24946b832b5091d832095e49a818efcb6a386a4c12fea2
3.0,-0.1875,True,True,DONE,24.996666666668006,[],77a341e4578c024e20049e0e5f68ce38d9fee63773d5628d44cbd530410aca07
3.0,-0.28125,True,False,DONE,25.040000000001346,['fork/slot geometry collision'],cb22b2f0753afbfeb26b83418330b76477ea2a95b1b1fc0f3a7dd9ecfbd1cb9b
3.0,-0.3375,True,True,DONE,29.026666666668202,[],9a0038c37cd4040cd8fae70a35bdb76c0dfaa6a163fdd5d634993bd97f384893
3.0,-0.40125,True,False,FAILED,16.199999999999964,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],5dbbadc389e43bec93c1449358f569a8051ca7d9c1dd8b3e537038d6e423f98d
3.0,-0.5,True,False,FAILED,16.266666666666634,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],2d47b9a7e7e28c930d04c57638260e1d622484fdf4b16d9b89ff2ac631fbe931
3.0,-0.240625,True,True,DONE,25.030000000001344,[],bcb5463e29ee76f0e73c80f1f01c6e2b9fed31a90d4e962ea11b3be90a110e33
3.0,-0.2609375,True,True,DONE,25.030000000001344,[],79a485b47568bcd7d7bb8e438f06998f7cabf2e09f0cb578cd454e09e01a316e
3.0,-0.2710938,True,True,DONE,25.040000000001346,[],a0b9cb6707879220c620119727e5cdc25e53e8d58ddd774070a10ebde4a5e251
3.0,-0.2761719,True,True,DONE,25.040000000001346,[],0fc12c99cd90aa17bd74e98cea8598f3b0714541c9c4ef61c25d32a6d8bf4858
3.0,-0.069043,True,True,DONE,24.78666666666797,[],018b5a5d07c5c0fc76a9c62b364cbb2f2551e3173c6ba64f931781d4513a6884
3.0,-0.1380859,True,True,DONE,24.79666666666797,[],b3a67ec9daf52bc7968cdc6a8cd0b3f3c84129e22bbebc82f93ab5663d5ebbd6
3.0,-0.2071289,True,True,DONE,25.006666666668007,[],ffd79d07a948d3f70e368724c2594856c5d4c30bb2ed0baa30bcae6e0706208b
