distance_m,lateral_m,facing,success,state,elapsed,reasons,trace_hash
3.0,-0.2485547,True,True,DONE,25.030000000001344,[],c3a1aefd81d8e23a7bc187728d33d9285f13df734aca0b6e049e1a4245ff6c26
3.5,0.0,True,True,DONE,18.966666666666956,[],322357fc1cd015db75d28a0262dbec25dcf7b24463642ab12afdd2fff4bfd1e1
3.5,0.1,True,True,DONE,18.966666666666956,[],5331423672a67842dbbd97855e62be92281218bd90f8d69e2abbcf84c7cb1308
3.5,0.2,True,True,DONE,27.093333333334932,[],a98ac987e06726399c069a4de321cb3ee9a68eaeb5596399e713591136af07d7
3.5,0.4,True,True,DONE,27.21666666666827,[],ef51b3bbd8dbd5f9aca209e0c7e35eb23556c6af63a667870a4d8c9d0724e8c5
3.5,0.8,True,False,FAILED,22.166666666666927,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],dd64c11db529a2cf5b9fade85c08cadefbdec18966ad034a4ff462e77619a443
3.5,0.6,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],fb1e8e8c4b7053da9ccb920e46453b552e072411e42918f5f6e15279d2a57e8b
3.5,0.5,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],28ce37590ad531bbdeb08b3b6a25324c281eedf8a8dbca66369be5657f1c7a78
3.5,0.45,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],2e54ffb67612e0d31c63ecc41e85dfd6541eb3f3a7ea2e40e418a3b8b334003e
3.5,0.425,True,False,DONE,27.226666666668272,['fork/slot geometry collision'],cbeb5bb10c54194ce24a170a041d62cedc900d2083e9b16caa227cb12115cb79
3.5,0.4125,True,True,DONE,27.226666666668272,[],762ad803f9e0b759a345d65c2b27bd71f2ce3699902ea769fc3dcc24a6ea8bad
3.5,0.41875,True,True,DONE,27.226666666668272,[],62c511552298ed24c5718eecf2331e9399db23444363e52533232db745417747
3.5,0.1046875,True,True,DONE,18.966666666666956,[],9093a342e3facc7e03aa12588ea60c2a9037132075ef816d582592d9b9bc7891
3.5,0.209375,True,True,DONE,27.093333333334932,[],d29e32169d5d8330888a3fc726ec17db379636fad3a21c4d8051e480920e84c7
3.5,0.3140625,True,True,DONE,27.183333333334936,[],1887db0ef2488224d5b4dbccfbcce8067a7016e21ef301b2d34da77d188c80f5
3.5,0.376875,True,True,DONE,27.20666666666827,[],ed6b78b566007299d166b75b43d32bb1f76f086c7437ead48e56adb72dbf9f63
3.5,0.445,True,False,FAILED,22.033333333333587,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],e05d5fc30a1ba1e3991bebbd059a0bba2bbbe4e263ceb13d2fc220b6d7be50f4
3.5,1.0,True,False,FAILED,22.233333333333597,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],e8ddc114b01fa8fbbc7245830a1fe1d99c65f3671a18373fdb0ab98260b4b6fb
3.5,-0.1,True,True,DONE,18.966666666666956,[],5735a106428a5b751d8dff001a1e1d80ad8095d35b1e85abe606fd579d21a922
3.5,-0.2,True,True,DONE,27.093333333334932,[],f4741c6088957728ee0c2d7b74b1773a27106611b41e301efbc4269e8a27bc03
3.5,-0.4,True,True,DONE,27.21666666666827,[],68b4b519f7ac19660653e19689358339dcb5026fad646d33c4dbe6ef724d62e8
3.5,-0.8,True,False,FAILED,22.166666666666927,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],192670acd02614abd1888544d7d53c524d500fb4954dfccd0843b674f5043073
3.5,-0.6,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],c0f0f4db143c916735b448301ae05b659b93ef780b2df1975f780d41bd8eda77
3.5,-0.5,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],385d57ceba75383929aec7cb842a4463c21eed7e5a69a9b55a53a800bf390490
3.5,-0.45,True,False,FAILED,22.066666666666922,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],02d20690b6b6f6a81937e502528082ee1853730593150a2d04e620641f6ff446
3.5,-0.425,True,False,DONE,27.226666666668272,['fork/slot geometry collision'],1c2fb837f83135c0528dba088df285de0b1477adcd654de90a05baccadccb757
3.5,-0.4125,True,True,DONE,27.226666666668272,[],5f41589f1246378ab8df1de91577ee73f59cada551c37f820489332b7ee87a5d
3.5,-0.41875,True,True,DONE,27.226666666668272,[],78308d325bcd6e419a929dec938bd82b103d448326cfea853de5b6e4d3603123
3.5,-0.1046875,True,True,DONE,18.966666666666956,[],5c6d532204e0d4dbf1d36e1ba2311be01ccb5346d1a4d14ffac804527f86eaf1
3.5,-0.209375,True,True,DONE,27.093333333334932,[],39e5416130323ea58488adb4d5744d2b7280ad191043651eadc9ab2f604344e3
3.5,-0.3140625,True,True,DONE,27.183333333334936,[],7d5b1f3a6e1887414ee755ff3c1e20e9b2b6016932d36e70c2b84b9843c61f13
3.5,-0.376875,True,True,DONE,27.20666666666827,[],381cd028c4b361ba36f8a95beaf5fe09ef644acb1cc36c497b3b46600e1784c6
3.5,-0.445,True,False,FAILED,22.033333333333587,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],bd1bb65da5fa13706b26145c6307737f426f5508bfc534880e47ddc9b3901a9c
3.5,-1.0,True,False,FAILED,22.233333333333597,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],a8e8e7fae5f73f9297bbd106c01cf95a9670c32b2b3dd3ca1227fdd3193cf4cd
4.0,0.0,True,True,DONE,20.720000000000592,[],811fbb901939cd698b267c3571ca7ae15eaf52a942fe81101ce3de2822174fae
4.0,0.1,True,True,DONE,28.463333333334997,[],a52470f43c002d94259fabc541a94bdfd1e92c8e7812ee114dc21a7c48109c02
4.0,0.2,True,True,DONE,36.286666666667195,[],8c8ec55bd5e054da3de573a1b59fb2c155bc4ea03503db4106e5454a6d164e2c
4.0,0.4,True,True,DONE,37.026666666666976,[],8a1567f46a177538b608e2e7381fbd863d856a5f02b900a5263ce1292050dc67
4.0,0.8,True,False,FAILED,28.26666666666723,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],583eb60c074e685018ae0284d0e75e38bce2750ab9595b6d0923259d071cad6f
4.0,0.6,True,True,DONE,41.03666666666565,[],38b5ef591a707d5983902604989f1f80d5cf23231a2d54975bfccf00a2630ebb
4.0,0.7,True,False,FAILED,28.233333333333896,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],a5570babc12e3b1752d524b628ad2049bd0ae0d74926a76ff655c10e0cf4c275
4.0,0.65,True,True,DONE,41.06666666666565,[],d71f09446cc3e4da882b12e3a889c0672c91eaa344a5d3cbcec5494ac4069db2
4.0,0.675,True,False,DONE,41.076666666665645,['fork/slot geometry collision'],61da755d8c851581b1894f5317615421d6ce5291eabdfeee4ce8bfb35c4a4bc5
4.0,0.6625,True,False,DONE,41.06666666666565,['fork/slot geometry collision'],b8c9c7e6222b41b22c42cce58bbce1097bd98452143c7dbc73c3c684cf655ac1
4.0,0.65625,True,False,DONE,41.06666666666565,['fork/slot geometry collision'],931aef1d4e49ad0afaa87d59e2b83e696a13c9d53a692bebd08dd05402cc4193
4.0,0.1625,True,True,DONE,35.88666666666732,[],301899d16a78b6906eff84fd4c8d0807c7be24ca93e68064d5f1d9118493210b
4.0,0.325,True,True,DONE,36.75333333333372,[],8cdebcd7d4740b275862e57d0c307250240cda4ecebd921b3d1683218d722bb8
4.0,0.4875,True,True,DONE,37.0200000000003,[],1a7abdfcaa1cf1b85c56c4775657a6574db1617862bbbe1fa8848ef67e1b6a82
4.0,0.585,True,True,DONE,41.033333333332315,[],b3bd985b396656a043536a07ad52e82fd0b5e57a20b50c6c8b0c6820b30b0683
4.0,0.67625,True,False,DONE,41.076666666665645,['fork/slot geometry collision'],41da59f47bcf0b803a7b1eafdade382317f8c12a9f5cd6d17ccaaa051dbc57eb
4.0,1.0,True,False,FAILED,28.433333333333906,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],4f2c299244e5ed819f55df96e3c5ac323997de1b2566f3185eb6f988c8dadd85
4.0,-0.1,True,True,DONE,28.463333333334997,[],3bc304575596c87260f97c2afc2f24f2c2e281438a7600220ef00792fe8f7323
4.0,-0.2,True,True,DONE,36.286666666667195,[],a8cbbee78a8b2fae24c4bad0957f0db6d6cc88b4191d73080415891a0cf614b4
4.0,-0.4,True,True,DONE,37.026666666666976,[],ff7530a992cbf949e761e6b5e4c9c27f3eb53ab59e0edc9b54e9c5d7d1e79abd
4.0,-0.8,True,False,FAILED,28.26666666666723,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],66b19f56eb2d00ee6c762934fd0d4befea69722b96f25eecf68fe8639331020f
4.0,-0.6,True,True,DONE,41.03666666666565,[],ef08e5cdf50604294827bee1234c6e094f604ea172de1a9c88c69284fc30b6bd
4.0,-0.7,True,False,FAILED,28.233333333333896,['waypoint planner: no rotation+forward action restores safe horizontal/vertical visibility'],08b619040bbd4360783acc8b41a369619f71b67d1094fe85c64751e6bf80a012
