frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
36,-18.694925,1,1,0.900391,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.27166665,4.68606949,pnp_visible_ransac,9,0.493458,9,0,
37,-16.877285,1,1,0.904785,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.15671971,4.65016270,pnp_visible_ransac,9,0.512674,9,1,
38,-15.043401,1,1,0.895020,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.00327684,4.65455627,pnp_visible_ransac,9,0.585199,9,2,
39,-14.136203,1,1,0.918457,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.15863302,4.75374508,pnp_visible_ransac,9,0.623083,9,3,
40,-12.628323,1,1,0.911133,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.27357110,4.73479557,pnp_visible_ransac,9,0.793507,9,4,
41,-13.161781,1,1,0.913574,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.27025771,4.70754957,pnp_visible_ransac,9,0.611659,9,5,
42,-13.918460,1,1,0.926270,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.17321967,4.70203733,pnp_visible_ransac,9,0.485527,9,6,
43,-14.885742,1,1,0.927734,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.15675959,4.74179697,pnp_visible_ransac,9,0.452372,9,7,
44,-15.034224,1,1,0.928711,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.16462389,4.71576929,pnp_visible_ransac,9,0.556154,9,8,
45,-14.767929,1,1,0.926270,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,0.17781805,4.72046709,pnp_visible_ransac,9,0.514968,9,9,
