frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
52,-15.125568,1,1,0.950195,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.13982043,3.31855202,pnp_visible_ransac,9,0.464856,9,0,
53,-15.171217,1,1,0.950195,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.13964067,3.32037997,pnp_visible_ransac,9,0.440442,9,1,
54,-15.124887,1,1,0.950195,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14018336,3.32163835,pnp_visible_ransac,9,0.504652,9,2,
55,-15.062585,1,1,0.950684,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14031257,3.32453179,pnp_visible_ransac,9,0.429302,9,3,
56,-14.970004,1,1,0.950195,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14097723,3.32610893,pnp_visible_ransac,9,0.484881,9,4,
57,-15.048012,1,1,0.950195,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14039209,3.32526684,pnp_visible_ransac,9,0.416765,9,5,
58,-15.065119,1,1,0.950684,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.13982300,3.32296276,pnp_visible_ransac,9,0.362721,9,6,
59,-15.050160,1,1,0.950684,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.13990627,3.32370186,pnp_visible_ransac,9,0.360812,9,7,
60,-15.689807,1,1,0.947754,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14160828,3.32119250,pnp_visible_ransac,9,0.420408,9,8,
61,-15.383126,1,1,0.948730,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.13966890,3.31877446,pnp_visible_ransac,9,0.524211,9,9,
62,-15.750656,1,1,0.946777,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.14684939,3.33408308,pnp_visible_ransac,9,0.527392,9,10,
63,-15.785308,1,1,0.945312,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.16538937,3.32917547,pnp_visible_ransac,9,0.571775,9,11,
64,-17.136167,1,1,0.947754,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.30074939,3.30593300,pnp_visible_ransac,9,0.400825,9,12,
65,-21.237075,1,1,0.937500,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.62313724,3.24679732,pnp_visible_ransac,9,0.616661,9,13,
66,-24.591848,1,1,0.782715,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.87771302,3.16535211,pnp_visible_ransac,9,0.840523,9,14,
67,-26.050702,1,1,0.891602,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.97967207,3.12205386,pnp_visible_ransac,9,0.547070,9,15,
68,-24.467533,1,1,0.836426,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.88571173,3.17082572,pnp_visible_ransac,9,0.771611,9,16,
