frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
104,-8.224113,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22796935,3.35520172,pnp_visible_ransac,9,0.735467,9,0,
105,-8.270475,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22787726,3.35535336,pnp_visible_ransac,9,0.676552,9,1,
106,-8.330330,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22764431,3.35674787,pnp_visible_ransac,9,0.661045,9,2,
107,-8.290509,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22702557,3.35290027,pnp_visible_ransac,9,0.742608,9,3,
108,-8.223077,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22795345,3.35492015,pnp_visible_ransac,9,0.706963,9,4,
109,-8.261415,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22723854,3.35211706,pnp_visible_ransac,9,0.681460,9,5,
110,-8.247746,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22740740,3.35116529,pnp_visible_ransac,9,0.669814,9,6,
111,-8.231721,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22749783,3.35179949,pnp_visible_ransac,9,0.658499,9,7,
112,-8.225445,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22803165,3.35333157,pnp_visible_ransac,9,0.707358,9,8,
113,-8.231721,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22749783,3.35179949,pnp_visible_ransac,9,0.658499,9,9,
114,-8.223077,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22795345,3.35492015,pnp_visible_ransac,9,0.706963,9,10,
115,-8.323412,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22727369,3.35425377,pnp_visible_ransac,9,0.602920,9,11,
116,-8.301147,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22789845,3.35642600,pnp_visible_ransac,9,0.641262,9,12,
117,-8.261415,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22723854,3.35211706,pnp_visible_ransac,9,0.681460,9,13,
118,-8.261415,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22723854,3.35211706,pnp_visible_ransac,9,0.681460,9,14,
119,-8.292756,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22725272,3.35318327,pnp_visible_ransac,9,0.638426,9,15,
120,-8.116763,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22806592,3.35075164,pnp_visible_ransac,9,0.816625,9,16,
121,-8.131742,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22817342,3.35245275,pnp_visible_ransac,9,0.755922,9,17,
122,-8.147410,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22808681,3.35182428,pnp_visible_ransac,9,0.776519,9,18,
123,-8.113497,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22786714,3.35069871,pnp_visible_ransac,9,0.797206,9,19,
124,-8.113497,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22786714,3.35069871,pnp_visible_ransac,9,0.797206,9,20,
125,-8.147410,1,1,0.953125,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22808681,3.35182428,pnp_visible_ransac,9,0.776519,9,21,
126,-8.147410,1,1,0.952637,sha256:4ee578e02810caae56b786c23a084121f4dfb33941e11d4d3fb216b9bfbbe60e,heading,pnp_face_orientation,1,-0.22808681,3.35182428,pnp_visible_ransac,9,0.776519,9,22,
