t_iso,t_mono,sim_time_s,frame_i,fsm_state,camera_frame_number,inference_ran,pose_src,model_det_ok,pnp_ok,result_fps,result_interval_s,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,pose_result_host_mono_ms,pos_x_m,pos_z_m,yaw_deg
2026-09-09T06:47:53.768+00:00,1000.0,0.0,0,PRECHECK,0,0,simulation,1,,,,1000000.0,1000000.0,0.0,1000000.0,0.0,4.0,-25.0
2026-09-09T06:47:53.801+00:00,1000.0333333333333,0.03333333333333333,1,SEARCH_SWEEP,1,0,simulation,1,,30.0,0.03333333333333333,1000033.3333333333,1000033.3333333333,0.0,1000033.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:53.835+00:00,1000.0666666666667,0.06666666666666667,2,ACQUIRE_VERIFY,2,0,simulation,1,,30.0,0.03333333333333333,1000066.6666666667,1000066.6666666667,0.0,1000066.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:53.868+00:00,1000.1,0.1,3,ACQUIRE_VERIFY,3,0,simulation,1,,29.999999999999993,0.03333333333333334,1000100.0,1000100.0,0.0,1000100.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:53.901+00:00,1000.1333333333333,0.13333333333333333,4,ACQUIRE_VERIFY,4,0,simulation,1,,30.000000000000007,0.033333333333333326,1000133.3333333334,1000133.3333333334,0.0,1000133.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:53.935+00:00,1000.1666666666666,0.16666666666666666,5,ACQUIRE_VERIFY,5,0,simulation,1,,30.000000000000007,0.033333333333333326,1000166.6666666666,1000166.6666666666,0.0,1000166.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:53.968+00:00,1000.2,0.19999999999999998,6,ACQUIRE_VERIFY,6,0,simulation,1,,30.000000000000007,0.033333333333333326,1000200.0,1000200.0,0.0,1000200.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.001+00:00,1000.2333333333333,0.2333333333333333,7,ACQUIRE_VERIFY,7,0,simulation,1,,30.000000000000007,0.033333333333333326,1000233.3333333334,1000233.3333333334,0.0,1000233.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.035+00:00,1000.2666666666667,0.26666666666666666,8,ACQUIRE_VERIFY,8,0,simulation,1,,29.999999999999982,0.033333333333333354,1000266.6666666666,1000266.6666666666,0.0,1000266.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.068+00:00,1000.3,0.3,9,ACQUIRE_VERIFY,9,0,simulation,1,,30.000000000000007,0.033333333333333326,1000300.0,1000300.0,0.0,1000300.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.101+00:00,1000.3333333333334,0.3333333333333333,10,ACQUIRE_VERIFY,10,0,simulation,1,,30.000000000000007,0.033333333333333326,1000333.3333333334,1000333.3333333334,0.0,1000333.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.135+00:00,1000.3666666666667,0.36666666666666664,11,ACQUIRE_VERIFY,11,0,simulation,1,,30.000000000000007,0.033333333333333326,1000366.6666666666,1000366.6666666666,0.0,1000366.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.168+00:00,1000.4,0.39999999999999997,12,ACQUIRE_VERIFY,12,0,simulation,1,,30.000000000000007,0.033333333333333326,1000400.0,1000400.0,0.0,1000400.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.201+00:00,1000.4333333333333,0.4333333333333333,13,ACQUIRE_VERIFY,13,0,simulation,1,,30.000000000000007,0.033333333333333326,1000433.3333333333,1000433.3333333333,0.0,1000433.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.235+00:00,1000.4666666666667,0.4666666666666666,14,ACQUIRE_VERIFY,14,0,simulation,1,,30.000000000000007,0.033333333333333326,1000466.6666666667,1000466.6666666667,0.0,1000466.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.268+00:00,1000.5,0.49999999999999994,15,ACQUIRE_VERIFY,15,0,simulation,1,,30.000000000000007,0.033333333333333326,1000500.0,1000500.0,0.0,1000500.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.301+00:00,1000.5333333333333,0.5333333333333333,16,ACQUIRE_VERIFY,16,0,simulation,1,,29.999999999999957,0.03333333333333338,1000533.3333333333,1000533.3333333333,0.0,1000533.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.335+00:00,1000.5666666666667,0.5666666666666667,17,ACQUIRE_VERIFY,17,0,simulation,1,,30.000000000000007,0.033333333333333326,1000566.6666666667,1000566.6666666667,0.0,1000566.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.368+00:00,1000.6,0.6,18,ACQUIRE_VERIFY,18,0,simulation,1,,30.000000000000007,0.033333333333333326,1000600.0,1000600.0,0.0,1000600.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.401+00:00,1000.6333333333333,0.6333333333333333,19,ACQUIRE_VERIFY,19,0,simulation,1,,30.000000000000007,0.033333333333333326,1000633.3333333334,1000633.3333333334,0.0,1000633.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.435+00:00,1000.6666666666666,0.6666666666666666,20,ACQUIRE_VERIFY,20,0,simulation,1,,30.000000000000007,0.033333333333333326,1000666.6666666666,1000666.6666666666,0.0,1000666.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.468+00:00,1000.7,0.7,21,ACQUIRE_VERIFY,21,0,simulation,1,,30.000000000000007,0.033333333333333326,1000700.0,1000700.0,0.0,1000700.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.501+00:00,1000.7333333333333,0.7333333333333333,22,ACQUIRE_VERIFY,22,0,simulation,1,,30.000000000000007,0.033333333333333326,1000733.3333333334,1000733.3333333334,0.0,1000733.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.535+00:00,1000.7666666666667,0.7666666666666666,23,ACQUIRE_VERIFY,23,0,simulation,1,,30.000000000000007,0.033333333333333326,1000766.6666666666,1000766.6666666666,0.0,1000766.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.568+00:00,1000.8,0.7999999999999999,24,ACQUIRE_VERIFY,24,0,simulation,1,,30.000000000000007,0.033333333333333326,1000800.0,1000800.0,0.0,1000800.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.601+00:00,1000.8333333333334,0.8333333333333333,25,ACQUIRE_VERIFY,25,0,simulation,1,,30.000000000000007,0.033333333333333326,1000833.3333333334,1000833.3333333334,0.0,1000833.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.635+00:00,1000.8666666666667,0.8666666666666666,26,ACQUIRE_VERIFY,26,0,simulation,1,,30.000000000000007,0.033333333333333326,1000866.6666666666,1000866.6666666666,0.0,1000866.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.668+00:00,1000.9,0.8999999999999999,27,ACQUIRE_VERIFY,27,0,simulation,1,,30.000000000000007,0.033333333333333326,1000900.0,1000900.0,0.0,1000900.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.701+00:00,1000.9333333333333,0.9333333333333332,28,ACQUIRE_VERIFY,28,0,simulation,1,,30.000000000000007,0.033333333333333326,1000933.3333333333,1000933.3333333333,0.0,1000933.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.735+00:00,1000.9666666666667,0.9666666666666666,29,ACQUIRE_VERIFY,29,0,simulation,1,,30.000000000000007,0.033333333333333326,1000966.6666666667,1000966.6666666667,0.0,1000966.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.768+00:00,1001.0,0.9999999999999999,30,ACQUIRE_VERIFY,30,0,simulation,1,,30.000000000000007,0.033333333333333326,1001000.0,1001000.0,0.0,1001000.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.801+00:00,1001.0333333333333,1.0333333333333332,31,ACQUIRE_VERIFY,31,0,simulation,1,,30.000000000000007,0.033333333333333326,1001033.3333333333,1001033.3333333333,0.0,1001033.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.835+00:00,1001.0666666666667,1.0666666666666667,32,ACQUIRE_VERIFY,32,0,simulation,1,,29.999999999999908,0.03333333333333344,1001066.6666666667,1001066.6666666667,0.0,1001066.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.868+00:00,1001.1,1.1,33,ACQUIRE_VERIFY,33,0,simulation,1,,29.999999999999908,0.03333333333333344,1001100.0,1001100.0,0.0,1001100.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.901+00:00,1001.1333333333333,1.1333333333333335,34,ACQUIRE_VERIFY,34,0,simulation,1,,29.999999999999908,0.03333333333333344,1001133.3333333334,1001133.3333333334,0.0,1001133.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.935+00:00,1001.1666666666666,1.166666666666667,35,ACQUIRE_VERIFY,35,0,simulation,1,,29.999999999999908,0.03333333333333344,1001166.6666666666,1001166.6666666666,0.0,1001166.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:54.968+00:00,1001.2,1.2000000000000004,36,ACQUIRE_VERIFY,36,0,simulation,1,,29.999999999999908,0.03333333333333344,1001200.0,1001200.0,0.0,1001200.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.001+00:00,1001.2333333333333,1.2333333333333338,37,ACQUIRE_VERIFY,37,0,simulation,1,,29.999999999999908,0.03333333333333344,1001233.3333333334,1001233.3333333334,0.0,1001233.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.035+00:00,1001.2666666666667,1.2666666666666673,38,ACQUIRE_VERIFY,38,0,simulation,1,,29.999999999999908,0.03333333333333344,1001266.6666666666,1001266.6666666666,0.0,1001266.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.068+00:00,1001.3,1.3000000000000007,39,ACQUIRE_VERIFY,39,0,simulation,1,,29.999999999999908,0.03333333333333344,1001300.0,1001300.0,0.0,1001300.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.101+00:00,1001.3333333333334,1.3333333333333341,40,ACQUIRE_VERIFY,40,0,simulation,1,,29.999999999999908,0.03333333333333344,1001333.3333333334,1001333.3333333334,0.0,1001333.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.135+00:00,1001.3666666666667,1.3666666666666676,41,ACQUIRE_VERIFY,41,0,simulation,1,,29.999999999999908,0.03333333333333344,1001366.6666666666,1001366.6666666666,0.0,1001366.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.168+00:00,1001.4,1.400000000000001,42,ACQUIRE_VERIFY,42,0,simulation,1,,29.999999999999908,0.03333333333333344,1001400.0,1001400.0,0.0,1001400.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.201+00:00,1001.4333333333333,1.4333333333333345,43,ACQUIRE_VERIFY,43,0,simulation,1,,29.999999999999908,0.03333333333333344,1001433.3333333333,1001433.3333333333,0.0,1001433.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.235+00:00,1001.4666666666667,1.466666666666668,44,ACQUIRE_VERIFY,44,0,simulation,1,,29.999999999999908,0.03333333333333344,1001466.6666666667,1001466.6666666667,0.0,1001466.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.268+00:00,1001.5,1.5000000000000013,45,ACQUIRE_VERIFY,45,0,simulation,1,,29.999999999999908,0.03333333333333344,1001500.0,1001500.0,0.0,1001500.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.301+00:00,1001.5333333333333,1.5333333333333348,46,ACQUIRE_VERIFY,46,0,simulation,1,,29.999999999999908,0.03333333333333344,1001533.3333333333,1001533.3333333333,0.0,1001533.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.335+00:00,1001.5666666666667,1.5666666666666682,47,ACQUIRE_VERIFY,47,0,simulation,1,,29.999999999999908,0.03333333333333344,1001566.6666666667,1001566.6666666667,0.0,1001566.6666666667,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.368+00:00,1001.6,1.6000000000000016,48,ACQUIRE_VERIFY,48,0,simulation,1,,29.999999999999908,0.03333333333333344,1001600.0,1001600.0,0.0,1001600.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.401+00:00,1001.6333333333333,1.633333333333335,49,ACQUIRE_VERIFY,49,0,simulation,1,,29.999999999999908,0.03333333333333344,1001633.3333333334,1001633.3333333334,0.0,1001633.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.435+00:00,1001.6666666666666,1.6666666666666685,50,ACQUIRE_VERIFY,50,0,simulation,1,,29.999999999999908,0.03333333333333344,1001666.6666666666,1001666.6666666666,0.0,1001666.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.468+00:00,1001.7,1.700000000000002,51,ACQUIRE_VERIFY,51,0,simulation,1,,29.999999999999908,0.03333333333333344,1001700.0,1001700.0,0.0,1001700.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.501+00:00,1001.7333333333333,1.7333333333333354,52,ACQUIRE_VERIFY,52,0,simulation,1,,29.999999999999908,0.03333333333333344,1001733.3333333334,1001733.3333333334,0.0,1001733.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.535+00:00,1001.7666666666667,1.7666666666666688,53,ACQUIRE_VERIFY,53,0,simulation,1,,29.999999999999908,0.03333333333333344,1001766.6666666666,1001766.6666666666,0.0,1001766.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.568+00:00,1001.8,1.8000000000000023,54,ACQUIRE_VERIFY,54,0,simulation,1,,29.999999999999908,0.03333333333333344,1001800.0,1001800.0,0.0,1001800.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.601+00:00,1001.8333333333334,1.8333333333333357,55,ACQUIRE_VERIFY,55,0,simulation,1,,29.999999999999908,0.03333333333333344,1001833.3333333334,1001833.3333333334,0.0,1001833.3333333334,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.635+00:00,1001.8666666666667,1.8666666666666691,56,ACQUIRE_VERIFY,56,0,simulation,1,,29.999999999999908,0.03333333333333344,1001866.6666666666,1001866.6666666666,0.0,1001866.6666666666,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.668+00:00,1001.9,1.9000000000000026,57,ACQUIRE_VERIFY,57,0,simulation,1,,29.999999999999908,0.03333333333333344,1001900.0,1001900.0,0.0,1001900.0,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.701+00:00,1001.9333333333333,1.933333333333336,58,ACQUIRE_VERIFY,58,0,simulation,1,,29.999999999999908,0.03333333333333344,1001933.3333333333,1001933.3333333333,0.0,1001933.3333333333,0.0,3.9999999999999996,-25.0
2026-09-09T06:47:55.735+00:00,1001.9666666666667,1.9666666666666694,59,ACQUIRE_VERIFY,59,0,simulation,1,,29.999999999999908,0.03333333333333344,1001966.6666666667,1001966.6666666667,0.0,1001966.6666666667,0.0,3.9999999999999996,-25.0
