beta_deg,camera_z_m,category,clearance_m,cycles,elapsed_sec,final_camera_z_m,final_yaw_deg,forward_m,min_fov_deg,radius_m,reason,success,terminal,turn_deg,x_m,y_m
5.0,2.2720929160495396,3,0.019995377613250265,1,13.657114919000676,2.20567401304315,6.5,0.06675358722046956,4.618043714395299,3.5,insertion accepted,True,READY_TO_INSERT,7.5,0.3050450996168036,3.4866814433211095
7.5,2.2747053262444044,3,0.015320655219502155,1,13.71990832665037,2.2057877212884747,9.5,0.06971863940514565,4.460380027070478,3.5,insertion accepted,True,READY_TO_INSERT,8.0,0.4568416727701805,3.4700570148083365
10.0,2.2783557358432853,2,0.009312660729093591,1,13.790681105554114,2.2059172902017923,12.5,0.0738899450203828,4.330583589548983,3.5,insertion accepted,True,READY_TO_INSERT,8.5,0.6077686218342562,3.446827135542728
12.5,2.2830371960840363,2,0.0018124358648802796,1,13.868644716051733,2.2060666064348715,15.5,0.07924862342554605,4.228055287242768,3.5,insertion accepted,True,READY_TO_INSERT,9.0,0.7575386487833601,3.4170360249197667
15.0,2.288740795541012,3,0.019506497075621465,1,14.065114118802654,2.2083664002864896,18.0,0.08396041073289362,3.4990561055703253,3.5,insertion accepted,True,READY_TO_INSERT,11.0,0.9058666578588226,3.380740392011739
17.5,2.295455677088475,2,0.006523467351562451,1,14.237782276597954,2.208598621137191,20.0,0.09158773193817861,3.4455603009804605,3.5,insertion accepted,True,READY_TO_INSERT,12.5,1.0524702982649559,3.3380093276187943
20.0,2.3031690585677502,1,0.0,1,9.671567705679351,2.2,28.5,0.09820610980262749,2.760910446478043,3.5,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.5,1.1970705016398404,3.2889241727506793
22.5,2.3118662571187922,1,0.0,1,9.797874504551885,2.2,32.0,0.10557315249427546,2.0967452822053048,3.5,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.5,1.3393920132778143,3.2335783637895035
25.0,2.3215307171298423,1,0.0,1,9.926552525360322,2.2,35.5,0.11362864137786553,1.4516097169036044,3.5,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.5,1.4791639160924481,3.1720772546282747
27.5,2.332144041751978,1,0.0,1,10.080972848533818,2.2,39.5,0.11912308170507308,0.17671699144636577,3.5,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,12.0,1.6161201463226187,3.104537916123776
30.0,2.3436860279185585,1,0.0,0,4.597082364758947,2.3561478189621634,35.0,0.0,7.61017283472945,3.5,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.0,1.7499999999999998,3.0310889132455356
32.5,2.3561347048029124,1,0.0,0,4.629647833837396,2.3704807798014285,38.0,0.0,7.637952410412618,3.5,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,1.8805486292138833,2.9518700603451
35.0,2.3694663756410543,1,0.0,0,4.662331817870836,2.385736364666432,41.0,0.0,7.695385755462224,3.5,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,2.007517527228661,2.8670321550114712
37.5,2.3836556628398204,1,0.0,0,0.0,2.3836556628398204,37.5,0.0,7.781308620443362,3.5,waypoint planner: staging overtravel lateral +2.131m exceeds 0.100m limit,False,FAILED,0,2.1306650015305224,2.776736691019323
40.0,2.398675556284562,1,0.0,0,0.0,2.398675556284562,40.0,0.0,7.894570500617739,3.5,waypoint planner: staging overtravel lateral +2.250m exceeds 0.100m limit,False,FAILED,0,2.249756633902887,2.681155550916423
42.5,2.4144974647544317,1,0.0,0,0.0,2.4144974647544317,42.5,0.0,8.034038960810644,3.5,waypoint planner: staging overtravel 0.230m exceeds 0.200m limit,False,FAILED,0,2.364565726654811,2.580470678835434
45.0,2.4310912703473986,1,0.0,0,0.0,2.4310912703473986,45.0,0.0,8.198603093079095,3.5,waypoint planner: staging overtravel 0.335m exceeds 0.200m limit,False,FAILED,0,2.4748737341529163,2.4748737341529163
-45.0,2.5310912703473987,1,0.0,0,0.0,2.5310912703473987,-45.0,0.0,8.70276069950209,3.6,waypoint planner: staging overtravel 0.264m exceeds 0.200m limit,False,FAILED,0,-2.5455844122715714,2.5455844122715714
-42.5,2.514497464754432,1,0.0,0,0.0,2.514497464754432,-42.5,0.0,8.549062965611283,3.6,waypoint planner: staging overtravel lateral -2.432m exceeds 0.100m limit,False,FAILED,0,-2.4321247474163767,2.654198412516447
-40.0,2.498675556284562,1,0.0,0,0.0,2.498675556284562,-40.0,0.0,8.419935780923394,3.6,waypoint planner: staging overtravel lateral -2.314m exceeds 0.100m limit,False,FAILED,0,-2.3140353948715413,2.7577599952283207
-37.5,2.4836556628398205,1,0.0,0,4.666320643836741,2.501322919269026,-43.5,0.0,8.316430530723729,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,-2.1915411444313944,2.8560720250484466
-35.0,2.4694663756410544,1,0.0,0,4.633316602640505,2.4852030330418264,-40.5,0.0,8.239614973049873,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,-2.064875170863766,2.9489473594403703
-32.5,2.456134704802913,1,0.0,0,4.632831670639874,2.470020399638147,-38.0,0.0,8.190569561261936,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,-1.9342785900485657,3.0362092049263887
-30.0,2.4436860279185586,1,0.0,1,15.049947294569762,2.3109972867292212,-34.5,0.14605712890624994,0.5751122829959883,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,20.5,-1.7999999999999998,3.1176914536239795
-27.5,2.432144041751978,1,0.0,1,10.509755893483174,2.2,-39.0,0.22029865783365193,0.30234252643571935,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,11.5,-1.662295007646122,3.1932389994415984
-25.0,2.4215307171298424,1,0.0,1,10.363401276901698,2.2,-35.0,0.214774286485003,1.6500096664546398,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.0,-1.521425742266518,3.26270803333194
-22.5,2.4118662571187923,1,0.0,1,10.247598077006302,2.2,-31.5,0.20672593574774512,2.3435795694935067,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.0,-1.3776603565143233,3.325966317040632
-20.0,2.4031690585677503,1,0.0,1,10.133968701352515,2.2,-28.0,0.19934387139724366,3.055758899160878,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.0,-1.2312725159724074,3.3828934348292705
-17.5,2.395455677088475,3,0.020360917787532684,1,14.74525689895097,2.209736231860287,-20.0,0.19073221807555948,3.111389849118506,3.6,insertion accepted,True,READY_TO_INSERT,12.5,-1.0825408782153834,3.433381022693617
-15.0,2.3887407955410125,2,0.008278279370679653,1,14.514229358537634,2.207201526045147,-18.0,0.18512901804560103,3.8641018268931155,3.6,insertion accepted,True,READY_TO_INSERT,10.0,-0.9317485623690747,3.477332974640646
-12.5,2.3830371960840364,3,0.017925729396089052,1,14.444395683137898,2.2069468933116774,-15.0,0.17870081296237406,3.9653897187620117,3.6,insertion accepted,True,READY_TO_INSERT,9.5,-0.7791826101771704,3.51466562563176
-10.0,2.3783557358432854,4,0.025934755056948866,1,14.379309964781811,2.206719713106117,-12.0,0.17342956485710087,4.092629757988163,3.6,insertion accepted,True,READY_TO_INSERT,9.0,-0.6251334396009492,3.545307910843949
-7.5,2.374705326244404,2,0.006496000505327337,1,14.277980784415547,2.206243859202351,-9.5,0.16933810921432013,4.2465344952034165,3.6,insertion accepted,True,READY_TO_INSERT,8.0,-0.4698942919921857,3.5692015009457174
-5.0,2.37209291604954,3,0.012109529215239057,1,14.223307717873425,2.2060846362232374,-6.5,0.16644532059378267,4.427724882738222,3.6,insertion accepted,True,READY_TO_INSERT,7.5,-0.3137606738915694,3.586300913130284
-2.5,2.370523478129978,4,0.02070933949086201,1,13.944378470994664,2.201868847488474,-3.5,0.1686665137442278,6.641774651602773,3.6,insertion accepted,True,READY_TO_INSERT,4.0,-0.1570297945152096,3.596573597694688
0.0,2.3699999999999997,4,0.05499999999999999,1,5.06727261006759,2.2,0.0,0.16999999999999948,9.582376528829847,3.6,insertion accepted,True,READY_TO_INSERT,0,0.0,3.6
2.5,2.370523478129978,4,0.02070933949086201,1,13.944378470994664,2.201868847488474,3.5,0.1686665137442278,6.641774651602773,3.6,insertion accepted,True,READY_TO_INSERT,4.0,0.1570297945152096,3.596573597694688
5.0,2.37209291604954,3,0.012109529215239057,1,14.223307717873425,2.2060846362232374,6.5,0.16644532059378267,4.427724882738222,3.6,insertion accepted,True,READY_TO_INSERT,7.5,0.3137606738915694,3.586300913130284
7.5,2.374705326244404,2,0.006496000505327337,1,14.277980784415547,2.206243859202351,9.5,0.16933810921432013,4.2465344952034165,3.6,insertion accepted,True,READY_TO_INSERT,8.0,0.4698942919921857,3.5692015009457174
10.0,2.3783557358432854,4,0.025934755056948866,1,14.379309964781811,2.206719713106117,12.0,0.17342956485710087,4.092629757988163,3.6,insertion accepted,True,READY_TO_INSERT,9.0,0.6251334396009492,3.545307910843949
12.5,2.3830371960840364,3,0.017925729396089052,1,14.444395683137898,2.2069468933116774,15.0,0.17870081296237406,3.9653897187620117,3.6,insertion accepted,True,READY_TO_INSERT,9.5,0.7791826101771704,3.51466562563176
15.0,2.3887407955410125,2,0.008278279370679653,1,14.514229358537634,2.207201526045147,18.0,0.18512901804560103,3.8641018268931155,3.6,insertion accepted,True,READY_TO_INSERT,10.0,0.9317485623690747,3.477332974640646
17.5,2.395455677088475,3,0.020360917787532684,1,14.74525689895097,2.209736231860287,20.0,0.19073221807555948,3.111389849118506,3.6,insertion accepted,True,READY_TO_INSERT,12.5,1.0825408782153834,3.433381022693617
20.0,2.4031690585677503,1,0.0,1,10.133968701352515,2.2,28.0,0.19934387139724366,3.055758899160878,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.0,1.2312725159724074,3.3828934348292705
22.5,2.4118662571187923,1,0.0,1,10.247598077006302,2.2,31.5,0.20672593574774512,2.3435795694935067,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.0,1.3776603565143233,3.325966317040632
25.0,2.4215307171298424,1,0.0,1,10.363401276901698,2.2,35.0,0.214774286485003,1.6500096664546398,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.0,1.521425742266518,3.26270803333194
27.5,2.432144041751978,1,0.0,1,10.509755893483174,2.2,39.0,0.22029865783365193,0.30234252643571935,3.6,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,11.5,1.662295007646122,3.1932389994415984
30.0,2.4436860279185586,1,0.0,1,15.049947294569762,2.3109972867292212,34.5,0.14605712890624994,0.5751122829959883,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,20.5,1.7999999999999998,3.1176914536239795
32.5,2.456134704802913,1,0.0,0,4.632831670639874,2.470020399638147,38.0,0.0,8.190569561261936,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,1.9342785900485657,3.0362092049263887
35.0,2.4694663756410544,1,0.0,0,4.633316602640505,2.4852030330418264,40.5,0.0,8.239614973049873,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,2.064875170863766,2.9489473594403703
37.5,2.4836556628398205,1,0.0,0,4.666320643836741,2.501322919269026,43.5,0.0,8.316430530723729,3.6,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,2.1915411444313944,2.8560720250484466
40.0,2.498675556284562,1,0.0,0,0.0,2.498675556284562,40.0,0.0,8.419935780923394,3.6,waypoint planner: staging overtravel lateral +2.314m exceeds 0.100m limit,False,FAILED,0,2.3140353948715413,2.7577599952283207
42.5,2.514497464754432,1,0.0,0,0.0,2.514497464754432,42.5,0.0,8.549062965611283,3.6,waypoint planner: staging overtravel lateral +2.432m exceeds 0.100m limit,False,FAILED,0,2.4321247474163767,2.654198412516447
45.0,2.5310912703473987,1,0.0,0,0.0,2.5310912703473987,45.0,0.0,8.70276069950209,3.6,waypoint planner: staging overtravel 0.264m exceeds 0.200m limit,False,FAILED,0,2.5455844122715714,2.5455844122715714
-45.0,2.6310912703473988,1,0.0,0,0.0,2.6310912703473988,-45.0,0.0,9.175675418191975,3.7,waypoint planner: staging overtravel lateral -2.616m exceeds 0.100m limit,False,FAILED,0,-2.616295090390226,2.616295090390226
-42.5,2.614497464754432,1,0.0,0,0.0,2.614497464754432,-42.5,0.0,9.031852206900934,3.7,waypoint planner: staging overtravel lateral -2.500m exceeds 0.100m limit,False,FAILED,0,-2.499683768177943,2.727926146197459
-40.0,2.598675556284562,1,0.0,0,4.67005278607526,2.6176689091101624,-46.0,0.0,8.912080314614682,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,-2.3783141558401955,2.8343644395402188
-37.5,2.5836556628398206,1,0.0,0,4.669513601561661,2.6007751088058533,-43.5,0.0,8.817355386088026,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,-2.2524172873322663,2.9354073590775704
-35.0,2.5694663756410545,1,0.0,0,4.636276248507755,2.5847426528785444,-40.5,0.0,8.748684899454997,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,-2.1222328144988705,3.03086256386927
-32.5,2.5561347048029126,1,0.0,1,15.233154489287486,2.412193101506989,-37.5,0.15913085937500024,0.3907313488309718,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,22.0,-1.9880085508832481,3.1205483495076773
-30.0,2.5436860279185587,1,0.0,1,15.464688643274044,2.2961233810211126,-34.5,0.26143798828125003,0.5401882829779403,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,19.5,-1.8499999999999999,3.2042939940024233
-27.5,2.532144041751978,1,0.0,1,10.841275527436665,2.2,-38.5,0.3215860924875291,0.4741686293251277,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,11.0,-1.7084698689696256,3.2819400827594203
-25.0,2.5215307171298424,1,0.0,1,10.729341350211044,2.2,-35.0,0.31325506178622375,1.197406294449344,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.0,-1.563687568440588,3.353338812035605
-22.5,2.5118662571187924,1,0.0,1,10.619414884370215,2.2,-31.5,0.3054947698072586,1.9377815958275058,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.0,-1.4159286997508322,3.4183542702917613
-20.0,2.5031690585677504,1,0.0,1,10.511726407337008,2.2,-28.0,0.29837067827140074,2.696617246738267,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.0,-1.2654745303049744,3.4768626969078613
-17.5,2.4954556770884753,3,0.03168806941708757,1,15.054672701084868,2.20860537627652,-20.0,0.2919420620907921,3.475219093959428,3.7,insertion accepted,True,READY_TO_INSERT,11.5,-1.1126114581658106,3.5287527177684397
-15.0,2.488740795541012,3,0.023823860507551697,1,14.945744714702911,2.2081408874218638,-17.5,0.2844862036132597,3.5771392264948716,3.7,insertion accepted,True,READY_TO_INSERT,10.5,-0.9576304668793267,3.5739255572695527
-12.5,2.4830371960840365,2,0.009539416354770458,1,14.764098555395279,2.2057179378573,-15.0,0.2798848499962265,4.3980808740059345,3.7,insertion accepted,True,READY_TO_INSERT,8.5,-0.8008265715709807,3.6122952263437536
-10.0,2.4783557358432855,3,0.01849519947588063,1,14.704013097689398,2.2054801146859653,-12.0,0.27466117848047056,4.546970971267999,3.7,insertion accepted,True,READY_TO_INSERT,8.0,-0.6424982573676422,3.64378868614517
-7.5,2.4747053262444045,4,0.02597056090395078,1,14.64802857980979,2.2052614263222354,-9.0,0.2706129544089804,4.722276635410182,3.7,insertion accepted,True,READY_TO_INSERT,7.5,-0.48294691121419087,3.668345987083099
-5.0,2.4720929160495397,2,0.0064873116637123585,1,14.55498992426105,2.204764029818511,-6.5,0.2677583986340235,4.9246449248336255,3.7,insertion accepted,True,READY_TO_INSERT,6.5,-0.32247624816633524,3.6859203829394587
-2.5,2.4705234781299783,3,0.01403255272290721,1,14.429961798840793,2.203163893696375,-3.5,0.26746136948997473,5.843343895727202,3.7,insertion accepted,True,READY_TO_INSERT,5.0,-0.16139173325174322,3.696478419852874
0.0,2.47,4,0.05499999999999999,1,5.473362820586402,2.2,0.0,0.27,9.582376528829847,3.7,insertion accepted,True,READY_TO_INSERT,0,0.0,3.7
2.5,2.4705234781299783,3,0.01403255272290721,1,14.429961798840793,2.203163893696375,3.5,0.26746136948997473,5.843343895727202,3.7,insertion accepted,True,READY_TO_INSERT,5.0,0.16139173325174322,3.696478419852874
5.0,2.4720929160495397,2,0.0064873116637123585,1,14.55498992426105,2.204764029818511,6.5,0.2677583986340235,4.9246449248336255,3.7,insertion accepted,True,READY_TO_INSERT,6.5,0.32247624816633524,3.6859203829394587
7.5,2.4747053262444045,4,0.02597056090395078,1,14.64802857980979,2.2052614263222354,9.0,0.2706129544089804,4.722276635410182,3.7,insertion accepted,True,READY_TO_INSERT,7.5,0.48294691121419087,3.668345987083099
10.0,2.4783557358432855,3,0.01849519947588063,1,14.704013097689398,2.2054801146859653,12.0,0.27466117848047056,4.546970971267999,3.7,insertion accepted,True,READY_TO_INSERT,8.0,0.6424982573676422,3.64378868614517
12.5,2.4830371960840365,2,0.009539416354770458,1,14.764098555395279,2.2057179378573,15.0,0.2798848499962265,4.3980808740059345,3.7,insertion accepted,True,READY_TO_INSERT,8.5,0.8008265715709807,3.6122952263437536
15.0,2.488740795541012,3,0.023823860507551697,1,14.945744714702911,2.2081408874218638,17.5,0.2844862036132597,3.5771392264948716,3.7,insertion accepted,True,READY_TO_INSERT,10.5,0.9576304668793267,3.5739255572695527
17.5,2.4954556770884753,3,0.03168806941708757,1,15.054672701084868,2.20860537627652,20.0,0.2919420620907921,3.475219093959428,3.7,insertion accepted,True,READY_TO_INSERT,11.5,1.1126114581658106,3.5287527177684397
20.0,2.5031690585677504,1,0.0,1,10.511726407337008,2.2,28.0,0.29837067827140074,2.696617246738267,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.0,1.2654745303049744,3.4768626969078613
22.5,2.5118662571187924,1,0.0,1,10.619414884370215,2.2,31.5,0.3054947698072586,1.9377815958275058,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.0,1.4159286997508322,3.4183542702917613
25.0,2.5215307171298424,1,0.0,1,10.729341350211044,2.2,35.0,0.31325506178622375,1.197406294449344,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.0,1.563687568440588,3.353338812035605
27.5,2.532144041751978,1,0.0,1,10.841275527436665,2.2,38.5,0.3215860924875291,0.4741686293251277,3.7,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,11.0,1.7084698689696256,3.2819400827594203
30.0,2.5436860279185587,1,0.0,1,15.464688643274044,2.2961233810211126,34.5,0.26143798828125003,0.5401882829779403,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,19.5,1.8499999999999999,3.2042939940024233
32.5,2.5561347048029126,1,0.0,1,15.233154489287486,2.412193101506989,37.5,0.15913085937500024,0.3907313488309718,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,22.0,1.9880085508832481,3.1205483495076773
35.0,2.5694663756410545,1,0.0,0,4.636276248507755,2.5847426528785444,40.5,0.0,8.748684899454997,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,2.1222328144988705,3.03086256386927
37.5,2.5836556628398206,1,0.0,0,4.669513601561661,2.6007751088058533,43.5,0.0,8.817355386088026,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,2.2524172873322663,2.9354073590775704
40.0,2.598675556284562,1,0.0,0,4.67005278607526,2.6176689091101624,46.0,0.0,8.912080314614682,3.7,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,2.3783141558401955,2.8343644395402188
42.5,2.614497464754432,1,0.0,0,0.0,2.614497464754432,42.5,0.0,9.031852206900934,3.7,waypoint planner: staging overtravel lateral +2.500m exceeds 0.100m limit,False,FAILED,0,2.499683768177943,2.727926146197459
45.0,2.6310912703473988,1,0.0,0,0.0,2.6310912703473988,45.0,0.0,9.175675418191975,3.7,waypoint planner: staging overtravel lateral +2.616m exceeds 0.100m limit,False,FAILED,0,2.616295090390226,2.616295090390226
-45.0,2.7310912703473984,1,0.0,0,0.0,2.7310912703473984,-45.0,0.0,9.620105318726639,3.8,waypoint planner: staging overtravel lateral -2.687m exceeds 0.100m limit,False,FAILED,0,-2.6870057685088806,2.6870057685088806
-42.5,2.7144974647544315,1,0.0,0,0.0,2.7144974647544315,-42.5,0.0,9.48527859632824,3.8,waypoint planner: staging overtravel lateral -2.567m exceeds 0.100m limit,False,FAILED,0,-2.5672427889395086,2.8016538798784714
-40.0,2.6986755562845617,1,0.0,0,4.673027136926066,2.7171210986469894,-46.0,0.0,9.373992324271924,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,6.0,-2.442592916808849,2.9109688838521164
-37.5,2.6836556628398203,1,0.0,0,4.639508198259165,2.7002610179047357,-43.0,0.0,9.287189991780048,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,5.5,-2.3132934302331383,3.0147426931066934
-35.0,2.669466375641054,1,0.0,1,15.382421722855142,2.528133786250862,-40.0,0.15825195312499996,0.29608704677238507,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,24.0,-2.179590458133975,3.1127777682981685
-32.5,2.6561347048029122,1,0.0,1,15.676787440191887,2.3940508112951973,-37.0,0.2780395507812501,0.29411049445481297,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,21.5,-2.0417385117179303,3.2048874940889656
-30.0,2.6436860279185583,1,0.0,1,15.82487788150408,2.282932492673258,-34.0,0.3750488281250006,0.5711795243277855,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,19.0,-1.8999999999999997,3.290896534380867
-27.5,2.6321440417519777,1,0.0,1,11.15657848260966,2.2,-38.0,0.42296273425932956,0.6923273203549911,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.5,-1.7546447302931287,3.370641166077242
-25.0,2.621530717129842,1,0.0,1,11.04458864957968,2.2,-34.5,0.41461588209936984,1.4640486992561108,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.5,-1.605949394614658,3.4439695907392696
-22.5,2.611866257118792,1,0.0,1,10.934530884976411,2.2,-31.0,0.40681826538912175,2.2526012486554237,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.5,-1.4541970429873412,3.5107422235428896
-20.0,2.60316905856775,1,0.0,1,10.826632543412344,2.2,-27.5,0.399634514972457,3.0592346512941013,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,7.5,-1.2996765446375411,3.5708319589864517
-17.5,2.595455677088475,3,0.026876181755643935,1,15.403824796537833,2.2095615521245713,-20.0,0.39119667725492413,3.1637361869301337,3.8,insertion accepted,True,READY_TO_INSERT,11.5,-1.1426820381162377,3.6241244128432624
-15.0,2.5887407955410118,3,0.015368040621721757,1,15.21928251433981,2.2068443855750544,-17.5,0.38571396782597683,4.00909371502846,3.8,insertion accepted,True,READY_TO_INSERT,9.5,-0.9835123713895788,3.6705181398984594
-12.5,2.583037196084036,4,0.02646292391682431,1,15.155843803484885,2.2064871737515745,-14.5,0.37942446983294437,4.157238437191495,3.8,insertion accepted,True,READY_TO_INSERT,9.0,-0.8224705329647909,3.7099248270557466
-10.0,2.578355735843285,2,0.009597125323678235,1,15.055121404717354,2.205936252599842,-12.0,0.37428064828964497,4.330478482870355,3.8,insertion accepted,True,READY_TO_INSERT,8.0,-0.6598630751343352,3.7422694614463903
-7.5,2.574705326244404,3,0.01803773765965172,1,14.999821121075087,2.2056720495023225,-9.0,0.3703046877822928,4.5295674202139615,3.8,insertion accepted,True,READY_TO_INSERT,7.5,-0.49599953043619593,3.7674904732204793
-5.0,2.5720929160495394,4,0.02513021043044017,1,14.948693147753389,2.2054230617473256,-6.0,0.3675148036600055,4.75517300659892,3.8,insertion accepted,True,READY_TO_INSERT,7.0,-0.331191822441101,3.785539852748633
-2.5,2.570523478129978,2,0.005644501177783312,1,14.860473539606218,2.2048701906116883,-3.5,0.36592519155054304,5.007888199785899,3.8,insertion accepted,True,READY_TO_INSERT,6.0,-0.16575367198827679,3.7963832420110593
0.0,2.57,4,0.05499999999999999,1,5.82631441696914,2.2,0.0,0.36999999999999966,9.582376528829847,3.8,insertion accepted,True,READY_TO_INSERT,0,0.0,3.8
2.5,2.570523478129978,2,0.005644501177783312,1,14.860473539606218,2.2048701906116883,3.5,0.36592519155054304,5.007888199785899,3.8,insertion accepted,True,READY_TO_INSERT,6.0,0.16575367198827679,3.7963832420110593
5.0,2.5720929160495394,4,0.02513021043044017,1,14.948693147753389,2.2054230617473256,6.0,0.3675148036600055,4.75517300659892,3.8,insertion accepted,True,READY_TO_INSERT,7.0,0.331191822441101,3.785539852748633
7.5,2.574705326244404,3,0.01803773765965172,1,14.999821121075087,2.2056720495023225,9.0,0.3703046877822928,4.5295674202139615,3.8,insertion accepted,True,READY_TO_INSERT,7.5,0.49599953043619593,3.7674904732204793
10.0,2.578355735843285,2,0.009597125323678235,1,15.055121404717354,2.205936252599842,12.0,0.37428064828964497,4.330478482870355,3.8,insertion accepted,True,READY_TO_INSERT,8.0,0.6598630751343352,3.7422694614463903
12.5,2.583037196084036,4,0.02646292391682431,1,15.155843803484885,2.2064871737515745,14.5,0.37942446983294437,4.157238437191495,3.8,insertion accepted,True,READY_TO_INSERT,9.0,0.8224705329647909,3.7099248270557466
15.0,2.5887407955410118,3,0.015368040621721757,1,15.21928251433981,2.2068443855750544,17.5,0.38571396782597683,4.00909371502846,3.8,insertion accepted,True,READY_TO_INSERT,9.5,0.9835123713895788,3.6705181398984594
17.5,2.595455677088475,3,0.026876181755643935,1,15.403824796537833,2.2095615521245713,20.0,0.39119667725492413,3.1637361869301337,3.8,insertion accepted,True,READY_TO_INSERT,11.5,1.1426820381162377,3.6241244128432624
20.0,2.60316905856775,1,0.0,1,10.826632543412344,2.2,27.5,0.399634514972457,3.0592346512941013,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,7.5,1.2996765446375411,3.5708319589864517
22.5,2.611866257118792,1,0.0,1,10.934530884976411,2.2,31.0,0.40681826538912175,2.2526012486554237,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,8.5,1.4541970429873412,3.5107422235428896
25.0,2.621530717129842,1,0.0,1,11.04458864957968,2.2,34.5,0.41461588209936984,1.4640486992561108,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,9.5,1.605949394614658,3.4439695907392696
27.5,2.6321440417519777,1,0.0,1,11.15657848260966,2.2,38.0,0.42296273425932956,0.6923273203549911,3.8,no commandable visibility-safe insertion rotation (minimum 0.50deg),False,FAILED,10.5,1.7546447302931287,3.370641166077242
30.0,2.6436860279185583,1,0.0,1,15.82487788150408,2.282932492673258,34.0,0.3750488281250006,0.5711795243277855,3.8,no visibility-safe recenter action: no rotation+forward action keeps the full front face visible,False,FAILED,19.0,1.8999999999999997,3.290896534380867
