recording,step,direction,model_hash,command_start_host_s,command_stop_host_s,command_start_iso,command_stop_iso,command_duration_s,start_angle_deg,end_angle_deg,signed_rotation_deg,rotation_magnitude_deg,endpoint_noise_scale_deg,start_first_frame_i,start_last_frame_i,end_first_frame_i,end_last_frame_i,end_observation_after_stop_s,accepted,exclusion_reasons,exclusion
forklift_v4_recording_20260901_174342,7,LEFT,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,21145.25,21150.906,2026-09-01T17:46:37.613,2026-09-01T17:46:43.265,5.65599999999904,-19.8370825,-5.148828,14.6882545,14.6882545,0.13843981904572802,1747,1756,1831,1840,2.6057750112413487,True,,command_duration_s >= user threshold
