t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg,raw_video_frame_index,source_raw_video_frame_index
2026-09-04T10:34:32.938,1,PRECHECK,PRECHECK,1,,1788485671165.783,,timestamp_domain.system_time,1209859.000,,1,1209859.000,1211562.000,1703.000,1703.000,1211593.000,1734.000,1,1,pnp_visible_ransac,9,3.510,-8.1222,-0.530997,3.863556,-7.8256,,
2026-09-04T10:34:33.496,2,SEARCH_SWEEP,SEARCH_SWEEP,65,64,1788485673302.482,2136.699,timestamp_domain.system_time,1212000.000,2141.000,1,1212000.000,1212140.000,140.000,140.000,1212156.000,156.000,1,1,pnp_visible_ransac,9,1.563,-4.4311,-0.510660,3.610802,-8.0497,,
2026-09-04T10:34:33.741,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,74,9,1788485673600.444,297.962,timestamp_domain.system_time,1212296.000,296.000,1,1212296.000,1212390.000,94.000,94.000,1212406.000,110.000,1,1,pnp_visible_ransac,9,1.458,-4.1197,-0.510104,3.609092,-8.0448,,
2026-09-04T10:34:33.941,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,82,8,1788485673867.474,267.030,timestamp_domain.system_time,1212546.000,250.000,1,1212546.000,1212593.000,47.000,47.000,1212593.000,47.000,1,1,pnp_visible_ransac,9,1.627,-3.5555,-0.513042,3.621704,-8.0627,,
2026-09-04T10:34:34.103,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,87,5,1788485674034.217,166.743,timestamp_domain.system_time,1212734.000,188.000,1,1212734.000,1212765.000,31.000,31.000,1212765.000,31.000,1,1,pnp_visible_ransac,9,1.613,-3.8161,-0.509755,3.612893,-8.0310,,
2026-09-04T10:34:34.221,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,91,4,1788485674167.858,133.641,timestamp_domain.system_time,1212843.000,109.000,1,1212843.000,1212875.000,32.000,32.000,1212875.000,32.000,1,1,pnp_visible_ransac,9,1.653,-3.8648,-0.511088,3.624135,-8.0271,,
2026-09-04T10:34:34.379,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,96,5,1788485674334.123,166.266,timestamp_domain.system_time,1213000.000,157.000,1,1213015.000,1213031.000,16.000,31.000,1213031.000,31.000,1,1,pnp_visible_ransac,9,1.595,-3.7755,-0.509908,3.618187,-8.0218,,
2026-09-04T10:34:34.609,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,102,6,1788485674535.044,200.921,timestamp_domain.system_time,1213234.000,234.000,1,1213234.000,1213265.000,31.000,31.000,1213265.000,31.000,1,1,pnp_visible_ransac,9,1.731,-3.6775,-0.511169,3.617806,-8.0422,,
2026-09-04T10:34:34.792,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,108,6,1788485674735.339,200.295,timestamp_domain.system_time,1213421.000,187.000,1,1213421.000,1213453.000,32.000,32.000,1213453.000,32.000,1,1,pnp_visible_ransac,9,1.703,-3.6101,-0.511733,3.617903,-8.0508,,
2026-09-04T10:34:34.916,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,112,4,1788485674867.888,132.549,timestamp_domain.system_time,1213546.000,125.000,1,1213546.000,1213578.000,32.000,32.000,1213578.000,32.000,1,1,pnp_visible_ransac,9,1.525,-3.7090,-0.511374,3.614534,-8.0526,,
2026-09-04T10:34:35.051,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,115,3,1788485674968.488,100.600,timestamp_domain.system_time,1213671.000,125.000,1,1213671.000,1213703.000,32.000,32.000,1213703.000,32.000,1,1,pnp_visible_ransac,9,1.423,-3.6662,-0.509373,3.606432,-8.0393,,
2026-09-04T10:34:35.217,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,121,6,1788485675168.126,199.639,timestamp_domain.system_time,1213843.000,172.000,1,1213843.000,1213875.000,32.000,32.000,1213875.000,32.000,1,1,pnp_visible_ransac,9,1.289,-3.9574,-0.509279,3.601257,-8.0492,,
2026-09-04T10:34:35.349,13,FACE_ROTATE,FACE_ROTATE,124,3,1788485675268.482,100.355,timestamp_domain.system_time,1213968.000,125.000,1,1213968.000,1214000.000,32.000,32.000,1214015.000,47.000,1,1,pnp_visible_ransac,9,1.365,-3.8811,-0.510676,3.603460,-8.0661,,
2026-09-04T10:34:35.525,14,FACE_ROTATE,FACE_ROTATE,128,4,1788485675402.330,133.848,timestamp_domain.system_time,1214140.000,172.000,1,1214140.000,1214187.000,47.000,47.000,1214187.000,47.000,1,1,pnp_visible_ransac,9,1.330,-3.8501,-0.509269,3.589605,-8.0748,,
2026-09-04T10:34:35.747,15,FACE_ROTATE,FACE_ROTATE,136,8,1788485675668.344,266.014,timestamp_domain.system_time,1214343.000,203.000,1,1214343.000,1214406.000,63.000,63.000,1214406.000,63.000,1,1,pnp_visible_ransac,9,1.352,-2.9774,-0.510843,3.587669,-8.1038,,
2026-09-04T10:34:35.930,16,FACE_ROTATE,FACE_ROTATE,142,6,1788485675868.995,200.651,timestamp_domain.system_time,1214546.000,203.000,1,1214546.000,1214593.000,47.000,47.000,1214593.000,47.000,1,1,pnp_visible_ransac,9,1.317,-3.1289,-0.509314,3.575151,-8.1078,,
2026-09-04T10:34:36.122,17,FACE_ROTATE,FACE_ROTATE,148,6,1788485676068.736,199.741,timestamp_domain.system_time,1214750.000,204.000,1,1214750.000,1214781.000,31.000,31.000,1214781.000,31.000,1,1,pnp_visible_ransac,9,1.687,-3.1011,-0.513831,3.598416,-8.1265,,
2026-09-04T10:34:36.315,18,FACE_ROTATE,FACE_ROTATE,153,5,1788485676236.233,167.497,timestamp_domain.system_time,1214921.000,171.000,1,1214921.000,1214968.000,47.000,47.000,1214968.000,47.000,1,1,pnp_visible_ransac,9,1.850,-3.1861,-0.513669,3.605952,-8.1073,,
2026-09-04T10:34:36.519,19,FACE_ROTATE,FACE_ROTATE,158,5,1788485676403.878,167.645,timestamp_domain.system_time,1215140.000,219.000,1,1215140.000,1215171.000,31.000,31.000,1215171.000,31.000,1,1,pnp_visible_ransac,9,1.500,-2.7704,-0.503224,3.607022,-7.9422,,
2026-09-04T10:34:36.685,20,FACE_ROTATE,FACE_ROTATE,165,7,1788485676635.854,231.976,timestamp_domain.system_time,1215312.000,172.000,1,1215312.000,1215343.000,31.000,31.000,1215343.000,31.000,1,1,pnp_visible_ransac,9,1.517,-3.2402,-0.473616,3.603918,-7.4867,,
2026-09-04T10:34:36.785,21,FACE_ROTATE,FACE_ROTATE,168,3,1788485676735.685,99.832,timestamp_domain.system_time,1215421.000,109.000,1,1215421.000,1215437.000,16.000,16.000,1215437.000,16.000,1,1,pnp_visible_ransac,9,1.276,-2.7454,-0.454774,3.607782,-7.1845,,
2026-09-04T10:34:36.892,22,FACE_ROTATE,FACE_ROTATE,171,3,1788485676836.164,100.479,timestamp_domain.system_time,1215531.000,110.000,1,1215531.000,1215546.000,15.000,15.000,1215546.000,15.000,1,1,pnp_visible_ransac,9,0.999,-1.9587,-0.415944,3.634677,-6.5284,,
2026-09-04T10:34:37.005,23,FACE_ROTATE,FACE_ROTATE,174,3,1788485676936.180,100.017,timestamp_domain.system_time,1215640.000,109.000,1,1215640.000,1215656.000,16.000,16.000,1215656.000,16.000,1,1,pnp_visible_ransac,9,1.718,-1.5409,-0.352147,3.680707,-5.4651,,
