t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg,raw_video_frame_index,source_raw_video_frame_index
2026-09-04T10:23:43.981,1,PRECHECK,PRECHECK,1,,1788485021511.735,,timestamp_domain.system_time,560218.000,,1,560218.000,562578.000,2360.000,2360.000,562640.000,2422.000,1,1,pnp_visible_ransac,7,3.468,-81.4852,1.476739,4.894590,16.7890,,
2026-09-04T10:23:44.294,2,SEARCH_SWEEP,SEARCH_SWEEP,81,80,1788485024179.807,2668.072,timestamp_domain.system_time,562875.000,2657.000,1,562875.000,562953.000,78.000,78.000,562953.000,78.000,1,1,pnp_visible_ransac,9,2.484,-79.1603,1.280912,4.236865,16.8214,,
2026-09-04T10:23:44.457,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,87,6,1788485024380.083,200.276,timestamp_domain.system_time,563078.000,203.000,1,563078.000,563109.000,31.000,31.000,563109.000,31.000,1,1,pnp_visible_ransac,9,2.056,-79.2350,1.277995,4.227863,16.8190,,
2026-09-04T10:23:44.612,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,92,5,1788485024547.011,166.928,timestamp_domain.system_time,563234.000,156.000,1,563234.000,563265.000,31.000,31.000,563265.000,31.000,1,1,pnp_visible_ransac,9,2.396,-79.4224,1.279877,4.237157,16.8075,,
2026-09-04T10:23:44.729,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,96,4,1788485024680.275,133.263,timestamp_domain.system_time,563343.000,109.000,1,563343.000,563375.000,32.000,32.000,563390.000,47.000,1,1,pnp_visible_ransac,9,2.390,-79.4877,1.279121,4.227144,16.8357,,
2026-09-04T10:23:44.856,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,98,2,1788485024746.740,66.465,timestamp_domain.system_time,563468.000,125.000,1,563468.000,563515.000,47.000,47.000,563515.000,47.000,1,1,pnp_visible_ransac,9,2.635,-79.0297,1.284114,4.240816,16.8463,,
2026-09-04T10:23:44.992,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,103,5,1788485024913.542,166.802,timestamp_domain.system_time,563593.000,125.000,1,563593.000,563640.000,47.000,47.000,563656.000,63.000,1,1,pnp_visible_ransac,9,2.486,-79.3013,1.282613,4.241766,16.8241,,
2026-09-04T10:23:45.110,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,107,4,1788485025046.979,133.436,timestamp_domain.system_time,563734.000,141.000,1,563734.000,563765.000,31.000,31.000,563765.000,31.000,1,1,pnp_visible_ransac,9,2.136,-79.6493,1.278473,4.230955,16.8133,,
2026-09-04T10:23:45.231,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,111,4,1788485025180.156,133.177,timestamp_domain.system_time,563859.000,125.000,1,563859.000,563890.000,31.000,31.000,563890.000,31.000,1,1,pnp_visible_ransac,9,2.306,-78.8834,1.280482,4.229419,16.8440,,
2026-09-04T10:23:45.346,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,114,3,1788485025280.592,100.437,timestamp_domain.system_time,563968.000,109.000,1,563968.000,564000.000,32.000,32.000,564000.000,32.000,1,1,pnp_visible_ransac,9,2.183,-78.8737,1.281309,4.219676,16.8910,,
2026-09-04T10:23:45.469,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,118,4,1788485025414.034,133.441,timestamp_domain.system_time,564093.000,125.000,1,564093.000,564125.000,32.000,32.000,564125.000,32.000,1,1,pnp_visible_ransac,9,2.109,-78.7075,1.280095,4.219841,16.8753,,
2026-09-04T10:23:45.590,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,121,3,1788485025514.107,100.073,timestamp_domain.system_time,564218.000,125.000,1,564218.000,564234.000,16.000,16.000,564250.000,32.000,1,1,pnp_visible_ransac,9,2.160,-78.8057,1.282640,4.234002,16.8535,,
2026-09-04T10:23:45.723,13,FACE_ROTATE,FACE_ROTATE,125,4,1788485025647.388,133.282,timestamp_domain.system_time,564328.000,110.000,1,564328.000,564375.000,47.000,47.000,564375.000,47.000,1,1,pnp_visible_ransac,9,2.053,-79.2875,1.278968,4.223250,16.8484,,
