t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,pose_src,pose_n_used,pose_rms_px,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg,raw_video_frame_index,source_raw_video_frame_index
2026-09-03T19:07:44.933,1,PRECHECK,PRECHECK,1,,1788430064245.666,,timestamp_domain.system_time,27197953.000,,1,27197953.000,27198593.000,640.000,640.000,27198593.000,640.000,0,0,,,,,,,,,
2026-09-03T19:07:45.040,2,SEARCH_SWEEP,SEARCH_SWEEP,23,22,1788430064979.988,734.323,timestamp_domain.system_time,27198687.000,734.000,1,27198687.000,27198703.000,16.000,16.000,27198703.000,16.000,1,1,pnp_visible_ransac,9,2.386,-4.7330,0.172777,3.162232,3.1274,,
2026-09-03T19:07:45.121,3,ACQUIRE_VERIFY,ACQUIRE_VERIFY,26,3,1788430065079.163,99.175,timestamp_domain.system_time,27198750.000,63.000,1,27198750.000,27198781.000,31.000,31.000,27198781.000,31.000,1,1,pnp_visible_ransac,9,1.588,-4.4352,0.164064,3.151959,2.9796,,
2026-09-03T19:07:45.196,4,ACQUIRE_VERIFY,ACQUIRE_VERIFY,28,2,1788430065145.819,66.656,timestamp_domain.system_time,27198828.000,78.000,1,27198828.000,27198859.000,31.000,31.000,27198859.000,31.000,1,1,pnp_visible_ransac,9,2.610,-4.6598,0.176280,3.164862,3.1880,,
2026-09-03T19:07:45.261,5,ACQUIRE_VERIFY,ACQUIRE_VERIFY,30,2,1788430065213.026,67.207,timestamp_domain.system_time,27198906.000,78.000,1,27198906.000,27198921.000,15.000,15.000,27198921.000,15.000,1,1,pnp_visible_ransac,9,1.993,-4.4570,0.171194,3.164176,3.0969,,
2026-09-03T19:07:45.330,6,ACQUIRE_VERIFY,ACQUIRE_VERIFY,32,2,1788430065279.432,66.405,timestamp_domain.system_time,27198968.000,62.000,1,27198968.000,27198984.000,16.000,16.000,27198984.000,16.000,1,1,pnp_visible_ransac,9,3.067,-4.8860,0.175289,3.157894,3.1771,,
2026-09-03T19:07:45.431,7,ACQUIRE_VERIFY,ACQUIRE_VERIFY,35,3,1788430065379.469,100.038,timestamp_domain.system_time,27199046.000,78.000,1,27199046.000,27199093.000,47.000,47.000,27199093.000,47.000,1,1,pnp_visible_ransac,9,1.805,-4.5805,0.169352,3.166664,3.0612,,
2026-09-03T19:07:45.525,8,ACQUIRE_VERIFY,ACQUIRE_VERIFY,38,3,1788430065479.367,99.898,timestamp_domain.system_time,27199156.000,110.000,1,27199156.000,27199187.000,31.000,31.000,27199187.000,31.000,1,1,pnp_visible_ransac,9,2.696,-4.2822,0.171509,3.129579,3.1368,,
2026-09-03T19:07:45.591,9,ACQUIRE_VERIFY,ACQUIRE_VERIFY,40,2,1788430065546.385,67.017,timestamp_domain.system_time,27199234.000,78.000,1,27199234.000,27199250.000,16.000,16.000,27199250.000,16.000,1,1,pnp_visible_ransac,9,2.372,-5.0607,0.172343,3.148014,3.1336,,
2026-09-03T19:07:45.645,10,ACQUIRE_VERIFY,ACQUIRE_VERIFY,42,2,1788430065613.044,66.659,timestamp_domain.system_time,27199296.000,62.000,1,27199296.000,27199296.000,0.000,0.000,27199296.000,0.000,1,1,pnp_visible_ransac,9,1.987,-4.1656,0.167942,3.140669,3.0609,,
2026-09-03T19:07:45.700,11,ACQUIRE_VERIFY,ACQUIRE_VERIFY,43,1,1788430065646.341,33.298,timestamp_domain.system_time,27199343.000,47.000,1,27199343.000,27199359.000,16.000,16.000,27199359.000,16.000,1,1,pnp_visible_ransac,9,2.169,-4.8805,0.171095,3.146231,3.1127,,
2026-09-03T19:07:45.757,12,ACQUIRE_VERIFY,ACQUIRE_VERIFY,45,2,1788430065712.989,66.647,timestamp_domain.system_time,27199406.000,63.000,1,27199406.000,27199421.000,15.000,15.000,27199421.000,15.000,1,1,pnp_visible_ransac,9,2.353,-4.0723,0.168285,3.133426,3.0742,,
2026-09-03T19:07:45.813,13,FACE_ROTATE,FACE_ROTATE,47,2,1788430065779.521,66.533,timestamp_domain.system_time,27199453.000,47.000,1,27199453.000,27199468.000,15.000,15.000,27199468.000,15.000,1,1,pnp_visible_ransac,9,1.828,-5.0433,0.169871,3.138712,3.0979,,
2026-09-03T19:07:45.867,14,FACE_ROTATE,FACE_ROTATE,49,2,1788430065846.486,66.965,timestamp_domain.system_time,27199515.000,62.000,1,27199515.000,27199531.000,16.000,16.000,27199531.000,16.000,1,1,pnp_visible_ransac,9,2.132,-4.6521,0.168268,3.131439,3.0758,,
2026-09-03T19:07:45.921,15,FACE_ROTATE,FACE_ROTATE,50,1,1788430065879.754,33.268,timestamp_domain.system_time,27199562.000,47.000,1,27199562.000,27199578.000,16.000,16.000,27199578.000,16.000,1,1,pnp_visible_ransac,9,1.833,-4.6141,0.165927,3.121571,3.0427,,
2026-09-03T19:07:45.978,16,FACE_ROTATE,FACE_ROTATE,52,2,1788430065947.331,67.577,timestamp_domain.system_time,27199625.000,63.000,1,27199625.000,27199640.000,15.000,15.000,27199640.000,15.000,1,1,pnp_visible_ransac,9,1.911,-4.3177,0.168275,3.138062,3.0695,,
2026-09-03T19:07:46.032,17,FACE_ROTATE,FACE_ROTATE,54,2,1788430066013.217,65.886,timestamp_domain.system_time,27199671.000,46.000,1,27199671.000,27199687.000,16.000,16.000,27199687.000,16.000,1,1,pnp_visible_ransac,9,1.840,-3.7333,0.161171,3.113551,2.9632,,
2026-09-03T19:07:46.085,18,FACE_ROTATE,FACE_ROTATE,55,1,1788430066046.555,33.338,timestamp_domain.system_time,27199734.000,63.000,1,27199734.000,27199750.000,16.000,16.000,27199750.000,16.000,1,1,pnp_visible_ransac,9,2.098,-3.9486,0.167896,3.107469,3.0927,,
2026-09-03T19:07:46.140,19,FACE_ROTATE,FACE_ROTATE,57,2,1788430066113.288,66.733,timestamp_domain.system_time,27199781.000,47.000,1,27199781.000,27199796.000,15.000,15.000,27199796.000,15.000,1,1,pnp_visible_ransac,9,1.878,-4.5793,0.168531,3.104725,3.1071,,
2026-09-03T19:07:46.192,20,FACE_ROTATE,FACE_ROTATE,58,1,1788430066146.662,33.374,timestamp_domain.system_time,27199843.000,62.000,1,27199843.000,27199843.000,0.000,0.000,27199843.000,0.000,1,1,pnp_visible_ransac,9,2.057,-5.0162,0.174665,3.127195,3.1968,,
2026-09-03T19:07:46.245,21,FACE_ROTATE,FACE_ROTATE,60,2,1788430066213.253,66.591,timestamp_domain.system_time,27199890.000,47.000,1,27199890.000,27199906.000,16.000,16.000,27199906.000,16.000,1,1,pnp_visible_ransac,9,1.662,-3.9686,0.159061,3.117072,2.9212,,
2026-09-03T19:07:46.297,22,FACE_ROTATE,FACE_ROTATE,61,1,1788430066246.799,33.546,timestamp_domain.system_time,27199937.000,47.000,1,27199937.000,27199953.000,16.000,16.000,27199953.000,16.000,1,1,pnp_visible_ransac,9,1.709,-3.7853,0.161957,3.121734,2.9699,,
2026-09-03T19:07:46.347,23,FACE_ROTATE,FACE_ROTATE,63,2,1788430066313.544,66.745,timestamp_domain.system_time,27200000.000,63.000,1,27200000.000,27200000.000,0.000,0.000,27200000.000,0.000,1,1,pnp_visible_ransac,9,1.603,-4.6644,0.168394,3.119831,3.0896,,
2026-09-03T19:07:46.400,24,FACE_ROTATE,FACE_ROTATE,65,2,1788430066380.357,66.813,timestamp_domain.system_time,27200046.000,46.000,1,27200046.000,27200062.000,16.000,16.000,27200062.000,16.000,1,1,pnp_visible_ransac,9,1.648,-4.7872,0.172865,3.134230,3.1569,,
2026-09-03T19:07:46.456,25,FACE_ROTATE,FACE_ROTATE,66,1,1788430066413.630,33.273,timestamp_domain.system_time,27200093.000,47.000,1,27200093.000,27200109.000,16.000,16.000,27200109.000,16.000,1,1,pnp_visible_ransac,9,1.392,-5.6099,0.174970,3.142069,3.1873,,
2026-09-03T19:07:46.510,26,FACE_ROTATE,FACE_ROTATE,68,2,1788430066480.277,66.647,timestamp_domain.system_time,27200156.000,63.000,1,27200156.000,27200171.000,15.000,15.000,27200171.000,15.000,1,1,pnp_visible_ransac,9,1.650,-3.7672,0.164886,3.125520,3.0198,,
2026-09-03T19:07:46.563,27,FACE_ROTATE,FACE_ROTATE,69,1,1788430066513.626,33.349,timestamp_domain.system_time,27200203.000,47.000,1,27200203.000,27200218.000,15.000,15.000,27200218.000,15.000,1,1,pnp_visible_ransac,9,1.540,-4.1351,0.164256,3.142880,2.9917,,
2026-09-03T19:07:46.620,28,FACE_ROTATE,FACE_ROTATE,71,2,1788430066580.256,66.630,timestamp_domain.system_time,27200265.000,62.000,1,27200265.000,27200281.000,16.000,16.000,27200281.000,16.000,1,1,pnp_visible_ransac,9,1.946,-4.2580,0.167482,3.124600,3.0682,,
2026-09-03T19:07:46.675,29,FACE_ROTATE,FACE_ROTATE,73,2,1788430066647.115,66.859,timestamp_domain.system_time,27200312.000,47.000,1,27200312.000,27200328.000,16.000,16.000,27200328.000,16.000,1,1,pnp_visible_ransac,9,1.529,-4.9320,0.173254,3.121043,3.1773,,
