t_iso,frame_i,fsm_state,align_sub,camera_frame_number,camera_frame_delta,camera_sensor_timestamp_ms,camera_sensor_interval_ms,camera_timestamp_domain,camera_input_host_mono_ms,camera_input_interval_ms,inference_ran,inference_start_host_mono_ms,inference_end_host_mono_ms,model_inference_ms,input_to_inference_end_ms,pose_result_host_mono_ms,input_to_pose_result_ms,model_det_ok,pnp_ok,yaw_deg,pos_x_m,pos_z_m,center_bearing_deg,raw_video_frame_index,source_raw_video_frame_index
2026-09-01T17:35:11.670,16,PRECHECK,PRECHECK,87,3,1788251711628.788,99.966,timestamp_domain.system_time,20459281.000,78.000,1,20459281.000,20459312.000,31.000,31.000,20459312.000,31.000,1,1,-1.3857,-0.329112,4.331060,-4.3455,,
2026-09-01T17:35:11.750,17,PRECHECK,PRECHECK,89,2,1788251711695.862,67.074,timestamp_domain.system_time,20459359.000,78.000,1,20459359.000,20459390.000,31.000,31.000,20459390.000,31.000,1,1,-3.1467,-0.327354,4.351696,-4.3019,,
2026-09-01T17:35:11.833,18,PRECHECK,PRECHECK,92,3,1788251711795.744,99.881,timestamp_domain.system_time,20459453.000,94.000,1,20459453.000,20459468.000,15.000,15.000,20459468.000,15.000,1,1,-1.6459,-0.328918,4.330429,-4.3436,,
2026-09-01T17:35:11.913,19,PRECHECK,PRECHECK,94,2,1788251711862.510,66.766,timestamp_domain.system_time,20459531.000,78.000,1,20459531.000,20459546.000,15.000,15.000,20459562.000,31.000,1,1,-3.2344,-0.327954,4.337816,-4.3235,,
2026-09-01T17:35:11.987,20,PRECHECK,PRECHECK,96,2,1788251711929.101,66.592,timestamp_domain.system_time,20459609.000,78.000,1,20459609.000,20459625.000,16.000,16.000,20459625.000,16.000,1,1,-2.2793,-0.327497,4.348107,-4.3074,,
2026-09-01T17:35:12.064,21,PRECHECK,PRECHECK,99,3,1788251712029.150,100.049,timestamp_domain.system_time,20459687.000,78.000,1,20459687.000,20459703.000,16.000,16.000,20459703.000,16.000,1,1,-1.4228,-0.329153,4.329564,-4.3475,,
2026-09-01T17:35:12.137,22,PRECHECK,PRECHECK,101,2,1788251712096.013,66.863,timestamp_domain.system_time,20459765.000,78.000,1,20459765.000,20459781.000,16.000,16.000,20459781.000,16.000,1,1,-2.4613,-0.328012,4.334559,-4.3275,,
2026-09-01T17:35:12.215,23,PRECHECK,PRECHECK,104,3,1788251712195.840,99.827,timestamp_domain.system_time,20459843.000,78.000,1,20459843.000,20459859.000,16.000,16.000,20459859.000,16.000,1,1,-2.8101,-0.327254,4.342370,-4.3098,,
2026-09-01T17:35:12.296,24,PRECHECK,PRECHECK,106,2,1788251712262.845,67.006,timestamp_domain.system_time,20459906.000,63.000,1,20459906.000,20459937.000,31.000,31.000,20459937.000,31.000,1,1,-3.1028,-0.326928,4.342915,-4.3050,,
2026-09-01T17:35:12.430,25,PRECHECK,PRECHECK,109,3,1788251712363.419,100.574,timestamp_domain.system_time,20460031.000,125.000,1,20460031.000,20460078.000,47.000,47.000,20460078.000,47.000,1,1,-0.6465,-0.331896,4.338554,-4.3746,,
2026-09-01T17:35:12.500,26,PRECHECK,PRECHECK,112,3,1788251712462.653,99.234,timestamp_domain.system_time,20460125.000,94.000,1,20460125.000,20460140.000,15.000,15.000,20460140.000,15.000,1,1,-2.4102,-0.327686,4.341458,-4.3164,,
2026-09-01T17:35:12.580,27,PRECHECK,PRECHECK,114,2,1788251712529.558,66.905,timestamp_domain.system_time,20460203.000,78.000,1,20460203.000,20460218.000,15.000,15.000,20460218.000,15.000,1,1,-3.4759,-0.327147,4.348639,-4.3022,,
2026-09-01T17:35:12.660,28,PRECHECK,PRECHECK,117,3,1788251712629.404,99.846,timestamp_domain.system_time,20460281.000,78.000,1,20460281.000,20460296.000,15.000,15.000,20460296.000,15.000,1,1,-1.3470,-0.329048,4.332764,-4.3429,,
2026-09-01T17:35:12.760,29,PRECHECK,PRECHECK,119,2,1788251712696.208,66.804,timestamp_domain.system_time,20460375.000,94.000,1,20460375.000,20460406.000,31.000,31.000,20460406.000,31.000,1,1,-0.7365,-0.329406,4.333617,-4.3468,,
2026-09-01T17:35:12.836,30,PRECHECK,PRECHECK,122,3,1788251712796.320,100.112,timestamp_domain.system_time,20460453.000,78.000,1,20460453.000,20460484.000,31.000,31.000,20460484.000,31.000,1,1,-1.8414,-0.329893,4.343344,-4.3435,,
2026-09-01T17:35:12.927,31,PRECHECK,PRECHECK,125,3,1788251712896.332,100.012,timestamp_domain.system_time,20460546.000,93.000,1,20460546.000,20460562.000,16.000,16.000,20460562.000,16.000,1,1,-3.7028,-0.327342,4.339959,-4.3134,,
2026-09-01T17:35:13.001,32,PRECHECK,PRECHECK,127,2,1788251712963.094,66.762,timestamp_domain.system_time,20460625.000,79.000,1,20460625.000,20460640.000,15.000,15.000,20460640.000,15.000,1,1,-3.1846,-0.327662,4.344736,-4.3128,,
2026-09-01T17:35:13.080,33,PRECHECK,PRECHECK,130,3,1788251713063.058,99.964,timestamp_domain.system_time,20460703.000,78.000,1,20460703.000,20460718.000,15.000,15.000,20460718.000,15.000,1,1,-2.4255,-0.329468,4.341574,-4.3397,,
2026-09-01T17:35:13.171,34,PRECHECK,PRECHECK,132,2,1788251713130.055,66.997,timestamp_domain.system_time,20460781.000,78.000,1,20460781.000,20460812.000,31.000,31.000,20460812.000,31.000,1,1,-1.7809,-0.327148,4.327394,-4.3233,,
2026-09-01T17:35:13.251,35,PRECHECK,PRECHECK,134,2,1788251713196.665,66.610,timestamp_domain.system_time,20460875.000,94.000,1,20460875.000,20460890.000,15.000,15.000,20460890.000,15.000,1,1,-3.1925,-0.327653,4.344748,-4.3127,,
2026-09-01T17:35:13.345,36,PRECHECK,PRECHECK,136,2,1788251713263.987,67.322,timestamp_domain.system_time,20460937.000,62.000,1,20460968.000,20460984.000,16.000,47.000,20460984.000,47.000,1,1,-1.4301,-0.329146,4.329592,-4.3474,,
2026-09-01T17:35:13.463,37,PRECHECK,PRECHECK,140,4,1788251713397.881,133.894,timestamp_domain.system_time,20461078.000,141.000,1,20461078.000,20461109.000,31.000,31.000,20461109.000,31.000,1,1,-0.7798,-0.328993,4.323456,-4.3515,,
2026-09-01T17:35:13.563,38,PRECHECK,PRECHECK,144,4,1788251713530.312,132.432,timestamp_domain.system_time,20461171.000,93.000,1,20461187.000,20461203.000,16.000,32.000,20461203.000,32.000,1,1,-3.3892,-0.327670,4.341493,-4.3162,,
2026-09-01T17:35:13.666,39,PRECHECK,PRECHECK,147,3,1788251713630.734,100.422,timestamp_domain.system_time,20461281.000,110.000,1,20461281.000,20461312.000,31.000,31.000,20461312.000,31.000,1,1,-2.4441,-0.327827,4.338042,-4.3216,,
2026-09-01T17:35:13.780,40,PRECHECK,PRECHECK,150,3,1788251713730.510,99.776,timestamp_domain.system_time,20461390.000,109.000,1,20461406.000,20461421.000,15.000,31.000,20461421.000,31.000,1,1,-4.6231,-0.326219,4.340222,-4.2984,,
2026-09-01T17:35:13.880,41,PRECHECK,PRECHECK,153,3,1788251713830.738,100.228,timestamp_domain.system_time,20461484.000,94.000,1,20461484.000,20461515.000,31.000,31.000,20461515.000,31.000,1,1,-4.2163,-0.326748,4.340235,-4.3053,,
2026-09-01T17:35:14.029,42,PRECHECK,PRECHECK,157,4,1788251713963.715,132.977,timestamp_domain.system_time,20461625.000,141.000,1,20461625.000,20461671.000,46.000,46.000,20461671.000,46.000,1,1,-1.0645,-0.329092,4.335155,-4.3411,,
2026-09-01T17:35:14.134,43,PRECHECK,PRECHECK,161,4,1788251714097.624,133.909,timestamp_domain.system_time,20461765.000,140.000,1,20461765.000,20461781.000,16.000,16.000,20461781.000,16.000,1,1,-3.0934,-0.327731,4.344604,-4.3139,,
2026-09-01T17:35:14.230,44,PRECHECK,PRECHECK,164,3,1788251714197.386,99.763,timestamp_domain.system_time,20461859.000,94.000,1,20461859.000,20461875.000,16.000,16.000,20461875.000,16.000,1,1,-1.5283,-0.328679,4.336999,-4.3339,,
2026-09-01T17:35:14.339,45,PRECHECK,PRECHECK,167,3,1788251714297.514,100.127,timestamp_domain.system_time,20461937.000,78.000,1,20461953.000,20461984.000,31.000,47.000,20461984.000,47.000,1,1,-1.5420,-0.330459,4.337099,-4.3571,,
2026-09-01T17:35:14.470,46,PRECHECK,PRECHECK,170,3,1788251714397.578,100.064,timestamp_domain.system_time,20462078.000,141.000,1,20462078.000,20462109.000,31.000,31.000,20462109.000,31.000,1,1,-1.6371,-0.330169,4.341000,-4.3495,,
2026-09-01T17:35:14.563,47,PRECHECK,PRECHECK,174,4,1788251714530.749,133.171,timestamp_domain.system_time,20462171.000,93.000,1,20462187.000,20462203.000,16.000,32.000,20462203.000,32.000,1,1,-1.6339,-0.330171,4.340973,-4.3495,,
2026-09-01T17:35:14.653,48,PRECHECK,PRECHECK,176,2,1788251714597.674,66.925,timestamp_domain.system_time,20462265.000,94.000,1,20462265.000,20462296.000,31.000,31.000,20462296.000,31.000,1,1,-0.3468,-0.329169,4.324841,-4.3525,,
2026-09-01T17:35:14.754,49,PRECHECK,PRECHECK,179,3,1788251714697.766,100.092,timestamp_domain.system_time,20462375.000,110.000,1,20462375.000,20462390.000,15.000,15.000,20462390.000,15.000,1,1,-1.4103,-0.330232,4.343620,-4.3477,,
2026-09-01T17:35:14.848,50,PRECHECK,PRECHECK,182,3,1788251714797.611,99.845,timestamp_domain.system_time,20462468.000,93.000,1,20462468.000,20462484.000,16.000,16.000,20462484.000,16.000,1,1,-2.8101,-0.327254,4.342370,-4.3098,,
2026-09-01T17:35:14.941,51,PRECHECK,PRECHECK,185,3,1788251714897.734,100.123,timestamp_domain.system_time,20462546.000,78.000,1,20462562.000,20462578.000,16.000,32.000,20462578.000,32.000,1,1,-1.5885,-0.330041,4.344338,-4.3444,,
2026-09-01T17:35:15.041,52,PRECHECK,PRECHECK,188,3,1788251714997.919,100.185,timestamp_domain.system_time,20462640.000,94.000,1,20462656.000,20462671.000,15.000,31.000,20462687.000,47.000,1,1,-3.1232,-0.327554,4.348134,-4.3081,,
2026-09-01T17:35:15.123,53,PRECHECK,PRECHECK,191,3,1788251715097.938,100.019,timestamp_domain.system_time,20462750.000,110.000,1,20462750.000,20462765.000,15.000,15.000,20462765.000,15.000,1,1,-2.7692,-0.328304,4.340462,-4.3255,,
2026-09-01T17:35:15.224,54,PRECHECK,PRECHECK,193,2,1788251715164.819,66.881,timestamp_domain.system_time,20462828.000,78.000,1,20462843.000,20462859.000,16.000,31.000,20462859.000,31.000,1,1,-3.1028,-0.326928,4.342915,-4.3050,,
2026-09-01T17:35:15.324,55,PRECHECK,PRECHECK,196,3,1788251715264.766,99.947,timestamp_domain.system_time,20462937.000,109.000,1,20462937.000,20462968.000,31.000,31.000,20462968.000,31.000,1,1,-2.3525,-0.329194,4.348406,-4.3293,,
2026-09-01T17:35:15.413,56,PRECHECK,PRECHECK,197,1,1788251715298.208,33.442,timestamp_domain.system_time,20463031.000,94.000,1,20463031.000,20463046.000,15.000,15.000,20463046.000,15.000,1,1,-2.3899,-0.329330,4.344990,-4.3345,,
2026-09-01T17:35:15.508,57,PRECHECK,PRECHECK,202,5,1788251715464.860,166.651,timestamp_domain.system_time,20463125.000,94.000,1,20463140.000,20463156.000,16.000,31.000,20463156.000,31.000,1,1,-2.8061,-0.328438,4.337042,-4.3307,,
2026-09-01T17:35:15.616,58,PRECHECK,PRECHECK,205,3,1788251715565.012,100.152,timestamp_domain.system_time,20463218.000,93.000,1,20463234.000,20463250.000,16.000,32.000,20463250.000,32.000,1,1,-4.0100,-0.326962,4.340178,-4.3082,,
2026-09-01T17:35:15.701,59,PRECHECK,PRECHECK,208,3,1788251715665.092,100.081,timestamp_domain.system_time,20463312.000,94.000,1,20463328.000,20463343.000,15.000,31.000,20463343.000,31.000,1,1,-3.9962,-0.326631,4.347163,-4.2969,,
2026-09-01T17:35:15.823,60,PRECHECK,PRECHECK,211,3,1788251715765.112,100.020,timestamp_domain.system_time,20463421.000,109.000,1,20463437.000,20463468.000,31.000,47.000,20463468.000,47.000,1,1,-2.4767,-0.327968,4.334626,-4.3269,,
2026-09-01T17:35:15.928,61,PRECHECK,PRECHECK,214,3,1788251715865.175,100.063,timestamp_domain.system_time,20463531.000,110.000,1,20463531.000,20463562.000,31.000,31.000,20463562.000,31.000,1,1,-1.6406,-0.330165,4.340997,-4.3494,,
2026-09-01T17:35:16.029,62,PRECHECK,PRECHECK,218,4,1788251715998.669,133.494,timestamp_domain.system_time,20463640.000,109.000,1,20463640.000,20463671.000,31.000,31.000,20463671.000,31.000,1,1,-1.1169,-0.328205,4.333726,-4.3309,,
2026-09-01T17:35:16.114,63,PRECHECK,PRECHECK,220,2,1788251716065.283,66.614,timestamp_domain.system_time,20463734.000,94.000,1,20463734.000,20463750.000,16.000,16.000,20463750.000,16.000,1,1,-1.6164,-0.331436,4.351573,-4.3555,,
2026-09-01T17:35:16.220,64,PRECHECK,PRECHECK,223,3,1788251716165.313,100.031,timestamp_domain.system_time,20463843.000,109.000,1,20463843.000,20463859.000,16.000,16.000,20463859.000,16.000,1,1,-2.3899,-0.329330,4.344990,-4.3345,,
2026-09-01T17:35:16.311,65,PRECHECK,PRECHECK,226,3,1788251716265.476,100.163,timestamp_domain.system_time,20463921.000,78.000,1,20463937.000,20463953.000,16.000,32.000,20463953.000,32.000,1,1,-1.6684,-0.328520,4.337551,-4.3312,,
2026-09-01T17:35:16.418,66,PRECHECK,PRECHECK,227,1,1788251716299.742,34.265,timestamp_domain.system_time,20464031.000,110.000,1,20464046.000,20464062.000,16.000,31.000,20464062.000,31.000,1,1,-3.9962,-0.326631,4.347163,-4.2969,,
2026-09-01T17:35:16.515,67,PRECHECK,PRECHECK,232,5,1788251716465.541,165.800,timestamp_domain.system_time,20464140.000,109.000,1,20464140.000,20464156.000,16.000,16.000,20464156.000,16.000,1,1,-1.5885,-0.330041,4.344338,-4.3444,,
2026-09-01T17:35:16.600,68,PRECHECK,PRECHECK,235,3,1788251716565.841,100.300,timestamp_domain.system_time,20464234.000,94.000,1,20464234.000,20464234.000,0.000,0.000,20464234.000,0.000,1,1,-0.3468,-0.329169,4.324841,-4.3525,,
2026-09-01T17:35:16.707,69,PRECHECK,PRECHECK,238,3,1788251716665.977,100.136,timestamp_domain.system_time,20464328.000,94.000,1,20464328.000,20464343.000,15.000,15.000,20464343.000,15.000,1,1,-1.0710,-0.329086,4.335184,-4.3410,,
2026-09-01T17:35:16.809,70,PRECHECK,PRECHECK,241,3,1788251716765.861,99.884,timestamp_domain.system_time,20464406.000,78.000,1,20464421.000,20464453.000,32.000,47.000,20464453.000,47.000,1,1,-0.9940,-0.328979,4.338357,-4.3365,,
2026-09-01T17:35:16.903,71,PRECHECK,PRECHECK,244,3,1788251716865.696,99.834,timestamp_domain.system_time,20464531.000,125.000,1,20464531.000,20464546.000,15.000,15.000,20464546.000,15.000,1,1,-0.9011,-0.328247,4.336248,-4.3289,,
2026-09-01T17:35:17.003,72,PRECHECK,PRECHECK,247,3,1788251716965.902,100.206,timestamp_domain.system_time,20464609.000,78.000,1,20464625.000,20464640.000,15.000,31.000,20464640.000,31.000,1,1,-3.4833,-0.327138,4.348648,-4.3021,,
2026-09-01T17:35:17.107,73,PRECHECK,PRECHECK,250,3,1788251717066.025,100.123,timestamp_domain.system_time,20464718.000,109.000,1,20464718.000,20464750.000,32.000,32.000,20464750.000,32.000,1,1,-3.6317,-0.326998,4.348794,-4.3001,,
2026-09-01T17:35:17.198,74,PRECHECK,PRECHECK,253,3,1788251717166.021,99.996,timestamp_domain.system_time,20464812.000,94.000,1,20464812.000,20464843.000,31.000,31.000,20464843.000,31.000,1,1,-3.0863,-0.327739,4.344592,-4.3140,,
2026-09-01T17:35:17.290,75,PRECHECK,PRECHECK,256,3,1788251717266.205,100.184,timestamp_domain.system_time,20464906.000,94.000,1,20464906.000,20464937.000,31.000,31.000,20464937.000,31.000,1,1,-2.2843,-0.329292,4.348193,-4.3308,,
2026-09-01T17:35:17.395,76,PRECHECK,PRECHECK,257,1,1788251717300.474,34.269,timestamp_domain.system_time,20465015.000,109.000,1,20465015.000,20465031.000,16.000,16.000,20465031.000,16.000,1,1,-1.4780,-0.330344,4.340366,-4.3524,,
2026-09-01T17:35:17.486,77,PRECHECK,PRECHECK,258,1,1788251717332.869,32.395,timestamp_domain.system_time,20465109.000,94.000,1,20465109.000,20465125.000,16.000,16.000,20465125.000,16.000,1,1,-1.5747,-0.327018,4.333618,-4.3154,,
2026-09-01T17:35:17.595,78,PRECHECK,PRECHECK,264,6,1788251717532.986,200.117,timestamp_domain.system_time,20465203.000,94.000,1,20465218.000,20465234.000,16.000,31.000,20465234.000,31.000,1,1,-0.7481,-0.331186,4.333696,-4.3701,,
2026-09-01T17:35:17.687,79,PRECHECK,PRECHECK,267,3,1788251717633.059,100.073,timestamp_domain.system_time,20465312.000,109.000,1,20465312.000,20465328.000,16.000,16.000,20465328.000,16.000,1,1,-2.4549,-0.326224,4.334466,-4.3041,,
2026-09-01T17:35:17.795,80,PRECHECK,PRECHECK,270,3,1788251717733.104,100.045,timestamp_domain.system_time,20465406.000,94.000,1,20465406.000,20465437.000,31.000,31.000,20465437.000,31.000,1,1,-3.2139,-0.327803,4.341280,-4.3181,,
2026-09-01T17:35:17.897,81,PRECHECK,PRECHECK,273,3,1788251717833.327,100.223,timestamp_domain.system_time,20465515.000,109.000,1,20465515.000,20465531.000,16.000,16.000,20465546.000,31.000,1,1,-4.5374,-0.326389,4.340230,-4.3006,,
2026-09-01T17:35:17.991,82,PRECHECK,PRECHECK,276,3,1788251717933.374,100.046,timestamp_domain.system_time,20465609.000,94.000,1,20465609.000,20465625.000,16.000,16.000,20465625.000,16.000,1,1,-2.1054,-0.329703,4.342544,-4.3418,,
2026-09-01T17:35:18.082,83,PRECHECK,PRECHECK,279,3,1788251718033.278,99.905,timestamp_domain.system_time,20465687.000,78.000,1,20465687.000,20465718.000,31.000,31.000,20465718.000,31.000,1,1,-1.4646,-0.328562,4.340269,-4.3291,,
2026-09-01T17:35:18.177,84,PRECHECK,PRECHECK,282,3,1788251718133.407,100.129,timestamp_domain.system_time,20465796.000,109.000,1,20465796.000,20465812.000,16.000,16.000,20465812.000,16.000,1,1,-1.4646,-0.328562,4.340269,-4.3291,,
2026-09-01T17:35:18.277,85,PRECHECK,PRECHECK,285,3,1788251718233.509,100.103,timestamp_domain.system_time,20465890.000,94.000,1,20465906.000,20465921.000,15.000,31.000,20465921.000,31.000,1,1,-2.8101,-0.327254,4.342370,-4.3098,,
2026-09-01T17:35:18.378,86,PRECHECK,PRECHECK,287,2,1788251718300.993,67.484,timestamp_domain.system_time,20466000.000,110.000,1,20466000.000,20466015.000,15.000,15.000,20466015.000,15.000,1,1,-1.2995,-0.327793,4.322115,-4.3371,,
2026-09-01T17:35:18.492,87,PRECHECK,PRECHECK,291,4,1788251718433.719,132.725,timestamp_domain.system_time,20466109.000,109.000,1,20466109.000,20466140.000,31.000,31.000,20466140.000,31.000,1,1,-2.8333,-0.329027,4.342505,-4.3330,,
2026-09-01T17:35:18.592,88,PRECHECK,PRECHECK,294,3,1788251718533.679,99.960,timestamp_domain.system_time,20466218.000,109.000,1,20466218.000,20466234.000,16.000,16.000,20466234.000,16.000,1,1,-3.1701,-0.327503,4.348220,-4.3073,,
2026-09-01T17:35:18.693,89,PRECHECK,PRECHECK,297,3,1788251718633.841,100.162,timestamp_domain.system_time,20466296.000,78.000,1,20466296.000,20466328.000,32.000,32.000,20466328.000,32.000,1,1,-0.9806,-0.327198,4.338266,-4.3132,,
2026-09-01T17:35:18.784,90,PRECHECK,PRECHECK,300,3,1788251718733.798,99.957,timestamp_domain.system_time,20466390.000,94.000,1,20466390.000,20466421.000,31.000,31.000,20466421.000,31.000,1,1,-3.2139,-0.327803,4.341280,-4.3181,,
2026-09-01T17:35:18.882,91,PRECHECK,PRECHECK,303,3,1788251718833.864,100.066,timestamp_domain.system_time,20466500.000,110.000,1,20466500.000,20466531.000,31.000,31.000,20466531.000,31.000,1,1,-2.0422,-0.328598,4.329917,-4.3399,,
2026-09-01T17:35:18.983,92,PRECHECK,PRECHECK,306,3,1788251718933.918,100.055,timestamp_domain.system_time,20466593.000,93.000,1,20466609.000,20466625.000,16.000,32.000,20466625.000,32.000,1,1,-3.8134,-0.326814,4.347056,-4.2994,,
2026-09-01T17:35:19.093,93,SEARCH_SWEEP,SEARCH_SWEEP,309,3,1788251719034.083,100.165,timestamp_domain.system_time,20466703.000,110.000,1,20466718.000,20466734.000,16.000,31.000,20466734.000,31.000,1,1,-2.1094,-0.326485,4.335389,-4.3066,,
2026-09-01T17:35:19.193,94,SEARCH_SWEEP,SEARCH_SWEEP,312,3,1788251719134.052,99.968,timestamp_domain.system_time,20466796.000,93.000,1,20466812.000,20466828.000,16.000,32.000,20466828.000,32.000,1,1,-3.1467,-0.327354,4.351696,-4.3019,,
2026-09-01T17:35:19.284,95,SEARCH_SWEEP,SEARCH_SWEEP,315,3,1788251719234.181,100.129,timestamp_domain.system_time,20466906.000,110.000,1,20466906.000,20466921.000,15.000,15.000,20466921.000,15.000,1,1,-0.9262,-0.328863,4.341570,-4.3317,,
2026-09-01T17:35:19.394,96,SEARCH_SWEEP,SEARCH_SWEEP,318,3,1788251719334.337,100.156,timestamp_domain.system_time,20467000.000,94.000,1,20467015.000,20467031.000,16.000,31.000,20467031.000,31.000,1,1,-0.0443,-0.329999,4.329941,-4.3583,,
2026-09-01T17:35:19.497,97,SEARCH_SWEEP,SEARCH_SWEEP,321,3,1788251719434.435,100.098,timestamp_domain.system_time,20467109.000,109.000,1,20467125.000,20467140.000,15.000,31.000,20467140.000,31.000,1,1,-3.3288,-0.328053,4.334443,-4.3282,,
2026-09-01T17:35:19.597,98,SEARCH_SWEEP,SEARCH_SWEEP,324,3,1788251719534.408,99.974,timestamp_domain.system_time,20467203.000,94.000,1,20467203.000,20467234.000,31.000,31.000,20467234.000,31.000,1,1,-1.6619,-0.328527,4.337528,-4.3313,,
2026-09-01T17:35:19.689,99,SEARCH_SWEEP,SEARCH_SWEEP,327,3,1788251719634.472,100.064,timestamp_domain.system_time,20467312.000,109.000,1,20467312.000,20467328.000,16.000,16.000,20467328.000,16.000,1,1,-0.7993,-0.328423,4.334097,-4.3334,,
2026-09-01T17:35:19.805,100,SEARCH_SWEEP,SEARCH_SWEEP,330,3,1788251719734.545,100.072,timestamp_domain.system_time,20467406.000,94.000,1,20467406.000,20467453.000,47.000,47.000,20467453.000,47.000,1,1,0.1343,-0.329043,4.332608,-4.3430,,
2026-09-01T17:35:19.903,101,SEARCH_SWEEP,SEARCH_SWEEP,334,4,1788251719867.984,133.439,timestamp_domain.system_time,20467515.000,109.000,1,20467515.000,20467531.000,16.000,16.000,20467546.000,31.000,1,1,-3.8331,-0.324418,4.322450,-4.2922,,
2026-09-01T17:35:19.987,102,SEARCH_SWEEP,SEARCH_SWEEP,336,2,1788251719934.680,66.696,timestamp_domain.system_time,20467609.000,94.000,1,20467609.000,20467625.000,16.000,16.000,20467625.000,16.000,1,1,-2.7385,-0.328303,4.340411,-4.3255,,
2026-09-01T17:35:20.093,103,SEARCH_SWEEP,SEARCH_SWEEP,339,3,1788251720034.901,100.221,timestamp_domain.system_time,20467718.000,109.000,1,20467718.000,20467734.000,16.000,16.000,20467734.000,16.000,1,1,-4.0100,-0.326962,4.340178,-4.3082,,
