angle_deg,n,n_during_command,t_cmd_mean,t_cmd_median,t_cmd_sd,t_onset_mean,t_onset_median,t_onset_sd,t_onset_model,t_cmd_model
15.5,2,0,2.5006038565243216,2.5006038565243216,0.015274555820596121,1.3778085132216802,1.3778085132216802,0.18607704421931495,1.4315019163412526,2.5498664405680262
16.0,2,0,2.5321507284315885,2.5321507284315885,0.016884699655887247,1.409355385128947,1.409355385128947,0.18446690038402383,1.4685058002399387,2.5868703244667124
16.5,2,0,2.565489888938828,2.565489888938828,0.021029522336945685,1.4426945456361864,1.4426945456361864,0.1803220777029649,1.505509684138624,2.6238742083653976
17.0,2,0,2.6299258309863944,2.6299258309863944,0.018803145177334623,1.507130487683753,1.507130487683753,0.2201547452172457,1.54251356803731,2.660878092264084
17.5,1,0,2.6528999922556977,2.6528999922556977,,1.3877275671620737,1.3877275671620737,,1.5795174519359962,2.69788197616277
18.0,1,0,2.689169984987529,2.689169984987529,,1.4239975598939054,1.4239975598939054,,1.6165213358346824,2.734885860061456
18.5,1,0,2.725439977719361,2.725439977719361,,1.4602675526257372,1.4602675526257372,,1.6535252197333685,2.771889743960142
19.0,1,0,2.7785798077238724,2.7785798077238724,,1.5134073826302483,1.5134073826302483,,1.6905291036320547,2.8088936278588283
19.5,1,0,2.837757683348173,2.837757683348173,,1.5725852582545483,1.5725852582545483,,1.7275329875307408,2.8458975117575145
20.0,1,0,2.8969355589761108,2.8969355589761108,,1.6317631338824867,1.6317631338824867,,1.764536871429426,2.8829013956561997
