t_iso,t_mono,sim_time_s,phase,fsm_state,command,forklift_world_x_m,forklift_world_z_m,forklift_heading_deg,camera_world_x_m,camera_world_z_m,pallet_world_x_m,pallet_world_z_m,pallet_heading_deg,pallet_camera_x_m,pallet_camera_y_m,pallet_camera_z_m,pallet_relative_yaw_deg,pallet_pivot_x_m,pallet_pivot_z_m,pivot_to_pallet_distance_m,fork_tip_world_x_m,fork_tip_world_z_m,fork_tip_pallet_x_m,fork_tip_pallet_z_m,left_outer_tip_pallet_x_m,left_outer_tip_pallet_z_m,right_outer_tip_pallet_x_m,right_outer_tip_pallet_z_m,tip_insertion_depth_m,insertion_remaining_m,collision,minimum_clearance_m
2026-09-08T07:01:41.840+00:00,1000.0,0.0,initial,PRECHECK,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,4.0,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.61748555050995,-2.310008764894957,1.3717399372232524,-2.4820816958002707,1.8632311637966474,-2.1379358339896433,0.0,3.7,0,
2026-09-08T07:01:41.840+00:00,1000.0,0.0,tick,SEARCH_SWEEP,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:41.874+00:00,1000.0333333333333,0.03333333333333333,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:41.907+00:00,1000.0666666666667,0.06666666666666667,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:41.940+00:00,1000.1,0.1,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:41.974+00:00,1000.1333333333333,0.13333333333333333,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.007+00:00,1000.1666666666666,0.16666666666666666,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.040+00:00,1000.2,0.19999999999999998,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.074+00:00,1000.2333333333333,0.2333333333333333,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.107+00:00,1000.2666666666667,0.26666666666666666,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.140+00:00,1000.3,0.3,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.174+00:00,1000.3333333333334,0.3333333333333333,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.207+00:00,1000.3666666666667,0.36666666666666664,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.240+00:00,1000.4,0.39999999999999997,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.274+00:00,1000.4333333333333,0.4333333333333333,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.307+00:00,1000.4666666666667,0.4666666666666666,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
2026-09-08T07:01:42.340+00:00,1000.5,0.49999999999999994,tick,ACQUIRE_VERIFY,STOP,0.0,0.0,0.0,0.0,0.68,0.0,4.68,-145.0,0.0,0.575,3.9999999999999996,35.0,0.0,4.68,4.68,0.0,1.8599999999999999,1.6174855505099495,-2.3100087648949565,1.371739937223252,-2.4820816958002703,1.863231163796647,-2.137935833989643,0.0,3.6999999999999997,0,
