angle_deg,n,n_during_command,t_cmd_mean,t_cmd_median,t_cmd_sd,t_onset_mean,t_onset_median,t_onset_sd,t_onset_model,t_cmd_model
0.5,11,11,1.2713870896335389,1.2710791567224078,0.09874115226344586,0.24476539046041906,0.2083879740675911,0.0814398064395737,0.2002062884453788,1.329378579150517
1.0,11,11,1.4159641096269875,1.4190733894211007,0.1050957429589639,0.38934241045386775,0.3436000659457932,0.09331081206514985,0.28313444839183477,1.412306739096973
1.5,11,11,1.499082684468621,1.5144715672831808,0.10055073555359792,0.472460985295501,0.4149370387567614,0.09391912132706853,0.3467674635821858,1.475939754287324
2.0,11,9,1.5627111983171331,1.5717666272212227,0.09812847801314299,0.5360894991440133,0.4956540732200665,0.09513123524788561,0.4004125768907576,1.5295848675958958
2.5,11,8,1.6166245382601945,1.60686083523251,0.09933864620074578,0.5900028390870747,0.5611650094833749,0.09871260858399562,0.44767487048679744,1.5768471611919357
3.0,11,7,1.6600629762162333,1.6419550432437973,0.10064438915864012,0.6334412770431134,0.5902371539486921,0.10001862754308168,0.49040324998764584,1.619575540692784
3.5,11,7,1.7019757906888449,1.6770492512550843,0.10285335997549547,0.6753540915157249,0.6275702055245347,0.10135409594762802,0.5296960501377366,1.6588683408428748
4.0,11,7,1.7367959115935347,1.7144559791959182,0.1030225107407561,0.7101742124204148,0.6559402744132967,0.10393826988377243,0.5668088090131018,1.69598109971824
4.5,11,7,1.7686819273330912,1.7589766512428469,0.1024079767456247,0.7420602281599713,0.6843103433020588,0.10856355399739229,0.6037802241583594,1.7329525148634977
5.0,11,7,1.7984581210852908,1.797358202853502,0.10219556484143291,0.771836421912171,0.7126804121908208,0.11221435995282318,0.640751639303617,1.7699239300087553
5.5,11,7,1.8262548508140422,1.8297299732694228,0.10055494213208394,0.7996331516409224,0.7410504810795828,0.11295412897499112,0.6777230544488742,1.8068953451540124
6.0,11,6,1.8532787294941293,1.8621017436853435,0.09980810305148659,0.8266570303210095,0.7694205499683449,0.11408545196287581,0.7146944695941317,1.84386676029927
6.5,11,5,1.8817195411661074,1.915736927196121,0.10015420143417064,0.8550978419929876,0.801829612122674,0.11947513867425529,0.7516658847393893,1.8808381754445276
7.0,10,4,1.9067459199184669,1.9088971170931472,0.10301716214516926,0.8606624923180789,0.8429194554792048,0.097277187454842,0.7886372998846469,1.9178095905897852
7.5,10,3,1.9357743279590067,1.9334244752844825,0.1020380886897792,0.8896909003586189,0.8877669296725799,0.09845795918923983,0.8256087150299045,1.9547810057350428
8.0,9,3,1.9752199854693673,1.986634260523715,0.10663346504281097,0.9235330058185759,0.9402123619875056,0.10061679175942827,0.8625801301751621,1.9917524208803004
8.5,8,3,2.003974177414875,2.047619668797779,0.11581059769875579,0.9614971493479061,0.9819791416248336,0.10668445956004369,0.8995515453204193,2.0287238360255575
9.0,8,3,2.0284310027955144,2.077075994682673,0.11633942380231582,0.9859539747285453,1.003744753796127,0.10882342339167095,0.9365229604656773,2.0656952511708155
9.5,8,2,2.0539844394984357,2.105214154727946,0.1177878557127826,1.0115074114314666,1.0255103659656015,0.10930635896459727,0.9734943756109344,2.1026666663160727
10.0,7,2,2.1074588095699647,2.1459804392470687,0.09782598884750475,1.050563879130745,1.0598139849862491,0.11114218442896405,1.0104657907561916,2.13963808146133
10.5,6,2,2.1326423258051364,2.1564958837261656,0.10552066450509504,1.0686426194066978,1.08372752483956,0.1160070126258277,1.0474372059014496,2.176609496606588
11.0,5,1,2.1604716337162246,2.1891844469791977,0.11021569981065225,1.0865794175268093,1.0779419790233078,0.11975276872033463,1.0844086210467068,2.213580911751845
11.5,5,1,2.195200096476037,2.210786450847081,0.09329243483160382,1.121307880286622,1.0995439828911913,0.11094070231312336,1.1213800361919648,2.250552326897103
12.0,4,1,2.2274913042192566,2.261649209423922,0.09464110241834789,1.1430276869295994,1.1161185360360832,0.118965401370355,1.158351451337222,2.28752374204236
12.5,4,1,2.25603722786218,2.2848735683364794,0.09087413979782782,1.1715736105725227,1.1450412959475216,0.116177861863161,1.19532286648248,2.3244951571876182
13.0,4,1,2.291506152070724,2.322243097141836,0.08746521468962974,1.207042534781067,1.1881092257499404,0.1118022181383993,1.2322942816277371,2.3614665723328754
13.5,4,1,2.336908232740825,2.378797992658292,0.0911414603169224,1.252444615451168,1.2488865815448662,0.111506166699053,1.2692656967729943,2.3984379874781325
14.0,3,1,2.3518063809824525,2.3996074505012075,0.09980915249455627,1.2762690472482063,1.2560651491294266,0.13396574350430857,1.3062371119182523,2.4354094026233906
14.5,3,0,2.384133117598443,2.4294510211257148,0.09648669253841001,1.3085957838641964,1.2923086650844198,0.13304322865807625,1.3432085270635095,2.4723808177686477
15.0,2,0,2.4699531307469442,2.4699531307469442,0.01493175399606293,1.3471577874461218,1.3471577874461218,0.1864198460464206,1.3801799422087675,2.5093522329139057
15.5,2,0,2.5006038565243216,2.5006038565243216,0.015274555820596121,1.3778085132234992,1.3778085132234992,0.18607704422188737,1.4171513573540246,2.546323648059163
16.0,2,0,2.5321507284315885,2.5321507284315885,0.016884699655887247,1.409355385130766,1.409355385130766,0.18446690038659627,1.4541227724992818,2.58329506320442
16.5,2,0,2.565489888938828,2.565489888938828,0.021029522336945685,1.4426945456380054,1.4426945456380054,0.18032207770553751,1.4910941876445398,2.620266478349678
17.0,2,0,2.6299258309863944,2.6299258309863944,0.018803145177334623,1.507130487685572,1.507130487685572,0.22015474521981815,1.528065602789797,2.657237893494935
17.5,1,0,2.6528999922556977,2.6528999922556977,,1.3877275671620737,1.3877275671620737,,1.565037017935055,2.6942093086401933
18.0,1,0,2.689169984987529,2.689169984987529,,1.4239975598939054,1.4239975598939054,,1.6020084330803122,2.7311807237854504
18.5,1,0,2.725439977719361,2.725439977719361,,1.4602675526257372,1.4602675526257372,,1.6389798482255702,2.7681521389307084
19.0,1,0,2.7785798077238724,2.7785798077238724,,1.5134073826302483,1.5134073826302483,,1.6759512633708273,2.8051235540759656
19.5,1,0,2.837757683348173,2.837757683348173,,1.5725852582545483,1.5725852582545483,,1.7129226785160845,2.8420949692212227
20.0,1,0,2.8969355589761108,2.8969355589761108,,1.6317631338824867,1.6317631338824867,,1.7498940936613425,2.8790663843664808
