frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
36,-14.744522,1,1,0.989258,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.65448666,5.61814022,pnp_visible_ransac,9,0.532345,9,0,
37,-14.480569,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.67272794,5.68119860,pnp_visible_ransac,9,0.729729,9,1,
38,-15.167914,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.67975676,5.70108747,pnp_visible_ransac,9,0.500997,9,2,
39,-13.618809,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.67418361,5.66951609,pnp_visible_ransac,9,0.487223,9,3,
40,-14.220415,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.66287100,5.63920641,pnp_visible_ransac,9,0.540508,9,4,
41,-12.360215,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.68964422,5.70918179,pnp_visible_ransac,9,0.491808,9,5,
42,-15.374971,1,1,0.989258,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.67862236,5.67544603,pnp_visible_ransac,9,0.539991,9,6,
43,-14.283081,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.67166722,5.68382072,pnp_visible_ransac,9,0.462549,9,7,
44,-13.262409,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.66790235,5.66248035,pnp_visible_ransac,9,0.629884,9,8,
45,-14.204397,1,1,0.986328,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.64957011,5.64887667,pnp_visible_ransac,9,0.482531,9,9,
46,-13.471954,1,1,0.987793,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.65135860,5.67367077,pnp_visible_ransac,9,0.467410,9,10,
47,-12.773811,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.66162944,5.73238850,pnp_visible_ransac,9,0.475066,9,11,
48,-14.213836,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.65258324,5.73183489,pnp_visible_ransac,9,0.587457,9,12,
49,-14.555897,1,1,0.987793,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.62916183,5.76684475,pnp_visible_ransac,9,0.578162,9,13,
50,-14.787108,1,1,0.943848,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.59009540,5.70469332,pnp_visible_ransac,9,0.519994,9,14,
51,-13.927346,1,1,0.987793,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.57905006,5.76938057,pnp_visible_ransac,9,0.752372,9,15,
52,-12.916469,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.56472135,5.74672318,pnp_visible_ransac,9,0.617823,9,16,
53,-11.520115,1,1,0.989258,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.54239428,5.81977749,pnp_visible_ransac,9,0.778318,9,17,
54,-12.228061,1,1,0.988281,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.47659051,5.75179529,pnp_visible_ransac,9,0.512486,9,18,
55,-12.106211,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.44913018,5.79658699,pnp_visible_ransac,9,0.670834,9,19,
56,-10.837345,1,1,0.988281,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.39369309,5.77422428,pnp_visible_ransac,9,0.669606,9,20,
57,-10.784640,1,1,0.988281,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.30228531,5.85788727,pnp_visible_ransac,9,0.759335,9,21,
58,-9.662587,1,1,0.989258,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.21520185,5.87359762,pnp_visible_ransac,9,0.793362,9,22,
59,-8.280241,1,1,0.989258,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.10579741,5.96048403,pnp_visible_ransac,9,0.585825,9,23,
60,-8.735862,1,1,0.988770,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.96320039,5.95100212,pnp_visible_ransac,9,1.126325,9,24,
