frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
36,7.984572,1,1,0.990234,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.13436019,4.62595415,pnp_visible_ransac,9,0.782607,9,0,
37,7.928631,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.13165569,4.61720657,pnp_visible_ransac,9,0.712744,9,1,
38,8.071890,1,1,0.990234,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.13348365,4.63273430,pnp_visible_ransac,9,0.714771,9,2,
39,7.914775,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.13640785,4.64148092,pnp_visible_ransac,9,0.783864,9,3,
40,7.987532,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.12585008,4.62281895,pnp_visible_ransac,9,0.743002,9,4,
41,8.273141,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.12032640,4.61928082,pnp_visible_ransac,9,0.717017,9,5,
42,8.215015,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.11626637,4.62848186,pnp_visible_ransac,9,0.794322,9,6,
43,7.827350,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.10536134,4.61569691,pnp_visible_ransac,9,0.770618,9,7,
44,7.820448,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.09298813,4.60242796,pnp_visible_ransac,9,0.715616,9,8,
45,7.559686,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.08256793,4.63471031,pnp_visible_ransac,9,0.772929,9,9,
46,7.180124,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.03615534,4.64089727,pnp_visible_ransac,9,0.752055,9,10,
47,6.748489,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,1.00214934,4.66069126,pnp_visible_ransac,9,0.757900,9,11,
48,5.521237,1,1,0.977539,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.92617416,4.69022512,pnp_visible_ransac,9,0.709658,9,12,
49,5.130312,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.82424134,4.67660999,pnp_visible_ransac,9,0.580873,9,13,
50,4.236771,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.74283022,4.71274233,pnp_visible_ransac,9,0.652533,9,14,
51,1.289158,1,1,0.972656,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.54908383,4.76982546,pnp_visible_ransac,9,0.704075,9,15,
52,0.322509,1,1,0.823242,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.46568862,4.81926680,pnp_visible_ransac,9,0.554533,9,16,
53,-0.597384,1,1,0.978516,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.41063830,4.79722786,pnp_visible_ransac,9,0.590113,9,17,
54,-1.303710,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.33131686,4.79477119,pnp_visible_ransac,9,0.573511,9,18,
55,-2.284493,1,1,0.989746,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.21116997,4.76905346,pnp_visible_ransac,9,0.485098,9,19,
56,-2.993917,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11269006,4.78456688,pnp_visible_ransac,9,0.560543,9,20,
