frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
52,-13.786207,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15686490,3.34003401,pnp_visible_ransac,9,0.899525,9,0,
53,-13.727100,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15633836,3.33726287,pnp_visible_ransac,9,0.796573,9,1,
54,-13.689379,1,1,0.966309,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15760514,3.34104180,pnp_visible_ransac,9,0.836592,9,2,
55,-13.642752,1,1,0.966309,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15766707,3.34286571,pnp_visible_ransac,9,0.849933,9,3,
56,-13.607554,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15772904,3.34272408,pnp_visible_ransac,9,0.833819,9,4,
57,-13.666372,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15689890,3.34147334,pnp_visible_ransac,9,0.877303,9,5,
58,-13.640889,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15742618,3.34398794,pnp_visible_ransac,9,0.891767,9,6,
59,-13.643155,1,1,0.966797,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15644555,3.34068966,pnp_visible_ransac,9,0.859340,9,7,
60,-14.001724,1,1,0.965332,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.16259460,3.34604335,pnp_visible_ransac,9,1.081356,9,8,
61,-13.741669,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.15807438,3.33333111,pnp_visible_ransac,9,0.846512,9,9,
62,-13.808293,1,1,0.963379,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.16822295,3.35716271,pnp_visible_ransac,9,1.023092,9,10,
63,-14.244186,1,1,0.960449,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.18326950,3.33398890,pnp_visible_ransac,9,1.008868,9,11,
64,-16.147990,1,1,0.971191,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.31738493,3.33011317,pnp_visible_ransac,9,1.065427,9,12,
65,-20.510856,1,1,0.974609,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.63376093,3.26444221,pnp_visible_ransac,9,1.278251,9,13,
66,-23.801289,1,1,0.957031,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.89452523,3.17595363,pnp_visible_ransac,9,1.267412,9,14,
67,-25.869831,1,1,0.960449,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-1.01359999,3.18222499,pnp_visible_ransac,9,1.813608,9,15,
68,-23.785980,1,1,0.956543,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.89029175,3.15526795,pnp_visible_ransac,9,0.910192,9,16,
69,-24.873865,1,1,0.968750,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.92999637,3.19949341,pnp_visible_ransac,9,1.525303,9,17,
70,-24.659289,1,1,0.970703,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.92989105,3.17871237,pnp_visible_ransac,9,1.357348,9,18,
71,-24.684604,1,1,0.975098,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.93746459,3.18564010,pnp_visible_ransac,9,1.382796,9,19,
72,-24.872499,1,1,0.972656,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,-0.93532193,3.18325663,pnp_visible_ransac,9,1.481386,9,20,
