frame_i,yaw_deg,pose_ok,valid,confidence,model_hash,angle_domain,angle_source,model_det_ok,pos_x_m,pos_z_m,pose_src,pose_n_used,pose_rms_px,keypoint_count,video_frame_i,failure_reason
36,-10.593597,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15457031,4.95756817,pnp_visible_ransac,9,0.530958,9,0,
37,-11.164958,1,1,0.992188,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.16604267,4.98926258,pnp_visible_ransac,9,0.668411,9,1,
38,-11.094190,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15785037,4.99017286,pnp_visible_ransac,9,0.645017,9,2,
39,-10.538436,1,1,0.990723,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14350322,4.95108891,pnp_visible_ransac,9,0.552810,9,3,
40,-11.130535,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15702344,5.00012112,pnp_visible_ransac,9,0.654796,9,4,
41,-11.324661,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.16613188,4.99914837,pnp_visible_ransac,9,0.676503,9,5,
42,-11.080590,1,1,0.991211,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.16275664,4.99226713,pnp_visible_ransac,9,0.655314,9,6,
43,-11.034622,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14938152,4.97694397,pnp_visible_ransac,9,0.600620,9,7,
44,-10.745184,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14684530,4.96966362,pnp_visible_ransac,9,0.600831,9,8,
45,-11.010850,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15625975,4.98595905,pnp_visible_ransac,9,0.550130,9,9,
46,-10.975226,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15893331,4.98587704,pnp_visible_ransac,9,0.624594,9,10,
47,-10.812858,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15512195,4.98346233,pnp_visible_ransac,9,0.597743,9,11,
48,-11.107062,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14934015,4.98008537,pnp_visible_ransac,9,0.621973,9,12,
49,-11.023510,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15646176,4.99443674,pnp_visible_ransac,9,0.633273,9,13,
50,-11.184602,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15579602,5.00315380,pnp_visible_ransac,9,0.644063,9,14,
51,-11.032707,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14937443,4.97771215,pnp_visible_ransac,9,0.587758,9,15,
52,-11.032707,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14937443,4.97771215,pnp_visible_ransac,9,0.587758,9,16,
53,-11.157991,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15684514,4.98072577,pnp_visible_ransac,9,0.613925,9,17,
54,-11.210719,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15639766,4.98706770,pnp_visible_ransac,9,0.586977,9,18,
55,-11.158043,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15093924,4.99471045,pnp_visible_ransac,9,0.616964,9,19,
56,-11.152577,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15034267,4.98950052,pnp_visible_ransac,9,0.631697,9,20,
57,-11.071793,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15502052,4.97917986,pnp_visible_ransac,9,0.565529,9,21,
58,-11.072716,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15502471,4.97887039,pnp_visible_ransac,9,0.573445,9,22,
59,-11.086857,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15036689,4.97587061,pnp_visible_ransac,9,0.605184,9,23,
60,-10.915974,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14842033,4.96513939,pnp_visible_ransac,9,0.602707,9,24,
61,-11.242732,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15578678,4.99777937,pnp_visible_ransac,9,0.607646,9,25,
62,-11.157221,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.15055807,4.97941446,pnp_visible_ransac,9,0.689390,9,26,
63,-11.104494,1,1,0.991699,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.14956452,4.98008585,pnp_visible_ransac,9,0.654428,9,27,
193,-12.132502,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11360829,3.38041353,pnp_visible_ransac,9,0.930695,9,28,
194,-12.132502,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11360829,3.38041353,pnp_visible_ransac,9,0.930695,9,29,
195,-12.107474,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11354856,3.37978554,pnp_visible_ransac,9,0.939121,9,30,
196,-12.168239,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11385255,3.38169575,pnp_visible_ransac,9,0.925088,9,31,
197,-12.168239,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11385255,3.38169575,pnp_visible_ransac,9,0.925088,9,32,
198,-12.204380,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11445625,3.38369083,pnp_visible_ransac,9,0.917705,9,33,
199,-12.167858,1,1,0.965820,sha256:35033fa0137084da6fa1814e1d16daf5a96fcd053e46dd045f672e9289f0d96c,heading,pnp_face_orientation,1,0.11419372,3.38846803,pnp_visible_ransac,9,0.955015,9,34,
